Orders.Ship Date.Variation.Date Hierarchy.Month,Orders.Ship Date.Variation.Date Hierarchy.Quarter,Orders.Region,Orders.City,Sum(Orders.Quantity),Sum(Orders.Profit)
June,Qtr 2,South,Coral Springs,,
July,Qtr 3,South,Coral Springs,,
August,Qtr 3,South,Coral Springs,,
September,Qtr 3,South,Coral Springs,10,8.056399999999995
October,Qtr 4,South,Coral Springs,,
November,Qtr 4,South,Coral Springs,4,24.196000000000012
December,Qtr 4,South,Coral Springs,,
January,Qtr 1,South,Daytona Beach,,
February,Qtr 1,South,Daytona Beach,,
March,Qtr 1,South,Daytona Beach,,
April,Qtr 2,South,Daytona Beach,2,-76.1798
May,Qtr 2,South,Daytona Beach,,
June,Qtr 2,South,Daytona Beach,,
July,Qtr 3,South,Daytona Beach,,
August,Qtr 3,South,Daytona Beach,,
September,Qtr 3,South,Daytona Beach,,
October,Qtr 4,South,Daytona Beach,,
November,Qtr 4,South,Daytona Beach,,
December,Qtr 4,South,Daytona Beach,8,23.845800000000004
January,Qtr 1,South,Decatur,9,195.9808
February,Qtr 1,South,Decatur,,
March,Qtr 1,South,Decatur,,
April,Qtr 2,South,Decatur,11,323.0116000000001
May,Qtr 2,South,Decatur,3,46.581
June,Qtr 2,South,Decatur,21,410.52270000000004
July,Qtr 3,South,Decatur,,
August,Qtr 3,South,Decatur,,
September,Qtr 3,South,Decatur,,
October,Qtr 4,South,Decatur,,
November,Qtr 4,South,Decatur,8,23.99199999999999
December,Qtr 4,South,Decatur,,
January,Qtr 1,South,Delray Beach,,
February,Qtr 1,South,Delray Beach,,
March,Qtr 1,South,Delray Beach,3,3.2213999999999996
April,Qtr 2,South,Delray Beach,,
May,Qtr 2,South,Delray Beach,8,25.832799999999995
June,Qtr 2,South,Delray Beach,,
July,Qtr 3,South,Delray Beach,,
August,Qtr 3,South,Delray Beach,,
September,Qtr 3,South,Delray Beach,,
October,Qtr 4,South,Delray Beach,,
November,Qtr 4,South,Delray Beach,,
December,Qtr 4,South,Delray Beach,,
January,Qtr 1,South,Deltona,,
February,Qtr 1,South,Deltona,,
March,Qtr 1,South,Deltona,,
April,Qtr 2,South,Deltona,,
May,Qtr 2,South,Deltona,,
June,Qtr 2,South,Deltona,3,37.79159999999999
July,Qtr 3,South,Deltona,8,68.36119999999998
August,Qtr 3,South,Deltona,,
September,Qtr 3,South,Deltona,,
October,Qtr 4,South,Deltona,4,2.0087999999999973
November,Qtr 4,South,Deltona,,
December,Qtr 4,South,Deltona,4,13.9728
January,Qtr 1,South,Durham,,
February,Qtr 1,South,Durham,,
March,Qtr 1,South,Durham,,
April,Qtr 2,South,Durham,,
May,Qtr 2,South,Durham,,
June,Qtr 2,South,Durham,,
July,Qtr 3,South,Durham,,
August,Qtr 3,South,Durham,,
September,Qtr 3,South,Durham,11,75.12189999999998
October,Qtr 4,South,Durham,10,10.965599999999998
November,Qtr 4,South,Durham,,
December,Qtr 4,South,Durham,12,30.782399999999996
January,Qtr 1,South,East Point,,
February,Qtr 1,South,East Point,,
March,Qtr 1,South,East Point,,
April,Qtr 2,South,East Point,,
May,Qtr 2,South,East Point,,
June,Qtr 2,South,East Point,7,102.01379999999999
July,Qtr 3,South,East Point,,
August,Qtr 3,South,East Point,,
September,Qtr 3,South,East Point,,
October,Qtr 4,South,East Point,,
November,Qtr 4,South,East Point,,
December,Qtr 4,South,East Point,,
January,Qtr 1,South,Fayetteville,16,-56.90239999999997
February,Qtr 1,South,Fayetteville,,
March,Qtr 1,South,Fayetteville,,
April,Qtr 2,South,Fayetteville,8,-32.21920000000002
May,Qtr 2,South,Fayetteville,3,1.1555999999999984
June,Qtr 2,South,Fayetteville,,
July,Qtr 3,South,Fayetteville,7,-5.044800000000001
August,Qtr 3,South,Fayetteville,17,100.71079999999994
September,Qtr 3,South,Fayetteville,18,1260.0598999999997
October,Qtr 4,South,Fayetteville,23,44.72189999999997
November,Qtr 4,South,Fayetteville,28,6.178999999999991
December,Qtr 4,South,Fayetteville,48,500.00839999999994
January,Qtr 1,South,Florence,,
February,Qtr 1,South,Florence,,
March,Qtr 1,South,Florence,8,14.760399999999997
April,Qtr 2,South,Florence,3,21.751499999999986
May,Qtr 2,South,Florence,1,2.4402000000000004
June,Qtr 2,South,Florence,10,215.78079999999994
July,Qtr 3,South,Florence,6,19.188000000000002
August,Qtr 3,South,Florence,29,1623.9492999999995
September,Qtr 3,South,Florence,13,30.49319999999998
October,Qtr 4,South,Florence,,
November,Qtr 4,South,Florence,,
December,Qtr 4,South,Florence,21,240.60270000000003
January,Qtr 1,South,Fort Lauderdale,,
February,Qtr 1,South,Fort Lauderdale,,
March,Qtr 1,South,Fort Lauderdale,,
April,Qtr 2,South,Fort Lauderdale,,
May,Qtr 2,South,Fort Lauderdale,4,-5.176
June,Qtr 2,South,Fort Lauderdale,,
July,Qtr 3,South,Fort Lauderdale,,
August,Qtr 3,South,Fort Lauderdale,2,8.284799999999997
September,Qtr 3,South,Fort Lauderdale,9,29.027199999999958
October,Qtr 4,South,Fort Lauderdale,19,-388.28740000000005
November,Qtr 4,South,Fort Lauderdale,20,288.82349999999985
December,Qtr 4,South,Fort Lauderdale,11,-94.02719999999998
January,Qtr 1,South,Franklin,,
February,Qtr 1,South,Franklin,,
March,Qtr 1,South,Franklin,,
April,Qtr 2,South,Franklin,,
May,Qtr 2,South,Franklin,2,2.3363999999999976
June,Qtr 2,South,Franklin,7,9.671200000000002
July,Qtr 3,South,Franklin,,
August,Qtr 3,South,Franklin,,
September,Qtr 3,South,Franklin,14,-64.00460000000001
October,Qtr 4,South,Franklin,,
November,Qtr 4,South,Franklin,,
December,Qtr 4,South,Franklin,8,-40.53900000000001
January,Qtr 1,South,Gastonia,,
February,Qtr 1,South,Gastonia,,
March,Qtr 1,South,Gastonia,,
April,Qtr 2,South,Gastonia,16,-14.743600000000043
May,Qtr 2,South,Gastonia,,
June,Qtr 2,South,Gastonia,,
July,Qtr 3,South,Gastonia,,
August,Qtr 3,South,Gastonia,,
September,Qtr 3,South,Gastonia,,
October,Qtr 4,South,Gastonia,,
November,Qtr 4,South,Gastonia,,
December,Qtr 4,South,Gastonia,,
January,Qtr 1,South,Georgetown,,
February,Qtr 1,South,Georgetown,,
March,Qtr 1,South,Georgetown,,
April,Qtr 2,South,Georgetown,,
May,Qtr 2,South,Georgetown,,
June,Qtr 2,South,Georgetown,,
July,Qtr 3,South,Georgetown,,
August,Qtr 3,South,Georgetown,,
September,Qtr 3,South,Georgetown,24,136.5872
October,Qtr 4,South,Georgetown,,
November,Qtr 4,South,Georgetown,,
December,Qtr 4,South,Georgetown,11,266.17280000000005
January,Qtr 1,South,Goldsboro,,
February,Qtr 1,South,Goldsboro,,
March,Qtr 1,South,Goldsboro,,
April,Qtr 2,South,Goldsboro,,
May,Qtr 2,South,Goldsboro,,
June,Qtr 2,South,Goldsboro,,
July,Qtr 3,South,Goldsboro,,
August,Qtr 3,South,Goldsboro,,
September,Qtr 3,South,Goldsboro,,
October,Qtr 4,South,Goldsboro,,
November,Qtr 4,South,Goldsboro,,
December,Qtr 4,South,Goldsboro,3,3.0576000000000008
January,Qtr 1,South,Greensboro,,
February,Qtr 1,South,Greensboro,,
March,Qtr 1,South,Greensboro,9,-45.31689999999999
April,Qtr 2,South,Greensboro,,
May,Qtr 2,South,Greensboro,9,11.69100000000001
June,Qtr 2,South,Greensboro,8,-9.710100000000004
July,Qtr 3,South,Greensboro,,
August,Qtr 3,South,Greensboro,7,8.084999999999997
September,Qtr 3,South,Greensboro,3,-10.001100000000006
October,Qtr 4,South,Greensboro,5,-7.109200000000001
November,Qtr 4,South,Greensboro,8,-73.05030000000005
December,Qtr 4,South,Greensboro,1,2.4581999999999997
January,Qtr 1,South,Greenville,,
February,Qtr 1,South,Greenville,,
March,Qtr 1,South,Greenville,7,-16.34020000000001
April,Qtr 2,South,Greenville,,
May,Qtr 2,South,Greenville,,
June,Qtr 2,South,Greenville,,
July,Qtr 3,South,Greenville,,
August,Qtr 3,South,Greenville,6,6.8467999999999964
September,Qtr 3,South,Greenville,2,-571.9956
October,Qtr 4,South,Greenville,,
November,Qtr 4,South,Greenville,4,-14.0928
December,Qtr 4,South,Greenville,8,46.59339999999998
January,Qtr 1,South,Gulfport,4,15.68
February,Qtr 1,South,Gulfport,,
March,Qtr 1,South,Gulfport,7,38.038000000000004
April,Qtr 2,South,Gulfport,,
May,Qtr 2,South,Gulfport,9,23.8581
June,Qtr 2,South,Gulfport,,
July,Qtr 3,South,Gulfport,,
August,Qtr 3,South,Gulfport,,
September,Qtr 3,South,Gulfport,,
October,Qtr 4,South,Gulfport,,
November,Qtr 4,South,Gulfport,,
December,Qtr 4,South,Gulfport,,
January,Qtr 1,South,Hampton,,
February,Qtr 1,South,Hampton,,
March,Qtr 1,South,Hampton,,
April,Qtr 2,South,Hampton,,
May,Qtr 2,South,Hampton,,
June,Qtr 2,South,Hampton,3,56.550000000000004
July,Qtr 3,South,Hampton,,
August,Qtr 3,South,Hampton,16,575.9100999999998
September,Qtr 3,South,Hampton,,
October,Qtr 4,South,Hampton,,
November,Qtr 4,South,Hampton,29,321.37219999999996
December,Qtr 4,South,Hampton,,
January,Qtr 1,South,Harrisonburg,,
February,Qtr 1,South,Harrisonburg,,
March,Qtr 1,South,Harrisonburg,,
April,Qtr 2,South,Harrisonburg,,
May,Qtr 2,South,Harrisonburg,2,6.9239999999999995
June,Qtr 2,South,Harrisonburg,7,245.0209999999999
July,Qtr 3,South,Harrisonburg,,
August,Qtr 3,South,Harrisonburg,,
September,Qtr 3,South,Harrisonburg,,
October,Qtr 4,South,Harrisonburg,,
November,Qtr 4,South,Harrisonburg,2,14.3856
December,Qtr 4,South,Harrisonburg,14,623.1933
January,Qtr 1,South,Hattiesburg,,
February,Qtr 1,South,Hattiesburg,,
March,Qtr 1,South,Hattiesburg,,
April,Qtr 2,South,Hattiesburg,,
May,Qtr 2,South,Hattiesburg,,
June,Qtr 2,South,Hattiesburg,,
July,Qtr 3,South,Hattiesburg,24,363.4222000000001
August,Qtr 3,South,Hattiesburg,6,105.46800000000002
September,Qtr 3,South,Hattiesburg,,
October,Qtr 4,South,Hattiesburg,,
November,Qtr 4,South,Hattiesburg,,
December,Qtr 4,South,Hattiesburg,8,113.17920000000001
January,Qtr 1,South,Henderson,61,1752.9412999999997
February,Qtr 1,South,Henderson,5,37.59879999999997
March,Qtr 1,South,Henderson,,
April,Qtr 2,South,Henderson,18,213.7604
May,Qtr 2,South,Henderson,18,50.7928
June,Qtr 2,South,Henderson,,
July,Qtr 3,South,Henderson,,
August,Qtr 3,South,Henderson,,
September,Qtr 3,South,Henderson,3,757.4112
October,Qtr 4,South,Henderson,,
November,Qtr 4,South,Henderson,66,1547.6536999999996
December,Qtr 4,South,Henderson,14,158.6587
January,Qtr 1,South,Hendersonville,,
February,Qtr 1,South,Hendersonville,,
March,Qtr 1,South,Hendersonville,,
April,Qtr 2,South,Hendersonville,,
May,Qtr 2,South,Hendersonville,,
June,Qtr 2,South,Hendersonville,,
July,Qtr 3,South,Hendersonville,,
August,Qtr 3,South,Hendersonville,8,-10.956599999999998
September,Qtr 3,South,Hendersonville,,
October,Qtr 4,South,Hendersonville,,
November,Qtr 4,South,Hendersonville,,
December,Qtr 4,South,Hendersonville,14,-34.43010000000001
January,Qtr 1,South,Hialeah,,
February,Qtr 1,South,Hialeah,,
March,Qtr 1,South,Hialeah,,
April,Qtr 2,South,Hialeah,,
May,Qtr 2,South,Hialeah,10,-329.5623999999999
June,Qtr 2,South,Hialeah,,
July,Qtr 3,South,Hialeah,7,5.1282
August,Qtr 3,South,Hialeah,,
September,Qtr 3,South,Hialeah,8,19.254900000000013
October,Qtr 4,South,Hialeah,21,11.145100000000001
November,Qtr 4,South,Hialeah,14,14.178899999999974
December,Qtr 4,South,Hialeah,16,100.6278
January,Qtr 1,South,Hickory,,
February,Qtr 1,South,Hickory,,
March,Qtr 1,South,Hickory,,
April,Qtr 2,South,Hickory,,
May,Qtr 2,South,Hickory,,
June,Qtr 2,South,Hickory,4,-3.8100000000000005
July,Qtr 3,South,Hickory,,
August,Qtr 3,South,Hickory,,
September,Qtr 3,South,Hickory,,
October,Qtr 4,South,Hickory,,
November,Qtr 4,South,Hickory,1,2.7143999999999995
December,Qtr 4,South,Hickory,,
January,Qtr 1,South,Hollywood,,
February,Qtr 1,South,Hollywood,,
March,Qtr 1,South,Hollywood,,
April,Qtr 2,South,Hollywood,,
May,Qtr 2,South,Hollywood,,
June,Qtr 2,South,Hollywood,,
July,Qtr 3,South,Hollywood,6,9.6714
August,Qtr 3,South,Hollywood,10,46.81899999999998
September,Qtr 3,South,Hollywood,12,30.318800000000017
October,Qtr 4,South,Hollywood,5,17.849599999999985
November,Qtr 4,South,Hollywood,11,3.5424000000000024
December,Qtr 4,South,Hollywood,,
January,Qtr 1,South,Homestead,,
February,Qtr 1,South,Homestead,,
March,Qtr 1,South,Homestead,,
April,Qtr 2,South,Homestead,,
May,Qtr 2,South,Homestead,,
June,Qtr 2,South,Homestead,,
July,Qtr 3,South,Homestead,,
August,Qtr 3,South,Homestead,,
September,Qtr 3,South,Homestead,,
October,Qtr 4,South,Homestead,,
November,Qtr 4,South,Homestead,2,14.871999999999998
December,Qtr 4,South,Homestead,3,7.457100000000004
January,Qtr 1,South,Hoover,9,7.6137
February,Qtr 1,South,Hoover,,
March,Qtr 1,South,Hoover,,
April,Qtr 2,South,Hoover,6,11.103600000000007
May,Qtr 2,South,Hoover,,
June,Qtr 2,South,Hoover,,
July,Qtr 3,South,Hoover,,
August,Qtr 3,South,Hoover,,
September,Qtr 3,South,Hoover,,
October,Qtr 4,South,Hoover,,
November,Qtr 4,South,Hoover,,
December,Qtr 4,South,Hoover,,
January,Qtr 1,South,Hot Springs,,
February,Qtr 1,South,Hot Springs,1,2.9989999999999988
March,Qtr 1,South,Hot Springs,,
April,Qtr 2,South,Hot Springs,14,59.084799999999994
May,Qtr 2,South,Hot Springs,,
June,Qtr 2,South,Hot Springs,,
July,Qtr 3,South,Hot Springs,,
August,Qtr 3,South,Hot Springs,,
September,Qtr 3,South,Hot Springs,,
October,Qtr 4,South,Hot Springs,,
November,Qtr 4,South,Hot Springs,,
December,Qtr 4,South,Hot Springs,,
January,Qtr 1,South,Huntsville,,
February,Qtr 1,South,Huntsville,,
March,Qtr 1,South,Huntsville,4,5.476800000000001
April,Qtr 2,South,Huntsville,,
May,Qtr 2,South,Huntsville,4,12.8184
June,Qtr 2,South,Huntsville,,
July,Qtr 3,South,Huntsville,2,7.25
August,Qtr 3,South,Huntsville,7,59.11499999999998
September,Qtr 3,South,Huntsville,,
October,Qtr 4,South,Huntsville,,
November,Qtr 4,South,Huntsville,11,547.7912
December,Qtr 4,South,Huntsville,12,372.8058
January,Qtr 1,South,Jackson,,
February,Qtr 1,South,Jackson,7,68.6868
March,Qtr 1,South,Jackson,30,210.91469999999998
April,Qtr 2,South,Jackson,,
May,Qtr 2,South,Jackson,18,284.7306
June,Qtr 2,South,Jackson,12,281.16029999999995
July,Qtr 3,South,Jackson,22,600.6158000000001
August,Qtr 3,South,Jackson,10,228.2698
September,Qtr 3,South,Jackson,,
October,Qtr 4,South,Jackson,13,12.235499999999991
November,Qtr 4,South,Jackson,13,166.85340000000005
December,Qtr 4,South,Jackson,61,203.01670000000013
January,Qtr 1,South,Jacksonville,37,4.762000000000043
February,Qtr 1,South,Jacksonville,,
March,Qtr 1,South,Jacksonville,65,-1396.1476000000023
April,Qtr 2,South,Jacksonville,50,52.59029999999996
May,Qtr 2,South,Jacksonville,64,-300.899
June,Qtr 2,South,Jacksonville,15,114.97799999999987
July,Qtr 3,South,Jacksonville,12,51.516699999999965
August,Qtr 3,South,Jacksonville,28,19.159800000000008
September,Qtr 3,South,Jacksonville,21,-16.893800000000056
October,Qtr 4,South,Jacksonville,34,-107.05640000000011
November,Qtr 4,South,Jacksonville,59,-238.55200000000016
December,Qtr 4,South,Jacksonville,44,-507.29299999999995
January,Qtr 1,South,Johnson City,19,19.930400000000006
February,Qtr 1,South,Johnson City,,
March,Qtr 1,South,Johnson City,,
April,Qtr 2,South,Johnson City,,
May,Qtr 2,South,Johnson City,,
June,Qtr 2,South,Johnson City,,
July,Qtr 3,South,Johnson City,,
August,Qtr 3,South,Johnson City,,
September,Qtr 3,South,Johnson City,15,-45.47179999999999
October,Qtr 4,South,Johnson City,,
November,Qtr 4,South,Johnson City,9,37.39760000000001
December,Qtr 4,South,Johnson City,,
January,Qtr 1,South,Jonesboro,27,437.24749999999983
February,Qtr 1,South,Jonesboro,,
March,Qtr 1,South,Jonesboro,,
April,Qtr 2,South,Jonesboro,,
May,Qtr 2,South,Jonesboro,,
June,Qtr 2,South,Jonesboro,10,58.428399999999996
July,Qtr 3,South,Jonesboro,,
August,Qtr 3,South,Jonesboro,9,172.4814
September,Qtr 3,South,Jonesboro,5,114.95999999999998
October,Qtr 4,South,Jonesboro,,
November,Qtr 4,South,Jonesboro,2,17.993999999999993
December,Qtr 4,South,Jonesboro,,
January,Qtr 1,South,Jupiter,,
February,Qtr 1,South,Jupiter,,
March,Qtr 1,South,Jupiter,,
April,Qtr 2,South,Jupiter,,
May,Qtr 2,South,Jupiter,,
June,Qtr 2,South,Jupiter,,
July,Qtr 3,South,Jupiter,,
August,Qtr 3,South,Jupiter,,
September,Qtr 3,South,Jupiter,,
October,Qtr 4,South,Jupiter,,
November,Qtr 4,South,Jupiter,1,0.15480000000000005
December,Qtr 4,South,Jupiter,,
January,Qtr 1,South,Kenner,,
February,Qtr 1,South,Kenner,,
March,Qtr 1,South,Kenner,,
April,Qtr 2,South,Kenner,,
May,Qtr 2,South,Kenner,,
June,Qtr 2,South,Kenner,,
July,Qtr 3,South,Kenner,,
August,Qtr 3,South,Kenner,4,19.797600000000003
September,Qtr 3,South,Kenner,,
October,Qtr 4,South,Kenner,,
November,Qtr 4,South,Kenner,,
December,Qtr 4,South,Kenner,,
January,Qtr 1,South,Kissimmee,,
February,Qtr 1,South,Kissimmee,,
March,Qtr 1,South,Kissimmee,,
April,Qtr 2,South,Kissimmee,,
May,Qtr 2,South,Kissimmee,2,84.59819999999988
June,Qtr 2,South,Kissimmee,,
July,Qtr 3,South,Kissimmee,,
August,Qtr 3,South,Kissimmee,,
September,Qtr 3,South,Kissimmee,,
October,Qtr 4,South,Kissimmee,,
November,Qtr 4,South,Kissimmee,,
December,Qtr 4,South,Kissimmee,,
January,Qtr 1,South,Knoxville,,
February,Qtr 1,South,Knoxville,,
March,Qtr 1,South,Knoxville,13,19.542000000000012
April,Qtr 2,South,Knoxville,,
May,Qtr 2,South,Knoxville,10,-25.25520000000001
June,Qtr 2,South,Knoxville,,
July,Qtr 3,South,Knoxville,3,0.3822000000000001
August,Qtr 3,South,Knoxville,,
September,Qtr 3,South,Knoxville,19,32.684
October,Qtr 4,South,Knoxville,29,-1207.2896
November,Qtr 4,South,Knoxville,5,14.449499999999986
December,Qtr 4,South,Knoxville,2,0.4116000000000002
January,Qtr 1,South,Lafayette,,
February,Qtr 1,South,Lafayette,3,8.456399999999999
March,Qtr 1,South,Lafayette,,
April,Qtr 2,South,Lafayette,12,67.975
May,Qtr 2,South,Lafayette,6,38.7854
June,Qtr 2,South,Lafayette,,
July,Qtr 3,South,Lafayette,5,21.227999999999998
August,Qtr 3,South,Lafayette,8,30.71040000000001
September,Qtr 3,South,Lafayette,7,177.60479999999995
October,Qtr 4,South,Lafayette,11,363.68410000000006
November,Qtr 4,South,Lafayette,,
December,Qtr 4,South,Lafayette,9,333.84620000000007
January,Qtr 1,South,Lake Charles,,
February,Qtr 1,South,Lake Charles,,
March,Qtr 1,South,Lake Charles,,
April,Qtr 2,South,Lake Charles,,
May,Qtr 2,South,Lake Charles,5,21.601200000000002
June,Qtr 2,South,Lake Charles,,
July,Qtr 3,South,Lake Charles,,
August,Qtr 3,South,Lake Charles,11,219.6546
September,Qtr 3,South,Lake Charles,,
October,Qtr 4,South,Lake Charles,,
November,Qtr 4,South,Lake Charles,,
December,Qtr 4,South,Lake Charles,,
January,Qtr 1,South,Lakeland,,
February,Qtr 1,South,Lakeland,,
March,Qtr 1,South,Lakeland,23,68.63529999999997
April,Qtr 2,South,Lakeland,,
May,Qtr 2,South,Lakeland,2,89.99699999999999
June,Qtr 2,South,Lakeland,25,-129.5882000000002
July,Qtr 3,South,Lakeland,,
August,Qtr 3,South,Lakeland,7,-255.5875000000001
September,Qtr 3,South,Lakeland,,
October,Qtr 4,South,Lakeland,17,37.90689999999997
November,Qtr 4,South,Lakeland,,
December,Qtr 4,South,Lakeland,,
January,Qtr 1,South,Lebanon,,
February,Qtr 1,South,Lebanon,,
March,Qtr 1,South,Lebanon,,
April,Qtr 2,South,Lebanon,,
May,Qtr 2,South,Lebanon,,
June,Qtr 2,South,Lebanon,,
July,Qtr 3,South,Lebanon,,
August,Qtr 3,South,Lebanon,,
September,Qtr 3,South,Lebanon,5,59.4355
October,Qtr 4,South,Lebanon,3,17.998199999999997
November,Qtr 4,South,Lebanon,6,6.372
December,Qtr 4,South,Lebanon,,
January,Qtr 1,South,Little Rock,,
February,Qtr 1,South,Little Rock,,
March,Qtr 1,South,Little Rock,,
April,Qtr 2,South,Little Rock,,
May,Qtr 2,South,Little Rock,7,67.5444
June,Qtr 2,South,Little Rock,36,519.2095
July,Qtr 3,South,Little Rock,,
August,Qtr 3,South,Little Rock,20,187.74039999999997
September,Qtr 3,South,Little Rock,,
October,Qtr 4,South,Little Rock,11,92.93079999999999
November,Qtr 4,South,Little Rock,,
December,Qtr 4,South,Little Rock,16,287.2439999999999
January,Qtr 1,South,Louisville,15,496.06549999999993
February,Qtr 1,South,Louisville,,
March,Qtr 1,South,Louisville,,
April,Qtr 2,South,Louisville,13,228.89280000000002
May,Qtr 2,South,Louisville,21,383.8731
June,Qtr 2,South,Louisville,5,162.9957
July,Qtr 3,South,Louisville,32,174.00939999999997
August,Qtr 3,South,Louisville,12,58.4928
September,Qtr 3,South,Louisville,2,6.3744
October,Qtr 4,South,Louisville,18,205.7534
November,Qtr 4,South,Louisville,5,173.73300000000003
December,Qtr 4,South,Louisville,8,85.70649999999998
January,Qtr 1,South,Macon,,
February,Qtr 1,South,Macon,,
March,Qtr 1,South,Macon,4,27.0112
April,Qtr 2,South,Macon,,
May,Qtr 2,South,Macon,,
June,Qtr 2,South,Macon,,
July,Qtr 3,South,Macon,6,18.6624
August,Qtr 3,South,Macon,,
September,Qtr 3,South,Macon,14,99.1799
October,Qtr 4,South,Macon,,
November,Qtr 4,South,Macon,,
December,Qtr 4,South,Macon,,
January,Qtr 1,South,Margate,,
February,Qtr 1,South,Margate,,
March,Qtr 1,South,Margate,3,2.332799999999999
April,Qtr 2,South,Margate,,
May,Qtr 2,South,Margate,,
June,Qtr 2,South,Margate,,
July,Qtr 3,South,Margate,,
August,Qtr 3,South,Margate,,
September,Qtr 3,South,Margate,,
October,Qtr 4,South,Margate,,
November,Qtr 4,South,Margate,,
December,Qtr 4,South,Margate,,
January,Qtr 1,South,Marietta,,
February,Qtr 1,South,Marietta,,
March,Qtr 1,South,Marietta,,
April,Qtr 2,South,Marietta,12,78.23610000000001
May,Qtr 2,South,Marietta,,
