Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Plano,9.52,27.200000000000003
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Plano,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Plano,3.6288,10.368000000000002
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Port Arthur,1.8144,5.184000000000001
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Port Arthur,11.0288,34.048
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Port Arthur,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,San Antonio,13.199999999999998,42.24
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,San Antonio,117.43199999999999,335.52
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,San Antonio,24.527999999999995,70.08
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,San Antonio,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,San Antonio,9.072,25.920000000000005
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,San Marcos,3.6288,10.368000000000002
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,San Marcos,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,The Colony,5.521599999999999,15.232
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,The Colony,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,91.95079999999999,195.64
Qtr 1,2016,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,10.223999999999998,22.72
Qtr 4,2017,Office Supplies,Paper,Central,United States,Wisconsin,Green Bay,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Wisconsin,Madison,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Wisconsin,Madison,12.659199999999998,27.52
Qtr 1,2014,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,24.883200000000002,51.84
Qtr 2,2015,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,84.5154,179.82
Qtr 1,2016,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,9.6914,20.62
Qtr 4,2016,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,107.7216,219.84
Qtr 4,2017,Office Supplies,Paper,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Wisconsin,Superior,323.7408,674.4599999999999
Qtr 3,2016,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Wisconsin,Superior,,
Qtr 1,2014,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 2,2014,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 3,2014,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 4,2014,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 1,2015,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 2,2015,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 3,2015,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 4,2015,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 1,2016,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 2,2016,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 3,2016,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 4,2016,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 1,2017,Office Supplies,Paper,East,United States,Connecticut,Fairfield,12.4752,27.12
Qtr 2,2017,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 3,2017,Office Supplies,Paper,East,United States,Connecticut,Fairfield,,
Qtr 4,2017,Office Supplies,Paper,East,United States,Connecticut,Fairfield,9.3312,19.44
Qtr 1,2014,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 2,2014,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 3,2014,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 4,2014,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 1,2015,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 2,2015,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 3,2015,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 4,2015,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 1,2016,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 2,2016,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 3,2016,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 4,2016,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 1,2017,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 2,2017,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 3,2017,Office Supplies,Paper,East,United States,Connecticut,Manchester,134.652,274.8
Qtr 4,2017,Office Supplies,Paper,East,United States,Connecticut,Manchester,,
Qtr 1,2014,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 2,2014,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 3,2014,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 4,2014,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 1,2015,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 2,2015,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 3,2015,Office Supplies,Paper,East,United States,Connecticut,Meriden,21.0128,45.68
Qtr 4,2015,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 1,2016,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 2,2016,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 3,2016,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 4,2016,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 1,2017,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 2,2017,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 3,2017,Office Supplies,Paper,East,United States,Connecticut,Meriden,110.9724,226.74
Qtr 4,2017,Office Supplies,Paper,East,United States,Connecticut,Meriden,,
Qtr 1,2014,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 2,2014,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 3,2014,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 4,2014,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 1,2015,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 2,2015,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 3,2015,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 4,2015,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 1,2016,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 2,2016,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 3,2016,Office Supplies,Paper,East,United States,Connecticut,Middletown,22.153599999999997,48.16
Qtr 4,2016,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 1,2017,Office Supplies,Paper,East,United States,Connecticut,Middletown,31.382999999999996,69.74
Qtr 2,2017,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 3,2017,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 4,2017,Office Supplies,Paper,East,United States,Connecticut,Middletown,,
Qtr 1,2014,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 2,2014,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 3,2014,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 4,2014,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 1,2015,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 2,2015,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 3,2015,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 4,2015,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 1,2016,Office Supplies,Paper,East,United States,Connecticut,Milford,,
Qtr 2,2016,Office Supplies,Paper,East,United States,Connecticut,Milford,24.883200000000002,51.84
