Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit)
24,July,Qtr 3,2016,Office Supplies,Paper,
25,July,Qtr 3,2016,Office Supplies,Paper,41.7864
28,July,Qtr 3,2016,Office Supplies,Paper,53.8608
29,July,Qtr 3,2016,Office Supplies,Paper,
30,July,Qtr 3,2016,Office Supplies,Paper,
31,July,Qtr 3,2016,Office Supplies,Paper,
1,August,Qtr 3,2016,Office Supplies,Paper,6.631199999999999
2,August,Qtr 3,2016,Office Supplies,Paper,
3,August,Qtr 3,2016,Office Supplies,Paper,
4,August,Qtr 3,2016,Office Supplies,Paper,
5,August,Qtr 3,2016,Office Supplies,Paper,
6,August,Qtr 3,2016,Office Supplies,Paper,33.313599999999994
7,August,Qtr 3,2016,Office Supplies,Paper,
8,August,Qtr 3,2016,Office Supplies,Paper,22.286399999999997
9,August,Qtr 3,2016,Office Supplies,Paper,9.629999999999995
11,August,Qtr 3,2016,Office Supplies,Paper,15.552000000000001
12,August,Qtr 3,2016,Office Supplies,Paper,3.1104000000000003
13,August,Qtr 3,2016,Office Supplies,Paper,3.209999999999998
14,August,Qtr 3,2016,Office Supplies,Paper,13.0578
15,August,Qtr 3,2016,Office Supplies,Paper,18.009600000000002
16,August,Qtr 3,2016,Office Supplies,Paper,15.552000000000001
17,August,Qtr 3,2016,Office Supplies,Paper,
18,August,Qtr 3,2016,Office Supplies,Paper,30.391999999999996
19,August,Qtr 3,2016,Office Supplies,Paper,
20,August,Qtr 3,2016,Office Supplies,Paper,
21,August,Qtr 3,2016,Office Supplies,Paper,27.6048
22,August,Qtr 3,2016,Office Supplies,Paper,9.3312
23,August,Qtr 3,2016,Office Supplies,Paper,16.9932
26,August,Qtr 3,2016,Office Supplies,Paper,89.7202
27,August,Qtr 3,2016,Office Supplies,Paper,127.7431
28,August,Qtr 3,2016,Office Supplies,Paper,5.6115
29,August,Qtr 3,2016,Office Supplies,Paper,22.618399999999994
30,August,Qtr 3,2016,Office Supplies,Paper,
31,August,Qtr 3,2016,Office Supplies,Paper,
1,September,Qtr 3,2016,Office Supplies,Paper,44.535599999999995
2,September,Qtr 3,2016,Office Supplies,Paper,
3,September,Qtr 3,2016,Office Supplies,Paper,33.376599999999996
4,September,Qtr 3,2016,Office Supplies,Paper,119.07479999999998
5,September,Qtr 3,2016,Office Supplies,Paper,199.77359999999996
6,September,Qtr 3,2016,Office Supplies,Paper,15.195999999999998
8,September,Qtr 3,2016,Office Supplies,Paper,53.063399999999994
9,September,Qtr 3,2016,Office Supplies,Paper,
10,September,Qtr 3,2016,Office Supplies,Paper,43.2476
11,September,Qtr 3,2016,Office Supplies,Paper,16.464299999999998
12,September,Qtr 3,2016,Office Supplies,Paper,31.519199999999998
13,September,Qtr 3,2016,Office Supplies,Paper,17.0964
14,September,Qtr 3,2016,Office Supplies,Paper,12.441600000000001
15,September,Qtr 3,2016,Office Supplies,Paper,11.9284
16,September,Qtr 3,2016,Office Supplies,Paper,6.3504000000000005
17,September,Qtr 3,2016,Office Supplies,Paper,3.1104000000000003
18,September,Qtr 3,2016,Office Supplies,Paper,186.7827
19,September,Qtr 3,2016,Office Supplies,Paper,81.21279999999999
20,September,Qtr 3,2016,Office Supplies,Paper,68.2482
22,September,Qtr 3,2016,Office Supplies,Paper,32.8592
23,September,Qtr 3,2016,Office Supplies,Paper,4.0338
24,September,Qtr 3,2016,Office Supplies,Paper,23.9604
25,September,Qtr 3,2016,Office Supplies,Paper,27.641
26,September,Qtr 3,2016,Office Supplies,Paper,38.8223
27,September,Qtr 3,2016,Office Supplies,Paper,8.790600000000001
28,September,Qtr 3,2016,Office Supplies,Paper,30.979999999999993
29,September,Qtr 3,2016,Office Supplies,Paper,9.105599999999999
30,September,Qtr 3,2016,Office Supplies,Paper,
1,October,Qtr 4,2016,Office Supplies,Paper,9.568799999999996
2,October,Qtr 4,2016,Office Supplies,Paper,
3,October,Qtr 4,2016,Office Supplies,Paper,49.82739999999999
4,October,Qtr 4,2016,Office Supplies,Paper,
6,October,Qtr 4,2016,Office Supplies,Paper,
7,October,Qtr 4,2016,Office Supplies,Paper,5.0688
8,October,Qtr 4,2016,Office Supplies,Paper,27.881999999999998
9,October,Qtr 4,2016,Office Supplies,Paper,5.979999999999999
10,October,Qtr 4,2016,Office Supplies,Paper,
11,October,Qtr 4,2016,Office Supplies,Paper,
13,October,Qtr 4,2016,Office Supplies,Paper,47.49159999999999
14,October,Qtr 4,2016,Office Supplies,Paper,103.2636
15,October,Qtr 4,2016,Office Supplies,Paper,89.0272
16,October,Qtr 4,2016,Office Supplies,Paper,
17,October,Qtr 4,2016,Office Supplies,Paper,
18,October,Qtr 4,2016,Office Supplies,Paper,
20,October,Qtr 4,2016,Office Supplies,Paper,15.942499999999992
21,October,Qtr 4,2016,Office Supplies,Paper,28.812
22,October,Qtr 4,2016,Office Supplies,Paper,3.2064
23,October,Qtr 4,2016,Office Supplies,Paper,196.1332
24,October,Qtr 4,2016,Office Supplies,Paper,5.4432
25,October,Qtr 4,2016,Office Supplies,Paper,
27,October,Qtr 4,2016,Office Supplies,Paper,
28,October,Qtr 4,2016,Office Supplies,Paper,68.3488
29,October,Qtr 4,2016,Office Supplies,Paper,
30,October,Qtr 4,2016,Office Supplies,Paper,
31,October,Qtr 4,2016,Office Supplies,Paper,11.222399999999999
1,November,Qtr 4,2016,Office Supplies,Paper,
3,November,Qtr 4,2016,Office Supplies,Paper,220.64479999999998
4,November,Qtr 4,2016,Office Supplies,Paper,40.7572
5,November,Qtr 4,2016,Office Supplies,Paper,
6,November,Qtr 4,2016,Office Supplies,Paper,43.708
7,November,Qtr 4,2016,Office Supplies,Paper,12.5418
8,November,Qtr 4,2016,Office Supplies,Paper,
9,November,Qtr 4,2016,Office Supplies,Paper,
10,November,Qtr 4,2016,Office Supplies,Paper,129.4505
11,November,Qtr 4,2016,Office Supplies,Paper,
12,November,Qtr 4,2016,Office Supplies,Paper,8.991
13,November,Qtr 4,2016,Office Supplies,Paper,78.6828
14,November,Qtr 4,2016,Office Supplies,Paper,9.943
15,November,Qtr 4,2016,Office Supplies,Paper,
16,November,Qtr 4,2016,Office Supplies,Paper,
17,November,Qtr 4,2016,Office Supplies,Paper,5.521599999999999
18,November,Qtr 4,2016,Office Supplies,Paper,6.631199999999999
19,November,Qtr 4,2016,Office Supplies,Paper,24.213799999999992
20,November,Qtr 4,2016,Office Supplies,Paper,160.1712
21,November,Qtr 4,2016,Office Supplies,Paper,55.179
22,November,Qtr 4,2016,Office Supplies,Paper,
23,November,Qtr 4,2016,Office Supplies,Paper,
24,November,Qtr 4,2016,Office Supplies,Paper,43.17639999999999
25,November,Qtr 4,2016,Office Supplies,Paper,1.6509999999999998
26,November,Qtr 4,2016,Office Supplies,Paper,41.193
27,November,Qtr 4,2016,Office Supplies,Paper,112.8671
28,November,Qtr 4,2016,Office Supplies,Paper,
29,November,Qtr 4,2016,Office Supplies,Paper,
30,November,Qtr 4,2016,Office Supplies,Paper,23.0096
1,December,Qtr 4,2016,Office Supplies,Paper,34.7128
2,December,Qtr 4,2016,Office Supplies,Paper,68.8274
3,December,Qtr 4,2016,Office Supplies,Paper,84.0512
4,December,Qtr 4,2016,Office Supplies,Paper,70.2024
5,December,Qtr 4,2016,Office Supplies,Paper,2.3406000000000002
6,December,Qtr 4,2016,Office Supplies,Paper,221.50059999999996
8,December,Qtr 4,2016,Office Supplies,Paper,25.212600000000002
9,December,Qtr 4,2016,Office Supplies,Paper,3.2872
10,December,Qtr 4,2016,Office Supplies,Paper,134.0424
11,December,Qtr 4,2016,Office Supplies,Paper,13.940999999999999
12,December,Qtr 4,2016,Office Supplies,Paper,23.086399999999998
13,December,Qtr 4,2016,Office Supplies,Paper,
14,December,Qtr 4,2016,Office Supplies,Paper,6.725199999999999
15,December,Qtr 4,2016,Office Supplies,Paper,9.3312
16,December,Qtr 4,2016,Office Supplies,Paper,
17,December,Qtr 4,2016,Office Supplies,Paper,18.144
18,December,Qtr 4,2016,Office Supplies,Paper,22.448
19,December,Qtr 4,2016,Office Supplies,Paper,
20,December,Qtr 4,2016,Office Supplies,Paper,15.594
22,December,Qtr 4,2016,Office Supplies,Paper,
23,December,Qtr 4,2016,Office Supplies,Paper,43.892399999999995
24,December,Qtr 4,2016,Office Supplies,Paper,16.032
25,December,Qtr 4,2016,Office Supplies,Paper,71.7432
26,December,Qtr 4,2016,Office Supplies,Paper,15.594
27,December,Qtr 4,2016,Office Supplies,Paper,11.0288
29,December,Qtr 4,2016,Office Supplies,Paper,89.40559999999999
30,December,Qtr 4,2016,Office Supplies,Paper,25.2784
31,December,Qtr 4,2016,Office Supplies,Paper,8.218
3,January,Qtr 1,2014,Office Supplies,Storage,
4,January,Qtr 1,2014,Office Supplies,Storage,-64.77480000000001
5,January,Qtr 1,2014,Office Supplies,Storage,
6,January,Qtr 1,2014,Office Supplies,Storage,
7,January,Qtr 1,2014,Office Supplies,Storage,
9,January,Qtr 1,2014,Office Supplies,Storage,
10,January,Qtr 1,2014,Office Supplies,Storage,
11,January,Qtr 1,2014,Office Supplies,Storage,
13,January,Qtr 1,2014,Office Supplies,Storage,273.00779999999986
14,January,Qtr 1,2014,Office Supplies,Storage,
15,January,Qtr 1,2014,Office Supplies,Storage,
16,January,Qtr 1,2014,Office Supplies,Storage,
18,January,Qtr 1,2014,Office Supplies,Storage,
19,January,Qtr 1,2014,Office Supplies,Storage,
20,January,Qtr 1,2014,Office Supplies,Storage,20.0334
21,January,Qtr 1,2014,Office Supplies,Storage,
23,January,Qtr 1,2014,Office Supplies,Storage,
26,January,Qtr 1,2014,Office Supplies,Storage,0
27,January,Qtr 1,2014,Office Supplies,Storage,14.307499999999997
28,January,Qtr 1,2014,Office Supplies,Storage,
30,January,Qtr 1,2014,Office Supplies,Storage,6.898200000000003
31,January,Qtr 1,2014,Office Supplies,Storage,
1,February,Qtr 1,2014,Office Supplies,Storage,
2,February,Qtr 1,2014,Office Supplies,Storage,
3,February,Qtr 1,2014,Office Supplies,Storage,
4,February,Qtr 1,2014,Office Supplies,Storage,
6,February,Qtr 1,2014,Office Supplies,Storage,
7,February,Qtr 1,2014,Office Supplies,Storage,9.744
8,February,Qtr 1,2014,Office Supplies,Storage,
11,February,Qtr 1,2014,Office Supplies,Storage,2.598399999999998
12,February,Qtr 1,2014,Office Supplies,Storage,
14,February,Qtr 1,2014,Office Supplies,Storage,
15,February,Qtr 1,2014,Office Supplies,Storage,
16,February,Qtr 1,2014,Office Supplies,Storage,
17,February,Qtr 1,2014,Office Supplies,Storage,
18,February,Qtr 1,2014,Office Supplies,Storage,-2.524800000000002
20,February,Qtr 1,2014,Office Supplies,Storage,
21,February,Qtr 1,2014,Office Supplies,Storage,
22,February,Qtr 1,2014,Office Supplies,Storage,
23,February,Qtr 1,2014,Office Supplies,Storage,
24,February,Qtr 1,2014,Office Supplies,Storage,
27,February,Qtr 1,2014,Office Supplies,Storage,
1,March,Qtr 1,2014,Office Supplies,Storage,-14.087100000000014
2,March,Qtr 1,2014,Office Supplies,Storage,
3,March,Qtr 1,2014,Office Supplies,Storage,-10.051200000000003
4,March,Qtr 1,2014,Office Supplies,Storage,17.744999999999962
5,March,Qtr 1,2014,Office Supplies,Storage,
7,March,Qtr 1,2014,Office Supplies,Storage,4.858800000000016
10,March,Qtr 1,2014,Office Supplies,Storage,-15.910200000000088
11,March,Qtr 1,2014,Office Supplies,Storage,
14,March,Qtr 1,2014,Office Supplies,Storage,9.006399999999998
15,March,Qtr 1,2014,Office Supplies,Storage,17.84699999999998
16,March,Qtr 1,2014,Office Supplies,Storage,
17,March,Qtr 1,2014,Office Supplies,Storage,
18,March,Qtr 1,2014,Office Supplies,Storage,334.11419999999987
19,March,Qtr 1,2014,Office Supplies,Storage,1.961999999999998
21,March,Qtr 1,2014,Office Supplies,Storage,-3.864600000000002
22,March,Qtr 1,2014,Office Supplies,Storage,
23,March,Qtr 1,2014,Office Supplies,Storage,85.904
24,March,Qtr 1,2014,Office Supplies,Storage,
25,March,Qtr 1,2014,Office Supplies,Storage,
26,March,Qtr 1,2014,Office Supplies,Storage,
28,March,Qtr 1,2014,Office Supplies,Storage,
29,March,Qtr 1,2014,Office Supplies,Storage,
30,March,Qtr 1,2014,Office Supplies,Storage,6.464999999999989
31,March,Qtr 1,2014,Office Supplies,Storage,
1,April,Qtr 2,2014,Office Supplies,Storage,2.6783999999999963
2,April,Qtr 2,2014,Office Supplies,Storage,
3,April,Qtr 2,2014,Office Supplies,Storage,
4,April,Qtr 2,2014,Office Supplies,Storage,9.301999999999992
5,April,Qtr 2,2014,Office Supplies,Storage,28.324200000000012
6,April,Qtr 2,2014,Office Supplies,Storage,
7,April,Qtr 2,2014,Office Supplies,Storage,
8,April,Qtr 2,2014,Office Supplies,Storage,
11,April,Qtr 2,2014,Office Supplies,Storage,24.3824
12,April,Qtr 2,2014,Office Supplies,Storage,
13,April,Qtr 2,2014,Office Supplies,Storage,
15,April,Qtr 2,2014,Office Supplies,Storage,
16,April,Qtr 2,2014,Office Supplies,Storage,
18,April,Qtr 2,2014,Office Supplies,Storage,
19,April,Qtr 2,2014,Office Supplies,Storage,
20,April,Qtr 2,2014,Office Supplies,Storage,5.604999999999995
21,April,Qtr 2,2014,Office Supplies,Storage,0
22,April,Qtr 2,2014,Office Supplies,Storage,
23,April,Qtr 2,2014,Office Supplies,Storage,
25,April,Qtr 2,2014,Office Supplies,Storage,
26,April,Qtr 2,2014,Office Supplies,Storage,
28,April,Qtr 2,2014,Office Supplies,Storage,93.67760000000001
29,April,Qtr 2,2014,Office Supplies,Storage,-1.249000000000013
30,April,Qtr 2,2014,Office Supplies,Storage,214.76
2,May,Qtr 2,2014,Office Supplies,Storage,
3,May,Qtr 2,2014,Office Supplies,Storage,
4,May,Qtr 2,2014,Office Supplies,Storage,
5,May,Qtr 2,2014,Office Supplies,Storage,3.959199999999999
6,May,Qtr 2,2014,Office Supplies,Storage,
7,May,Qtr 2,2014,Office Supplies,Storage,
8,May,Qtr 2,2014,Office Supplies,Storage,
9,May,Qtr 2,2014,Office Supplies,Storage,14.984999999999992
10,May,Qtr 2,2014,Office Supplies,Storage,
11,May,Qtr 2,2014,Office Supplies,Storage,
12,May,Qtr 2,2014,Office Supplies,Storage,
13,May,Qtr 2,2014,Office Supplies,Storage,9.989999999999995
14,May,Qtr 2,2014,Office Supplies,Storage,
16,May,Qtr 2,2014,Office Supplies,Storage,
17,May,Qtr 2,2014,Office Supplies,Storage,
18,May,Qtr 2,2014,Office Supplies,Storage,
19,May,Qtr 2,2014,Office Supplies,Storage,
20,May,Qtr 2,2014,Office Supplies,Storage,-13.392000000000003
21,May,Qtr 2,2014,Office Supplies,Storage,
22,May,Qtr 2,2014,Office Supplies,Storage,
23,May,Qtr 2,2014,Office Supplies,Storage,
24,May,Qtr 2,2014,Office Supplies,Storage,
25,May,Qtr 2,2014,Office Supplies,Storage,
26,May,Qtr 2,2014,Office Supplies,Storage,7.696800000000003
27,May,Qtr 2,2014,Office Supplies,Storage,7.186399999999992
28,May,Qtr 2,2014,Office Supplies,Storage,
30,May,Qtr 2,2014,Office Supplies,Storage,
31,May,Qtr 2,2014,Office Supplies,Storage,
1,June,Qtr 2,2014,Office Supplies,Storage,41.68000000000001
2,June,Qtr 2,2014,Office Supplies,Storage,107.08199999999997
3,June,Qtr 2,2014,Office Supplies,Storage,9.952199999999998
4,June,Qtr 2,2014,Office Supplies,Storage,
6,June,Qtr 2,2014,Office Supplies,Storage,
7,June,Qtr 2,2014,Office Supplies,Storage,
8,June,Qtr 2,2014,Office Supplies,Storage,83.84399999999994
9,June,Qtr 2,2014,Office Supplies,Storage,
10,June,Qtr 2,2014,Office Supplies,Storage,
13,June,Qtr 2,2014,Office Supplies,Storage,
14,June,Qtr 2,2014,Office Supplies,Storage,
15,June,Qtr 2,2014,Office Supplies,Storage,
16,June,Qtr 2,2014,Office Supplies,Storage,
17,June,Qtr 2,2014,Office Supplies,Storage,
18,June,Qtr 2,2014,Office Supplies,Storage,
20,June,Qtr 2,2014,Office Supplies,Storage,-127.37200000000001
21,June,Qtr 2,2014,Office Supplies,Storage,10.315199999999999
22,June,Qtr 2,2014,Office Supplies,Storage,9.716399999999993
23,June,Qtr 2,2014,Office Supplies,Storage,
24,June,Qtr 2,2014,Office Supplies,Storage,
25,June,Qtr 2,2014,Office Supplies,Storage,
27,June,Qtr 2,2014,Office Supplies,Storage,0
28,June,Qtr 2,2014,Office Supplies,Storage,
29,June,Qtr 2,2014,Office Supplies,Storage,
30,June,Qtr 2,2014,Office Supplies,Storage,
1,July,Qtr 3,2014,Office Supplies,Storage,
2,July,Qtr 3,2014,Office Supplies,Storage,
4,July,Qtr 3,2014,Office Supplies,Storage,
5,July,Qtr 3,2014,Office Supplies,Storage,-79.33320000000003
6,July,Qtr 3,2014,Office Supplies,Storage,
7,July,Qtr 3,2014,Office Supplies,Storage,
8,July,Qtr 3,2014,Office Supplies,Storage,
9,July,Qtr 3,2014,Office Supplies,Storage,4.066399999999998
11,July,Qtr 3,2014,Office Supplies,Storage,
12,July,Qtr 3,2014,Office Supplies,Storage,44.95499999999998
13,July,Qtr 3,2014,Office Supplies,Storage,
14,July,Qtr 3,2014,Office Supplies,Storage,6.291
15,July,Qtr 3,2014,Office Supplies,Storage,
18,July,Qtr 3,2014,Office Supplies,Storage,
19,July,Qtr 3,2014,Office Supplies,Storage,
20,July,Qtr 3,2014,Office Supplies,Storage,193.9983999999999
21,July,Qtr 3,2014,Office Supplies,Storage,
22,July,Qtr 3,2014,Office Supplies,Storage,69.91659999999999
23,July,Qtr 3,2014,Office Supplies,Storage,
25,July,Qtr 3,2014,Office Supplies,Storage,15.041600000000003
26,July,Qtr 3,2014,Office Supplies,Storage,-29.343599999999995
27,July,Qtr 3,2014,Office Supplies,Storage,0
28,July,Qtr 3,2014,Office Supplies,Storage,
30,July,Qtr 3,2014,Office Supplies,Storage,
1,August,Qtr 3,2014,Office Supplies,Storage,
2,August,Qtr 3,2014,Office Supplies,Storage,226.36260000000004
3,August,Qtr 3,2014,Office Supplies,Storage,5.767200000000001
4,August,Qtr 3,2014,Office Supplies,Storage,7.944999999999993
5,August,Qtr 3,2014,Office Supplies,Storage,0.631199999999998
6,August,Qtr 3,2014,Office Supplies,Storage,
8,August,Qtr 3,2014,Office Supplies,Storage,110.05279999999999
9,August,Qtr 3,2014,Office Supplies,Storage,
11,August,Qtr 3,2014,Office Supplies,Storage,18.766999999999996
12,August,Qtr 3,2014,Office Supplies,Storage,
15,August,Qtr 3,2014,Office Supplies,Storage,
16,August,Qtr 3,2014,Office Supplies,Storage,
17,August,Qtr 3,2014,Office Supplies,Storage,
19,August,Qtr 3,2014,Office Supplies,Storage,10.347300000000004
20,August,Qtr 3,2014,Office Supplies,Storage,
22,August,Qtr 3,2014,Office Supplies,Storage,
23,August,Qtr 3,2014,Office Supplies,Storage,
24,August,Qtr 3,2014,Office Supplies,Storage,
25,August,Qtr 3,2014,Office Supplies,Storage,13.186800000000005
26,August,Qtr 3,2014,Office Supplies,Storage,
27,August,Qtr 3,2014,Office Supplies,Storage,
29,August,Qtr 3,2014,Office Supplies,Storage,
30,August,Qtr 3,2014,Office Supplies,Storage,9.594000000000001
31,August,Qtr 3,2014,Office Supplies,Storage,
1,September,Qtr 3,2014,Office Supplies,Storage,
2,September,Qtr 3,2014,Office Supplies,Storage,
3,September,Qtr 3,2014,Office Supplies,Storage,
5,September,Qtr 3,2014,Office Supplies,Storage,19.823999999999998
6,September,Qtr 3,2014,Office Supplies,Storage,
7,September,Qtr 3,2014,Office Supplies,Storage,-8.816999999999998
8,September,Qtr 3,2014,Office Supplies,Storage,-35.007900000000014
9,September,Qtr 3,2014,Office Supplies,Storage,238.6529999999999
10,September,Qtr 3,2014,Office Supplies,Storage,
11,September,Qtr 3,2014,Office Supplies,Storage,
12,September,Qtr 3,2014,Office Supplies,Storage,
13,September,Qtr 3,2014,Office Supplies,Storage,5.955000000000005
14,September,Qtr 3,2014,Office Supplies,Storage,8.98299999999999
15,September,Qtr 3,2014,Office Supplies,Storage,
16,September,Qtr 3,2014,Office Supplies,Storage,
17,September,Qtr 3,2014,Office Supplies,Storage,17.4316
19,September,Qtr 3,2014,Office Supplies,Storage,32.556599999999996
20,September,Qtr 3,2014,Office Supplies,Storage,
21,September,Qtr 3,2014,Office Supplies,Storage,
22,September,Qtr 3,2014,Office Supplies,Storage,-40.114700000000006
23,September,Qtr 3,2014,Office Supplies,Storage,16.195999999999984
24,September,Qtr 3,2014,Office Supplies,Storage,8.478399999999993
25,September,Qtr 3,2014,Office Supplies,Storage,
26,September,Qtr 3,2014,Office Supplies,Storage,80.6312
27,September,Qtr 3,2014,Office Supplies,Storage,
28,September,Qtr 3,2014,Office Supplies,Storage,12.490200000000003
29,September,Qtr 3,2014,Office Supplies,Storage,195.29550000000006
30,September,Qtr 3,2014,Office Supplies,Storage,
1,October,Qtr 4,2014,Office Supplies,Storage,
2,October,Qtr 4,2014,Office Supplies,Storage,
3,October,Qtr 4,2014,Office Supplies,Storage,4.6175999999999995
4,October,Qtr 4,2014,Office Supplies,Storage,
5,October,Qtr 4,2014,Office Supplies,Storage,
6,October,Qtr 4,2014,Office Supplies,Storage,40.450599999999994
7,October,Qtr 4,2014,Office Supplies,Storage,10.744000000000007
8,October,Qtr 4,2014,Office Supplies,Storage,
9,October,Qtr 4,2014,Office Supplies,Storage,
10,October,Qtr 4,2014,Office Supplies,Storage,
11,October,Qtr 4,2014,Office Supplies,Storage,18.870599999999982
12,October,Qtr 4,2014,Office Supplies,Storage,6.203099999999999
13,October,Qtr 4,2014,Office Supplies,Storage,6.3040000000000305
14,October,Qtr 4,2014,Office Supplies,Storage,38.44
15,October,Qtr 4,2014,Office Supplies,Storage,
16,October,Qtr 4,2014,Office Supplies,Storage,
17,October,Qtr 4,2014,Office Supplies,Storage,
18,October,Qtr 4,2014,Office Supplies,Storage,-24.007200000000047
19,October,Qtr 4,2014,Office Supplies,Storage,
20,October,Qtr 4,2014,Office Supplies,Storage,15.472899999999946
21,October,Qtr 4,2014,Office Supplies,Storage,9.734999999999978
22,October,Qtr 4,2014,Office Supplies,Storage,
