Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2017,Office Supplies,Binders,Springfield,United States,Corporate,-7.479999999999997,11.220000000000002
2014,Office Supplies,Binders,Springfield,United States,Home Office,12.549,26.7
2015,Office Supplies,Binders,Springfield,United States,Home Office,,
2016,Office Supplies,Binders,Springfield,United States,Home Office,-46.592,69.888
2017,Office Supplies,Binders,Springfield,United States,Home Office,24.935999999999996,51.949999999999996
2014,Office Supplies,Binders,Sterling Heights,United States,Home Office,,
2015,Office Supplies,Binders,Sterling Heights,United States,Home Office,8.93,19
2016,Office Supplies,Binders,Sterling Heights,United States,Home Office,,
2017,Office Supplies,Binders,Sterling Heights,United States,Home Office,,
2014,Office Supplies,Binders,Stockton,United States,Consumer,,
2015,Office Supplies,Binders,Stockton,United States,Consumer,,
2016,Office Supplies,Binders,Stockton,United States,Consumer,18.683999999999997,55.36000000000001
2017,Office Supplies,Binders,Stockton,United States,Consumer,,
2014,Office Supplies,Binders,Stockton,United States,Corporate,,
2015,Office Supplies,Binders,Stockton,United States,Corporate,,
2016,Office Supplies,Binders,Stockton,United States,Corporate,99.29599999999998,273.92
2017,Office Supplies,Binders,Stockton,United States,Corporate,,
2014,Office Supplies,Binders,Summerville,United States,Corporate,,
2015,Office Supplies,Binders,Summerville,United States,Corporate,,
2016,Office Supplies,Binders,Summerville,United States,Corporate,,
2017,Office Supplies,Binders,Summerville,United States,Corporate,157.36319999999998,327.84
2014,Office Supplies,Binders,Sunnyvale,United States,Corporate,,
2015,Office Supplies,Binders,Sunnyvale,United States,Corporate,,
2016,Office Supplies,Binders,Sunnyvale,United States,Corporate,,
2017,Office Supplies,Binders,Sunnyvale,United States,Corporate,2.2439999999999998,5.984000000000001
2014,Office Supplies,Binders,Tallahassee,United States,Consumer,,
2015,Office Supplies,Binders,Tallahassee,United States,Consumer,-6.032399999999999,8.226
2016,Office Supplies,Binders,Tallahassee,United States,Consumer,,
2017,Office Supplies,Binders,Tallahassee,United States,Consumer,,
2014,Office Supplies,Binders,Tallahassee,United States,Corporate,,
2015,Office Supplies,Binders,Tallahassee,United States,Corporate,,
2016,Office Supplies,Binders,Tallahassee,United States,Corporate,,
2017,Office Supplies,Binders,Tallahassee,United States,Corporate,-3.9248999999999974,5.607000000000001
2014,Office Supplies,Binders,Tamarac,United States,Corporate,,
2015,Office Supplies,Binders,Tamarac,United States,Corporate,,
2016,Office Supplies,Binders,Tamarac,United States,Corporate,-169.3719999999999,254.05800000000002
2017,Office Supplies,Binders,Tamarac,United States,Corporate,,
2014,Office Supplies,Binders,Tamarac,United States,Home Office,,
2015,Office Supplies,Binders,Tamarac,United States,Home Office,-2.5256,3.444000000000001
2016,Office Supplies,Binders,Tamarac,United States,Home Office,,
2017,Office Supplies,Binders,Tamarac,United States,Home Office,,
2014,Office Supplies,Binders,Tampa,United States,Consumer,-47.321,63.05100000000001
2015,Office Supplies,Binders,Tampa,United States,Consumer,,
2016,Office Supplies,Binders,Tampa,United States,Consumer,-26.732999999999997,38.19000000000001
2017,Office Supplies,Binders,Tampa,United States,Consumer,,
2014,Office Supplies,Binders,Tampa,United States,Home Office,,
2015,Office Supplies,Binders,Tampa,United States,Home Office,,
2016,Office Supplies,Binders,Tampa,United States,Home Office,-29.484800000000007,38.62200000000001
2017,Office Supplies,Binders,Tampa,United States,Home Office,-37.035999999999994,50.988000000000014
2014,Office Supplies,Binders,Temecula,United States,Consumer,,
2015,Office Supplies,Binders,Temecula,United States,Consumer,9.854999999999997,29.2
2016,Office Supplies,Binders,Temecula,United States,Consumer,,
2017,Office Supplies,Binders,Temecula,United States,Consumer,,
2014,Office Supplies,Binders,Tempe,United States,Consumer,,
2015,Office Supplies,Binders,Tempe,United States,Consumer,-2.243999999999999,3.366000000000001
2016,Office Supplies,Binders,Tempe,United States,Consumer,,
2017,Office Supplies,Binders,Tempe,United States,Consumer,,
2014,Office Supplies,Binders,Thomasville,United States,Consumer,,
2015,Office Supplies,Binders,Thomasville,United States,Consumer,,
2016,Office Supplies,Binders,Thomasville,United States,Consumer,-2.4563999999999995,3.204
2017,Office Supplies,Binders,Thomasville,United States,Consumer,,
2014,Office Supplies,Binders,Tigard,United States,Corporate,,
2015,Office Supplies,Binders,Tigard,United States,Corporate,,
2016,Office Supplies,Binders,Tigard,United States,Corporate,-3.5153999999999996,5.022
2017,Office Supplies,Binders,Tigard,United States,Corporate,,
2014,Office Supplies,Binders,Toledo,United States,Consumer,,
2015,Office Supplies,Binders,Toledo,United States,Consumer,,
2016,Office Supplies,Binders,Toledo,United States,Consumer,,
2017,Office Supplies,Binders,Toledo,United States,Consumer,-10.0918,12.759000000000002
2014,Office Supplies,Binders,Toledo,United States,Corporate,,
2015,Office Supplies,Binders,Toledo,United States,Corporate,-163.069,222.39000000000001
2016,Office Supplies,Binders,Toledo,United States,Corporate,,
2017,Office Supplies,Binders,Toledo,United States,Corporate,,
2014,Office Supplies,Binders,Toledo,United States,Home Office,,
2015,Office Supplies,Binders,Toledo,United States,Home Office,,
2016,Office Supplies,Binders,Toledo,United States,Home Office,-17.942399999999992,22.428000000000004
2017,Office Supplies,Binders,Toledo,United States,Home Office,,
2014,Office Supplies,Binders,Torrance,United States,Corporate,,
2015,Office Supplies,Binders,Torrance,United States,Corporate,,
2016,Office Supplies,Binders,Torrance,United States,Corporate,2.2098,6.096
2017,Office Supplies,Binders,Torrance,United States,Corporate,,
2014,Office Supplies,Binders,Trenton,United States,Consumer,,
2015,Office Supplies,Binders,Trenton,United States,Consumer,,
2016,Office Supplies,Binders,Trenton,United States,Consumer,,
2017,Office Supplies,Binders,Trenton,United States,Consumer,28.1142,60.93000000000001
2014,Office Supplies,Binders,Trenton,United States,Corporate,,
2015,Office Supplies,Binders,Trenton,United States,Corporate,,
2016,Office Supplies,Binders,Trenton,United States,Corporate,,
2017,Office Supplies,Binders,Trenton,United States,Corporate,19.8144,41.28
2014,Office Supplies,Binders,Troy,United States,Consumer,,
2015,Office Supplies,Binders,Troy,United States,Consumer,-7.576799999999999,10.332000000000003
2016,Office Supplies,Binders,Troy,United States,Consumer,16.362,48.480000000000004
2017,Office Supplies,Binders,Troy,United States,Consumer,,
2014,Office Supplies,Binders,Troy,United States,Corporate,3.3452999999999995,9.912
2015,Office Supplies,Binders,Troy,United States,Corporate,,
2016,Office Supplies,Binders,Troy,United States,Corporate,,
2017,Office Supplies,Binders,Troy,United States,Corporate,,
2014,Office Supplies,Binders,Troy,United States,Home Office,,
2015,Office Supplies,Binders,Troy,United States,Home Office,-10.382399999999997,14.832000000000003
2016,Office Supplies,Binders,Troy,United States,Home Office,-100.91999999999999,121.10400000000003
2017,Office Supplies,Binders,Troy,United States,Home Office,-4.762500000000001,5.715000000000002
2014,Office Supplies,Binders,Tucson,United States,Consumer,-5.712,8.160000000000002
2015,Office Supplies,Binders,Tucson,United States,Consumer,,
2016,Office Supplies,Binders,Tucson,United States,Consumer,,
2017,Office Supplies,Binders,Tucson,United States,Consumer,,
2014,Office Supplies,Binders,Tucson,United States,Corporate,,
2015,Office Supplies,Binders,Tucson,United States,Corporate,,
2016,Office Supplies,Binders,Tucson,United States,Corporate,-11.827199999999998,15.654000000000002
2017,Office Supplies,Binders,Tucson,United States,Corporate,-25.592,38.388000000000005
2014,Office Supplies,Binders,Tucson,United States,Home Office,,
2015,Office Supplies,Binders,Tucson,United States,Home Office,,
2016,Office Supplies,Binders,Tucson,United States,Home Office,,
2017,Office Supplies,Binders,Tucson,United States,Home Office,-3.6212,4.938000000000001
2014,Office Supplies,Binders,Tulsa,United States,Consumer,20.1207,42.81
2015,Office Supplies,Binders,Tulsa,United States,Consumer,,
2016,Office Supplies,Binders,Tulsa,United States,Consumer,14.424999999999999,28.849999999999998
2017,Office Supplies,Binders,Tulsa,United States,Consumer,5.183999999999999,10.8
2014,Office Supplies,Binders,Tulsa,United States,Home Office,15.3888,32.06
2015,Office Supplies,Binders,Tulsa,United States,Home Office,,
2016,Office Supplies,Binders,Tulsa,United States,Home Office,54.9332,119.42
2017,Office Supplies,Binders,Tulsa,United States,Home Office,,
2014,Office Supplies,Binders,Tuscaloosa,United States,Home Office,,
2015,Office Supplies,Binders,Tuscaloosa,United States,Home Office,,
2016,Office Supplies,Binders,Tuscaloosa,United States,Home Office,,
2017,Office Supplies,Binders,Tuscaloosa,United States,Home Office,15.5204,33.74
2014,Office Supplies,Binders,Twin Falls,United States,Corporate,,
2015,Office Supplies,Binders,Twin Falls,United States,Corporate,,
2016,Office Supplies,Binders,Twin Falls,United States,Corporate,6.635199999999998,20.416
2017,Office Supplies,Binders,Twin Falls,United States,Corporate,,
2014,Office Supplies,Binders,Tyler,United States,Consumer,-79.33519999999999,51.18399999999998
2015,Office Supplies,Binders,Tyler,United States,Consumer,,
2016,Office Supplies,Binders,Tyler,United States,Consumer,,
2017,Office Supplies,Binders,Tyler,United States,Consumer,-320.23950000000013,182.99399999999997
2014,Office Supplies,Binders,Urbandale,United States,Consumer,,
2015,Office Supplies,Binders,Urbandale,United States,Consumer,,
2016,Office Supplies,Binders,Urbandale,United States,Consumer,13.3476,27.240000000000002
2017,Office Supplies,Binders,Urbandale,United States,Consumer,,
2014,Office Supplies,Binders,Utica,United States,Consumer,10.447799999999999,30
2015,Office Supplies,Binders,Utica,United States,Consumer,,
2016,Office Supplies,Binders,Utica,United States,Consumer,,
2017,Office Supplies,Binders,Utica,United States,Consumer,,
2014,Office Supplies,Binders,Vallejo,United States,Consumer,36.63919999999999,112.73600000000002
2015,Office Supplies,Binders,Vallejo,United States,Consumer,,
2016,Office Supplies,Binders,Vallejo,United States,Consumer,,
2017,Office Supplies,Binders,Vallejo,United States,Consumer,,
2014,Office Supplies,Binders,Vallejo,United States,Home Office,,
2015,Office Supplies,Binders,Vallejo,United States,Home Office,,
2016,Office Supplies,Binders,Vallejo,United States,Home Office,5.0128,15.424000000000001
2017,Office Supplies,Binders,Vallejo,United States,Home Office,,
2014,Office Supplies,Binders,Virginia Beach,United States,Corporate,1276.4871,2715.9300000000003
2015,Office Supplies,Binders,Virginia Beach,United States,Corporate,,
2016,Office Supplies,Binders,Virginia Beach,United States,Corporate,,
2017,Office Supplies,Binders,Virginia Beach,United States,Corporate,,
2014,Office Supplies,Binders,Virginia Beach,United States,Home Office,4.7236,9.64
2015,Office Supplies,Binders,Virginia Beach,United States,Home Office,,
2016,Office Supplies,Binders,Virginia Beach,United States,Home Office,,
2017,Office Supplies,Binders,Virginia Beach,United States,Home Office,,
2014,Office Supplies,Binders,Waco,United States,Consumer,,
2015,Office Supplies,Binders,Waco,United States,Consumer,,
2016,Office Supplies,Binders,Waco,United States,Consumer,,
2017,Office Supplies,Binders,Waco,United States,Consumer,-430.5084000000001,246.06399999999996
2014,Office Supplies,Binders,Waco,United States,Corporate,,
2015,Office Supplies,Binders,Waco,United States,Corporate,,
2016,Office Supplies,Binders,Waco,United States,Corporate,,
2017,Office Supplies,Binders,Waco,United States,Corporate,-0.9452,0.5559999999999998
2014,Office Supplies,Binders,Washington,United States,Consumer,,
2015,Office Supplies,Binders,Washington,United States,Consumer,,
2016,Office Supplies,Binders,Washington,United States,Consumer,4.4344,9.64
2017,Office Supplies,Binders,Washington,United States,Consumer,,
2014,Office Supplies,Binders,Waterbury,United States,Corporate,,
2015,Office Supplies,Binders,Waterbury,United States,Corporate,,
2016,Office Supplies,Binders,Waterbury,United States,Corporate,3.7412,7.96
2017,Office Supplies,Binders,Waterbury,United States,Corporate,,
2014,Office Supplies,Binders,Watertown,United States,Consumer,,
2015,Office Supplies,Binders,Watertown,United States,Consumer,,
2016,Office Supplies,Binders,Watertown,United States,Consumer,220.98699999999997,679.96
2017,Office Supplies,Binders,Watertown,United States,Consumer,,
2014,Office Supplies,Binders,Watertown,United States,Corporate,,
2015,Office Supplies,Binders,Watertown,United States,Corporate,,
2016,Office Supplies,Binders,Watertown,United States,Corporate,,
2017,Office Supplies,Binders,Watertown,United States,Corporate,302.37299999999993,895.92
2014,Office Supplies,Binders,Wausau,United States,Consumer,5.8233,12.39
2015,Office Supplies,Binders,Wausau,United States,Consumer,,
2016,Office Supplies,Binders,Wausau,United States,Consumer,,
2017,Office Supplies,Binders,Wausau,United States,Consumer,,
2014,Office Supplies,Binders,Waynesboro,United States,Consumer,,
2015,Office Supplies,Binders,Waynesboro,United States,Consumer,4.57,9.14
2016,Office Supplies,Binders,Waynesboro,United States,Consumer,,
2017,Office Supplies,Binders,Waynesboro,United States,Consumer,,
2014,Office Supplies,Binders,Waynesboro,United States,Home Office,,
2015,Office Supplies,Binders,Waynesboro,United States,Home Office,,
2016,Office Supplies,Binders,Waynesboro,United States,Home Office,20.7,46
2017,Office Supplies,Binders,Waynesboro,United States,Home Office,,
