Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Sales)
Furniture,2024,Qtr 4,December,6,43.296
Office Supplies,2024,Qtr 4,December,6,75.196
Technology,2024,Qtr 4,December,6,55.984
Furniture,2024,Qtr 4,December,7,391.367
Office Supplies,2024,Qtr 4,December,7,8.84
Technology,2024,Qtr 4,December,7,1652.36
Furniture,2024,Qtr 4,December,9,
Office Supplies,2024,Qtr 4,December,9,205.86
Technology,2024,Qtr 4,December,9,501.964
Furniture,2024,Qtr 4,December,10,1735.158
Office Supplies,2024,Qtr 4,December,10,166.26
Technology,2024,Qtr 4,December,10,489.34
Furniture,2024,Qtr 4,December,11,670.056
Office Supplies,2024,Qtr 4,December,11,357.144
Technology,2024,Qtr 4,December,11,100.792
Furniture,2024,Qtr 4,December,12,515.428
Office Supplies,2024,Qtr 4,December,12,611.118
Technology,2024,Qtr 4,December,12,322.308
Furniture,2024,Qtr 4,December,13,
Office Supplies,2024,Qtr 4,December,13,243.92
Technology,2024,Qtr 4,December,13,779.466
Furniture,2024,Qtr 4,December,14,324.188
Office Supplies,2024,Qtr 4,December,14,164.148
Technology,2024,Qtr 4,December,14,369.968
Furniture,2024,Qtr 4,December,15,262.864
Office Supplies,2024,Qtr 4,December,15,158.512
Technology,2024,Qtr 4,December,15,5073.42
Furniture,2024,Qtr 4,December,16,
Office Supplies,2024,Qtr 4,December,16,4.98
Technology,2024,Qtr 4,December,16,
Furniture,2024,Qtr 4,December,17,1245.642
Office Supplies,2024,Qtr 4,December,17,536.866
Technology,2024,Qtr 4,December,17,135.984
Furniture,2024,Qtr 4,December,18,20.32
Office Supplies,2024,Qtr 4,December,18,748.728
Technology,2024,Qtr 4,December,18,166.24
Furniture,2024,Qtr 4,December,19,1053.164
Office Supplies,2024,Qtr 4,December,19,691.908
Technology,2024,Qtr 4,December,19,4375.584
Furniture,2024,Qtr 4,December,20,373.426
Office Supplies,2024,Qtr 4,December,20,217.286
Technology,2024,Qtr 4,December,20,516.752
Furniture,2024,Qtr 4,December,21,1670.126
Office Supplies,2024,Qtr 4,December,21,151.208
Technology,2024,Qtr 4,December,21,1436.426
Furniture,2024,Qtr 4,December,22,422.625
Office Supplies,2024,Qtr 4,December,22,50.688
Technology,2024,Qtr 4,December,22,
Furniture,2024,Qtr 4,December,23,
Office Supplies,2024,Qtr 4,December,23,194.32
Technology,2024,Qtr 4,December,23,
Furniture,2024,Qtr 4,December,24,1563.994
Office Supplies,2024,Qtr 4,December,24,428.67
Technology,2024,Qtr 4,December,24,5491.902
Furniture,2024,Qtr 4,December,25,1433.564
Office Supplies,2024,Qtr 4,December,25,653.564
Technology,2024,Qtr 4,December,25,2117.84
Furniture,2024,Qtr 4,December,26,326.646
Office Supplies,2024,Qtr 4,December,26,234.84
Technology,2024,Qtr 4,December,26,
Furniture,2024,Qtr 4,December,27,2477.9032
Office Supplies,2024,Qtr 4,December,27,1305.924
Technology,2024,Qtr 4,December,27,1364.62
Furniture,2024,Qtr 4,December,28,
Office Supplies,2024,Qtr 4,December,28,24.816
Technology,2024,Qtr 4,December,28,54.384
Furniture,2024,Qtr 4,December,29,
Office Supplies,2024,Qtr 4,December,29,6.36
Technology,2024,Qtr 4,December,29,
Furniture,2024,Qtr 4,December,30,
Office Supplies,2024,Qtr 4,December,30,414.9
Technology,2024,Qtr 4,December,30,2836.44
Furniture,2024,Qtr 4,December,31,14.76
Office Supplies,2024,Qtr 4,December,31,1366.584
Technology,2024,Qtr 4,December,31,
