Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Furnishings,Furniture,2023,Qtr 2,April,18,,
Tables,Furniture,2023,Qtr 2,April,18,,
Appliances,Office Supplies,2023,Qtr 2,April,18,,
Art,Office Supplies,2023,Qtr 2,April,18,8.3603,0
Binders,Office Supplies,2023,Qtr 2,April,18,,
Envelopes,Office Supplies,2023,Qtr 2,April,18,50.4063,0
Fasteners,Office Supplies,2023,Qtr 2,April,18,3.6022,0
Labels,Office Supplies,2023,Qtr 2,April,18,,
Paper,Office Supplies,2023,Qtr 2,April,18,,
Storage,Office Supplies,2023,Qtr 2,April,18,,
Supplies,Office Supplies,2023,Qtr 2,April,18,,
Accessories,Technology,2023,Qtr 2,April,18,28.497,0
Copiers,Technology,2023,Qtr 2,April,18,,
Machines,Technology,2023,Qtr 2,April,18,97.1892,0
Phones,Technology,2023,Qtr 2,April,18,,
Bookcases,Furniture,2023,Qtr 2,April,19,,
Chairs,Furniture,2023,Qtr 2,April,19,,
Furnishings,Furniture,2023,Qtr 2,April,19,26.649,0
Tables,Furniture,2023,Qtr 2,April,19,,
Appliances,Office Supplies,2023,Qtr 2,April,19,,
Art,Office Supplies,2023,Qtr 2,April,19,,
Binders,Office Supplies,2023,Qtr 2,April,19,26.703,0
Envelopes,Office Supplies,2023,Qtr 2,April,19,,
Fasteners,Office Supplies,2023,Qtr 2,April,19,,
Labels,Office Supplies,2023,Qtr 2,April,19,,
Paper,Office Supplies,2023,Qtr 2,April,19,34.2144,0
Storage,Office Supplies,2023,Qtr 2,April,19,,
Supplies,Office Supplies,2023,Qtr 2,April,19,,
Accessories,Technology,2023,Qtr 2,April,19,,
Copiers,Technology,2023,Qtr 2,April,19,,
Machines,Technology,2023,Qtr 2,April,19,,
Phones,Technology,2023,Qtr 2,April,19,,
Bookcases,Furniture,2023,Qtr 2,April,20,,
Chairs,Furniture,2023,Qtr 2,April,20,,
Furnishings,Furniture,2023,Qtr 2,April,20,27.5632,0
Tables,Furniture,2023,Qtr 2,April,20,-227.621,0
Appliances,Office Supplies,2023,Qtr 2,April,20,,
Art,Office Supplies,2023,Qtr 2,April,20,,
Binders,Office Supplies,2023,Qtr 2,April,20,,
Envelopes,Office Supplies,2023,Qtr 2,April,20,,
Fasteners,Office Supplies,2023,Qtr 2,April,20,,
Labels,Office Supplies,2023,Qtr 2,April,20,,
Paper,Office Supplies,2023,Qtr 2,April,20,,
Storage,Office Supplies,2023,Qtr 2,April,20,5.605,0
Supplies,Office Supplies,2023,Qtr 2,April,20,,
Accessories,Technology,2023,Qtr 2,April,20,,
Copiers,Technology,2023,Qtr 2,April,20,,
Machines,Technology,2023,Qtr 2,April,20,,
Phones,Technology,2023,Qtr 2,April,20,,
Bookcases,Furniture,2023,Qtr 2,April,21,,
Chairs,Furniture,2023,Qtr 2,April,21,,
Furnishings,Furniture,2023,Qtr 2,April,21,,
Tables,Furniture,2023,Qtr 2,April,21,,
Appliances,Office Supplies,2023,Qtr 2,April,21,,
Art,Office Supplies,2023,Qtr 2,April,21,,
Binders,Office Supplies,2023,Qtr 2,April,21,5.5755,0
Envelopes,Office Supplies,2023,Qtr 2,April,21,,
Fasteners,Office Supplies,2023,Qtr 2,April,21,,
Labels,Office Supplies,2023,Qtr 2,April,21,,
Paper,Office Supplies,2023,Qtr 2,April,21,,
Storage,Office Supplies,2023,Qtr 2,April,21,0,0
Supplies,Office Supplies,2023,Qtr 2,April,21,,
Accessories,Technology,2023,Qtr 2,April,21,,
Copiers,Technology,2023,Qtr 2,April,21,,
Machines,Technology,2023,Qtr 2,April,21,,
Phones,Technology,2023,Qtr 2,April,21,,
Bookcases,Furniture,2023,Qtr 2,April,22,,
Chairs,Furniture,2023,Qtr 2,April,22,,
Furnishings,Furniture,2023,Qtr 2,April,22,,
Tables,Furniture,2023,Qtr 2,April,22,,
Appliances,Office Supplies,2023,Qtr 2,April,22,,
Art,Office Supplies,2023,Qtr 2,April,22,,
Binders,Office Supplies,2023,Qtr 2,April,22,3.3453,0
Envelopes,Office Supplies,2023,Qtr 2,April,22,121.4416,0
Fasteners,Office Supplies,2023,Qtr 2,April,22,,
Labels,Office Supplies,2023,Qtr 2,April,22,,
Paper,Office Supplies,2023,Qtr 2,April,22,,
Storage,Office Supplies,2023,Qtr 2,April,22,,
Supplies,Office Supplies,2023,Qtr 2,April,22,,
Accessories,Technology,2023,Qtr 2,April,22,,
Copiers,Technology,2023,Qtr 2,April,22,,
Machines,Technology,2023,Qtr 2,April,22,,
Phones,Technology,2023,Qtr 2,April,22,,
Bookcases,Furniture,2023,Qtr 2,April,23,,
Chairs,Furniture,2023,Qtr 2,April,23,-24.1176,0
Furnishings,Furniture,2023,Qtr 2,April,23,7.8176,0
Tables,Furniture,2023,Qtr 2,April,23,,
Appliances,Office Supplies,2023,Qtr 2,April,23,,
Art,Office Supplies,2023,Qtr 2,April,23,,
Binders,Office Supplies,2023,Qtr 2,April,23,-6.993,2
Envelopes,Office Supplies,2023,Qtr 2,April,23,,
Fasteners,Office Supplies,2023,Qtr 2,April,23,,
Labels,Office Supplies,2023,Qtr 2,April,23,,
Paper,Office Supplies,2023,Qtr 2,April,23,22.9877,0
Storage,Office Supplies,2023,Qtr 2,April,23,,
Supplies,Office Supplies,2023,Qtr 2,April,23,,
Accessories,Technology,2023,Qtr 2,April,23,,
Copiers,Technology,2023,Qtr 2,April,23,,
Machines,Technology,2023,Qtr 2,April,23,,
Phones,Technology,2023,Qtr 2,April,23,,
Bookcases,Furniture,2023,Qtr 2,April,25,,
Chairs,Furniture,2023,Qtr 2,April,25,148.704,0
Furnishings,Furniture,2023,Qtr 2,April,25,63.6825,0
Tables,Furniture,2023,Qtr 2,April,25,,
Appliances,Office Supplies,2023,Qtr 2,April,25,78.5088,0
Art,Office Supplies,2023,Qtr 2,April,25,0.546,0
Binders,Office Supplies,2023,Qtr 2,April,25,,
Envelopes,Office Supplies,2023,Qtr 2,April,25,,
Fasteners,Office Supplies,2023,Qtr 2,April,25,,
Labels,Office Supplies,2023,Qtr 2,April,25,,
Paper,Office Supplies,2023,Qtr 2,April,25,3.6288,0
Storage,Office Supplies,2023,Qtr 2,April,25,,
Supplies,Office Supplies,2023,Qtr 2,April,25,,
Accessories,Technology,2023,Qtr 2,April,25,,
Copiers,Technology,2023,Qtr 2,April,25,,
Machines,Technology,2023,Qtr 2,April,25,,
Phones,Technology,2023,Qtr 2,April,25,37.797,0
Bookcases,Furniture,2023,Qtr 2,April,26,,
Chairs,Furniture,2023,Qtr 2,April,26,23.028,0
Furnishings,Furniture,2023,Qtr 2,April,26,,
Tables,Furniture,2023,Qtr 2,April,26,,
Appliances,Office Supplies,2023,Qtr 2,April,26,,
Art,Office Supplies,2023,Qtr 2,April,26,6.206,0
Binders,Office Supplies,2023,Qtr 2,April,26,5.715,0
Envelopes,Office Supplies,2023,Qtr 2,April,26,,
Fasteners,Office Supplies,2023,Qtr 2,April,26,,
Labels,Office Supplies,2023,Qtr 2,April,26,5.796,0
Paper,Office Supplies,2023,Qtr 2,April,26,,
Storage,Office Supplies,2023,Qtr 2,April,26,,
Supplies,Office Supplies,2023,Qtr 2,April,26,,
Accessories,Technology,2023,Qtr 2,April,26,,
Copiers,Technology,2023,Qtr 2,April,26,,
Machines,Technology,2023,Qtr 2,April,26,,
Phones,Technology,2023,Qtr 2,April,26,,
Bookcases,Furniture,2023,Qtr 2,April,28,,
Chairs,Furniture,2023,Qtr 2,April,28,,
Furnishings,Furniture,2023,Qtr 2,April,28,,
Tables,Furniture,2023,Qtr 2,April,28,,
Appliances,Office Supplies,2023,Qtr 2,April,28,,
Art,Office Supplies,2023,Qtr 2,April,28,1.4952,0
Binders,Office Supplies,2023,Qtr 2,April,28,9.387,0
Envelopes,Office Supplies,2023,Qtr 2,April,28,,
Fasteners,Office Supplies,2023,Qtr 2,April,28,,
Labels,Office Supplies,2023,Qtr 2,April,28,4.0176,0
Paper,Office Supplies,2023,Qtr 2,April,28,,
Storage,Office Supplies,2023,Qtr 2,April,28,93.6776,0
Supplies,Office Supplies,2023,Qtr 2,April,28,,
Accessories,Technology,2023,Qtr 2,April,28,57.5928,0
Copiers,Technology,2023,Qtr 2,April,28,,
Machines,Technology,2023,Qtr 2,April,28,,
Phones,Technology,2023,Qtr 2,April,28,125.997,0
Bookcases,Furniture,2023,Qtr 2,April,29,,
Chairs,Furniture,2023,Qtr 2,April,29,83.188,0
Furnishings,Furniture,2023,Qtr 2,April,29,5.9364,0
Tables,Furniture,2023,Qtr 2,April,29,,
Appliances,Office Supplies,2023,Qtr 2,April,29,,
Art,Office Supplies,2023,Qtr 2,April,29,,
Binders,Office Supplies,2023,Qtr 2,April,29,8.6112,0
Envelopes,Office Supplies,2023,Qtr 2,April,29,,
Fasteners,Office Supplies,2023,Qtr 2,April,29,,
Labels,Office Supplies,2023,Qtr 2,April,29,,
Paper,Office Supplies,2023,Qtr 2,April,29,,
Storage,Office Supplies,2023,Qtr 2,April,29,-1.249,0
Supplies,Office Supplies,2023,Qtr 2,April,29,,
Accessories,Technology,2023,Qtr 2,April,29,,
Copiers,Technology,2023,Qtr 2,April,29,,
Machines,Technology,2023,Qtr 2,April,29,,
Phones,Technology,2023,Qtr 2,April,29,5.1948,0
Bookcases,Furniture,2023,Qtr 2,April,30,,
Chairs,Furniture,2023,Qtr 2,April,30,,
Furnishings,Furniture,2023,Qtr 2,April,30,,
Tables,Furniture,2023,Qtr 2,April,30,,
Appliances,Office Supplies,2023,Qtr 2,April,30,,
Art,Office Supplies,2023,Qtr 2,April,30,45.487,0
Binders,Office Supplies,2023,Qtr 2,April,30,,
Envelopes,Office Supplies,2023,Qtr 2,April,30,,
Fasteners,Office Supplies,2023,Qtr 2,April,30,,
Labels,Office Supplies,2023,Qtr 2,April,30,,
Paper,Office Supplies,2023,Qtr 2,April,30,,
Storage,Office Supplies,2023,Qtr 2,April,30,214.76,0
Supplies,Office Supplies,2023,Qtr 2,April,30,,
Accessories,Technology,2023,Qtr 2,April,30,16.2486,0
Copiers,Technology,2023,Qtr 2,April,30,,
Machines,Technology,2023,Qtr 2,April,30,,
Phones,Technology,2023,Qtr 2,April,30,,
Bookcases,Furniture,2023,Qtr 2,May,1,,
Chairs,Furniture,2023,Qtr 2,May,1,,
Furnishings,Furniture,2023,Qtr 2,May,1,,
Tables,Furniture,2023,Qtr 2,May,1,,
Appliances,Office Supplies,2023,Qtr 2,May,1,,
Art,Office Supplies,2023,Qtr 2,May,1,4.884,0
Binders,Office Supplies,2023,Qtr 2,May,1,,
Envelopes,Office Supplies,2023,Qtr 2,May,1,,
Fasteners,Office Supplies,2023,Qtr 2,May,1,,
Labels,Office Supplies,2023,Qtr 2,May,1,,
Paper,Office Supplies,2023,Qtr 2,May,1,,
Storage,Office Supplies,2023,Qtr 2,May,1,,
Supplies,Office Supplies,2023,Qtr 2,May,1,,
Accessories,Technology,2023,Qtr 2,May,1,,
Copiers,Technology,2023,Qtr 2,May,1,,
Machines,Technology,2023,Qtr 2,May,1,,
Phones,Technology,2023,Qtr 2,May,1,,
Bookcases,Furniture,2023,Qtr 2,May,3,,
Chairs,Furniture,2023,Qtr 2,May,3,,
Furnishings,Furniture,2023,Qtr 2,May,3,,
Tables,Furniture,2023,Qtr 2,May,3,,
Appliances,Office Supplies,2023,Qtr 2,May,3,,
Art,Office Supplies,2023,Qtr 2,May,3,15.4752,0
Binders,Office Supplies,2023,Qtr 2,May,3,16.7508,0
Envelopes,Office Supplies,2023,Qtr 2,May,3,,
Fasteners,Office Supplies,2023,Qtr 2,May,3,,
Labels,Office Supplies,2023,Qtr 2,May,3,,
Paper,Office Supplies,2023,Qtr 2,May,3,45.9754,0
Storage,Office Supplies,2023,Qtr 2,May,3,,
Supplies,Office Supplies,2023,Qtr 2,May,3,5.3998,0
Accessories,Technology,2023,Qtr 2,May,3,177.5889,0
Copiers,Technology,2023,Qtr 2,May,3,,
Machines,Technology,2023,Qtr 2,May,3,,
Phones,Technology,2023,Qtr 2,May,3,,
Bookcases,Furniture,2023,Qtr 2,May,4,,
Chairs,Furniture,2023,Qtr 2,May,4,,
Furnishings,Furniture,2023,Qtr 2,May,4,,
Tables,Furniture,2023,Qtr 2,May,4,,
Appliances,Office Supplies,2023,Qtr 2,May,4,,
Art,Office Supplies,2023,Qtr 2,May,4,26.2949,0
Binders,Office Supplies,2023,Qtr 2,May,4,74.6164,0
Envelopes,Office Supplies,2023,Qtr 2,May,4,,
Fasteners,Office Supplies,2023,Qtr 2,May,4,,
Labels,Office Supplies,2023,Qtr 2,May,4,,
Paper,Office Supplies,2023,Qtr 2,May,4,32.9808,0
Storage,Office Supplies,2023,Qtr 2,May,4,28.3242,0
Supplies,Office Supplies,2023,Qtr 2,May,4,83.281,0
Accessories,Technology,2023,Qtr 2,May,4,,
Copiers,Technology,2023,Qtr 2,May,4,,
Machines,Technology,2023,Qtr 2,May,4,,
Phones,Technology,2023,Qtr 2,May,4,8.4071,0
Bookcases,Furniture,2023,Qtr 2,May,5,,
Chairs,Furniture,2023,Qtr 2,May,5,-9.1335,0
Furnishings,Furniture,2023,Qtr 2,May,5,,
Tables,Furniture,2023,Qtr 2,May,5,,
Appliances,Office Supplies,2023,Qtr 2,May,5,,
Art,Office Supplies,2023,Qtr 2,May,5,1.9024,0
Binders,Office Supplies,2023,Qtr 2,May,5,5.346,0
Envelopes,Office Supplies,2023,Qtr 2,May,5,,
Fasteners,Office Supplies,2023,Qtr 2,May,5,,
Labels,Office Supplies,2023,Qtr 2,May,5,,
Paper,Office Supplies,2023,Qtr 2,May,5,32.439,0
Storage,Office Supplies,2023,Qtr 2,May,5,3.9592,0
Supplies,Office Supplies,2023,Qtr 2,May,5,,
Accessories,Technology,2023,Qtr 2,May,5,,
Copiers,Technology,2023,Qtr 2,May,5,,
Machines,Technology,2023,Qtr 2,May,5,,
Phones,Technology,2023,Qtr 2,May,5,,
Bookcases,Furniture,2023,Qtr 2,May,7,,
Chairs,Furniture,2023,Qtr 2,May,7,,
Furnishings,Furniture,2023,Qtr 2,May,7,21.3592,0
Tables,Furniture,2023,Qtr 2,May,7,,
Appliances,Office Supplies,2023,Qtr 2,May,7,,
Art,Office Supplies,2023,Qtr 2,May,7,0.3822,0
Binders,Office Supplies,2023,Qtr 2,May,7,60.993,1
Envelopes,Office Supplies,2023,Qtr 2,May,7,,
Fasteners,Office Supplies,2023,Qtr 2,May,7,,
Labels,Office Supplies,2023,Qtr 2,May,7,6.8714,0
Paper,Office Supplies,2023,Qtr 2,May,7,9.3312,0
Storage,Office Supplies,2023,Qtr 2,May,7,-79.3332,0
Supplies,Office Supplies,2023,Qtr 2,May,7,,
Accessories,Technology,2023,Qtr 2,May,7,163.1898,0
Copiers,Technology,2023,Qtr 2,May,7,,
Machines,Technology,2023,Qtr 2,May,7,,
Phones,Technology,2023,Qtr 2,May,7,,
Bookcases,Furniture,2023,Qtr 2,May,8,,
Chairs,Furniture,2023,Qtr 2,May,8,315.93,0
Furnishings,Furniture,2023,Qtr 2,May,8,,
Tables,Furniture,2023,Qtr 2,May,8,41.934,0
Appliances,Office Supplies,2023,Qtr 2,May,8,22.2516,0
Art,Office Supplies,2023,Qtr 2,May,8,21.9032,0
Binders,Office Supplies,2023,Qtr 2,May,8,,
Envelopes,Office Supplies,2023,Qtr 2,May,8,,
Fasteners,Office Supplies,2023,Qtr 2,May,8,,
Labels,Office Supplies,2023,Qtr 2,May,8,,
Paper,Office Supplies,2023,Qtr 2,May,8,63.1026,0
Storage,Office Supplies,2023,Qtr 2,May,8,0.6312,0
Supplies,Office Supplies,2023,Qtr 2,May,8,,
Accessories,Technology,2023,Qtr 2,May,8,1.636,0
Copiers,Technology,2023,Qtr 2,May,8,,
Machines,Technology,2023,Qtr 2,May,8,,
Phones,Technology,2023,Qtr 2,May,8,36.7173,0
Bookcases,Furniture,2023,Qtr 2,May,9,,
Chairs,Furniture,2023,Qtr 2,May,9,,
Furnishings,Furniture,2023,Qtr 2,May,9,1.999,0
Tables,Furniture,2023,Qtr 2,May,9,,
Appliances,Office Supplies,2023,Qtr 2,May,9,,
Art,Office Supplies,2023,Qtr 2,May,9,,
Binders,Office Supplies,2023,Qtr 2,May,9,,
Envelopes,Office Supplies,2023,Qtr 2,May,9,,
Fasteners,Office Supplies,2023,Qtr 2,May,9,,
Labels,Office Supplies,2023,Qtr 2,May,9,,
Paper,Office Supplies,2023,Qtr 2,May,9,,
Storage,Office Supplies,2023,Qtr 2,May,9,19.824,0
Supplies,Office Supplies,2023,Qtr 2,May,9,,
Accessories,Technology,2023,Qtr 2,May,9,,
Copiers,Technology,2023,Qtr 2,May,9,,
Machines,Technology,2023,Qtr 2,May,9,,
Phones,Technology,2023,Qtr 2,May,9,,
Bookcases,Furniture,2023,Qtr 2,May,10,,
Chairs,Furniture,2023,Qtr 2,May,10,,
Furnishings,Furniture,2023,Qtr 2,May,10,,
Tables,Furniture,2023,Qtr 2,May,10,,
Appliances,Office Supplies,2023,Qtr 2,May,10,11.49,0
Art,Office Supplies,2023,Qtr 2,May,10,,
Binders,Office Supplies,2023,Qtr 2,May,10,,
Envelopes,Office Supplies,2023,Qtr 2,May,10,,
Fasteners,Office Supplies,2023,Qtr 2,May,10,,
Labels,Office Supplies,2023,Qtr 2,May,10,,
Paper,Office Supplies,2023,Qtr 2,May,10,,
Storage,Office Supplies,2023,Qtr 2,May,10,,
Supplies,Office Supplies,2023,Qtr 2,May,10,,
Accessories,Technology,2023,Qtr 2,May,10,34.993,0
Copiers,Technology,2023,Qtr 2,May,10,,
Machines,Technology,2023,Qtr 2,May,10,,
Phones,Technology,2023,Qtr 2,May,10,,
Bookcases,Furniture,2023,Qtr 2,May,11,,
Chairs,Furniture,2023,Qtr 2,May,11,40.473,0
Furnishings,Furniture,2023,Qtr 2,May,11,-25.3784,0
Tables,Furniture,2023,Qtr 2,May,11,,
Appliances,Office Supplies,2023,Qtr 2,May,11,,
Art,Office Supplies,2023,Qtr 2,May,11,,
Binders,Office Supplies,2023,Qtr 2,May,11,-8.796,1
Envelopes,Office Supplies,2023,Qtr 2,May,11,,
Fasteners,Office Supplies,2023,Qtr 2,May,11,,
Labels,Office Supplies,2023,Qtr 2,May,11,,
Paper,Office Supplies,2023,Qtr 2,May,11,,
Storage,Office Supplies,2023,Qtr 2,May,11,-94.5084,0
Supplies,Office Supplies,2023,Qtr 2,May,11,,
Accessories,Technology,2023,Qtr 2,May,11,26.5982,0
Copiers,Technology,2023,Qtr 2,May,11,,
Machines,Technology,2023,Qtr 2,May,11,,
Phones,Technology,2023,Qtr 2,May,11,,
Bookcases,Furniture,2023,Qtr 2,May,12,,
Chairs,Furniture,2023,Qtr 2,May,12,,
Furnishings,Furniture,2023,Qtr 2,May,12,,
Tables,Furniture,2023,Qtr 2,May,12,,
Appliances,Office Supplies,2023,Qtr 2,May,12,72.5754,0
Art,Office Supplies,2023,Qtr 2,May,12,123.2094,0
Binders,Office Supplies,2023,Qtr 2,May,12,-23.952,1
Envelopes,Office Supplies,2023,Qtr 2,May,12,117.6147,0
Fasteners,Office Supplies,2023,Qtr 2,May,12,7.2,0
Labels,Office Supplies,2023,Qtr 2,May,12,,
Paper,Office Supplies,2023,Qtr 2,May,12,64.4261,0
Storage,Office Supplies,2023,Qtr 2,May,12,-21.4908,0
Supplies,Office Supplies,2023,Qtr 2,May,12,,
Accessories,Technology,2023,Qtr 2,May,12,76.6395,0
Copiers,Technology,2023,Qtr 2,May,12,,
Machines,Technology,2023,Qtr 2,May,12,,
Phones,Technology,2023,Qtr 2,May,12,8.8185,0
Bookcases,Furniture,2023,Qtr 2,May,13,,
Chairs,Furniture,2023,Qtr 2,May,13,20.9592,0
Furnishings,Furniture,2023,Qtr 2,May,13,,
Tables,Furniture,2023,Qtr 2,May,13,,
Appliances,Office Supplies,2023,Qtr 2,May,13,,
Art,Office Supplies,2023,Qtr 2,May,13,,
Binders,Office Supplies,2023,Qtr 2,May,13,-331.96,1
Envelopes,Office Supplies,2023,Qtr 2,May,13,,
Fasteners,Office Supplies,2023,Qtr 2,May,13,2.3976,0
Labels,Office Supplies,2023,Qtr 2,May,13,,
Paper,Office Supplies,2023,Qtr 2,May,13,3.84,0
Storage,Office Supplies,2023,Qtr 2,May,13,9.99,0
Supplies,Office Supplies,2023,Qtr 2,May,13,,
Accessories,Technology,2023,Qtr 2,May,13,52.4895,0
Copiers,Technology,2023,Qtr 2,May,13,,
Machines,Technology,2023,Qtr 2,May,13,,
Phones,Technology,2023,Qtr 2,May,13,,
Bookcases,Furniture,2023,Qtr 2,May,14,,
Chairs,Furniture,2023,Qtr 2,May,14,,
Furnishings,Furniture,2023,Qtr 2,May,14,23.316,0
Tables,Furniture,2023,Qtr 2,May,14,,
Appliances,Office Supplies,2023,Qtr 2,May,14,,
Art,Office Supplies,2023,Qtr 2,May,14,,
Binders,Office Supplies,2023,Qtr 2,May,14,,
Envelopes,Office Supplies,2023,Qtr 2,May,14,,
Fasteners,Office Supplies,2023,Qtr 2,May,14,,
Labels,Office Supplies,2023,Qtr 2,May,14,,
Paper,Office Supplies,2023,Qtr 2,May,14,,
Storage,Office Supplies,2023,Qtr 2,May,14,,
Supplies,Office Supplies,2023,Qtr 2,May,14,,
Accessories,Technology,2023,Qtr 2,May,14,,
Copiers,Technology,2023,Qtr 2,May,14,,
Machines,Technology,2023,Qtr 2,May,14,,
Phones,Technology,2023,Qtr 2,May,14,,
Bookcases,Furniture,2023,Qtr 2,May,16,,
Chairs,Furniture,2023,Qtr 2,May,16,17.466,0
Furnishings,Furniture,2023,Qtr 2,May,16,,
Tables,Furniture,2023,Qtr 2,May,16,,
Appliances,Office Supplies,2023,Qtr 2,May,16,,
Art,Office Supplies,2023,Qtr 2,May,16,,
Binders,Office Supplies,2023,Qtr 2,May,16,,
Envelopes,Office Supplies,2023,Qtr 2,May,16,,
Fasteners,Office Supplies,2023,Qtr 2,May,16,,
Labels,Office Supplies,2023,Qtr 2,May,16,,
Paper,Office Supplies,2023,Qtr 2,May,16,,
Storage,Office Supplies,2023,Qtr 2,May,16,,
Supplies,Office Supplies,2023,Qtr 2,May,16,,
Accessories,Technology,2023,Qtr 2,May,16,3.384,0
Copiers,Technology,2023,Qtr 2,May,16,,
Machines,Technology,2023,Qtr 2,May,16,,
Phones,Technology,2023,Qtr 2,May,16,,
Bookcases,Furniture,2023,Qtr 2,May,17,,
Chairs,Furniture,2023,Qtr 2,May,17,,
Furnishings,Furniture,2023,Qtr 2,May,17,,
Tables,Furniture,2023,Qtr 2,May,17,,
Appliances,Office Supplies,2023,Qtr 2,May,17,,
Art,Office Supplies,2023,Qtr 2,May,17,,
Binders,Office Supplies,2023,Qtr 2,May,17,45.84,0
Envelopes,Office Supplies,2023,Qtr 2,May,17,,
Fasteners,Office Supplies,2023,Qtr 2,May,17,,
Labels,Office Supplies,2023,Qtr 2,May,17,,
Paper,Office Supplies,2023,Qtr 2,May,17,,
Storage,Office Supplies,2023,Qtr 2,May,17,,
Supplies,Office Supplies,2023,Qtr 2,May,17,,
Accessories,Technology,2023,Qtr 2,May,17,,
Copiers,Technology,2023,Qtr 2,May,17,,
Machines,Technology,2023,Qtr 2,May,17,,
Phones,Technology,2023,Qtr 2,May,17,,
Bookcases,Furniture,2023,Qtr 2,May,18,,
Chairs,Furniture,2023,Qtr 2,May,18,,
Furnishings,Furniture,2023,Qtr 2,May,18,3.7308,0
Tables,Furniture,2023,Qtr 2,May,18,,
Appliances,Office Supplies,2023,Qtr 2,May,18,,
Art,Office Supplies,2023,Qtr 2,May,18,,
Binders,Office Supplies,2023,Qtr 2,May,18,,
Envelopes,Office Supplies,2023,Qtr 2,May,18,,
Fasteners,Office Supplies,2023,Qtr 2,May,18,,
Labels,Office Supplies,2023,Qtr 2,May,18,,
Paper,Office Supplies,2023,Qtr 2,May,18,7.221,0
Storage,Office Supplies,2023,Qtr 2,May,18,,
Supplies,Office Supplies,2023,Qtr 2,May,18,,
Accessories,Technology,2023,Qtr 2,May,18,,
Copiers,Technology,2023,Qtr 2,May,18,,
Machines,Technology,2023,Qtr 2,May,18,,
Phones,Technology,2023,Qtr 2,May,18,-168.9558,0
Bookcases,Furniture,2023,Qtr 2,May,19,,
Chairs,Furniture,2023,Qtr 2,May,19,,
Furnishings,Furniture,2023,Qtr 2,May,19,,
Tables,Furniture,2023,Qtr 2,May,19,,
Appliances,Office Supplies,2023,Qtr 2,May,19,,
Art,Office Supplies,2023,Qtr 2,May,19,,
Binders,Office Supplies,2023,Qtr 2,May,19,26.4132,0
Envelopes,Office Supplies,2023,Qtr 2,May,19,,
Fasteners,Office Supplies,2023,Qtr 2,May,19,,
Labels,Office Supplies,2023,Qtr 2,May,19,,
Paper,Office Supplies,2023,Qtr 2,May,19,,
Storage,Office Supplies,2023,Qtr 2,May,19,,
Supplies,Office Supplies,2023,Qtr 2,May,19,9.234,0
Accessories,Technology,2023,Qtr 2,May,19,,
Copiers,Technology,2023,Qtr 2,May,19,,
Machines,Technology,2023,Qtr 2,May,19,,
Phones,Technology,2023,Qtr 2,May,19,,
Bookcases,Furniture,2023,Qtr 2,May,20,,
Chairs,Furniture,2023,Qtr 2,May,20,,
Furnishings,Furniture,2023,Qtr 2,May,20,54.1989,1
Tables,Furniture,2023,Qtr 2,May,20,,
Appliances,Office Supplies,2023,Qtr 2,May,20,9.3184,0
Art,Office Supplies,2023,Qtr 2,May,20,11.9412,0
Binders,Office Supplies,2023,Qtr 2,May,20,,
Envelopes,Office Supplies,2023,Qtr 2,May,20,,
Fasteners,Office Supplies,2023,Qtr 2,May,20,,
Labels,Office Supplies,2023,Qtr 2,May,20,,
Paper,Office Supplies,2023,Qtr 2,May,20,3.6288,0
Storage,Office Supplies,2023,Qtr 2,May,20,-13.392,0
Supplies,Office Supplies,2023,Qtr 2,May,20,,
Accessories,Technology,2023,Qtr 2,May,20,-3.6372,0
Copiers,Technology,2023,Qtr 2,May,20,,
Machines,Technology,2023,Qtr 2,May,20,,
Phones,Technology,2023,Qtr 2,May,20,,
Bookcases,Furniture,2023,Qtr 2,May,21,,
Chairs,Furniture,2023,Qtr 2,May,21,-29.2524,0
Furnishings,Furniture,2023,Qtr 2,May,21,,
Tables,Furniture,2023,Qtr 2,May,21,,
Appliances,Office Supplies,2023,Qtr 2,May,21,68.8464,0
Art,Office Supplies,2023,Qtr 2,May,21,10.5072,0
Binders,Office Supplies,2023,Qtr 2,May,21,1464.9305,1
Envelopes,Office Supplies,2023,Qtr 2,May,21,21.024,0
