Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
East	Office Supplies	Paper	Tuesday, September 20, 2022		
South	Office Supplies	Paper	Tuesday, September 20, 2022		
West	Office Supplies	Paper	Tuesday, September 20, 2022	68.2482	143.31
Central	Office Supplies	Paper	Thursday, September 22, 2022	32.8592	71.44
East	Office Supplies	Paper	Thursday, September 22, 2022		
South	Office Supplies	Paper	Thursday, September 22, 2022		
West	Office Supplies	Paper	Thursday, September 22, 2022		
Central	Office Supplies	Paper	Friday, September 23, 2022		
East	Office Supplies	Paper	Friday, September 23, 2022	4.0338	11.952
South	Office Supplies	Paper	Friday, September 23, 2022		
West	Office Supplies	Paper	Friday, September 23, 2022		
Central	Office Supplies	Paper	Saturday, September 24, 2022	3.1104	6.48
East	Office Supplies	Paper	Saturday, September 24, 2022		
South	Office Supplies	Paper	Saturday, September 24, 2022		
West	Office Supplies	Paper	Saturday, September 24, 2022	20.85	41.7
Central	Office Supplies	Paper	Sunday, September 25, 2022		
East	Office Supplies	Paper	Sunday, September 25, 2022		
South	Office Supplies	Paper	Sunday, September 25, 2022		
West	Office Supplies	Paper	Sunday, September 25, 2022	27.641	70.948
Central	Office Supplies	Paper	Monday, September 26, 2022	4.4955	9.99
East	Office Supplies	Paper	Monday, September 26, 2022		
South	Office Supplies	Paper	Monday, September 26, 2022		
West	Office Supplies	Paper	Monday, September 26, 2022	34.3268	72.76
Central	Office Supplies	Paper	Tuesday, September 27, 2022		
East	Office Supplies	Paper	Tuesday, September 27, 2022		
South	Office Supplies	Paper	Tuesday, September 27, 2022	8.7906	17.94
West	Office Supplies	Paper	Tuesday, September 27, 2022		
Central	Office Supplies	Paper	Wednesday, September 28, 2022	30.98	99.136
East	Office Supplies	Paper	Wednesday, September 28, 2022		
South	Office Supplies	Paper	Wednesday, September 28, 2022		
West	Office Supplies	Paper	Wednesday, September 28, 2022		
Central	Office Supplies	Paper	Thursday, September 29, 2022		
East	Office Supplies	Paper	Thursday, September 29, 2022		
South	Office Supplies	Paper	Thursday, September 29, 2022		
West	Office Supplies	Paper	Thursday, September 29, 2022	9.1056	18.97
Central	Office Supplies	Paper	Saturday, October 01, 2022	9.5688	28.352
East	Office Supplies	Paper	Saturday, October 01, 2022		
South	Office Supplies	Paper	Saturday, October 01, 2022		
West	Office Supplies	Paper	Saturday, October 01, 2022		
Central	Office Supplies	Paper	Monday, October 03, 2022		
East	Office Supplies	Paper	Monday, October 03, 2022		
South	Office Supplies	Paper	Monday, October 03, 2022		
West	Office Supplies	Paper	Monday, October 03, 2022	49.8274	106.38
Central	Office Supplies	Paper	Friday, October 07, 2022		
East	Office Supplies	Paper	Friday, October 07, 2022		
South	Office Supplies	Paper	Friday, October 07, 2022		
West	Office Supplies	Paper	Friday, October 07, 2022	5.0688	10.56
Central	Office Supplies	Paper	Saturday, October 08, 2022		
East	Office Supplies	Paper	Saturday, October 08, 2022		
South	Office Supplies	Paper	Saturday, October 08, 2022		
West	Office Supplies	Paper	Saturday, October 08, 2022	27.882	61.96
Central	Office Supplies	Paper	Sunday, October 09, 2022		
East	Office Supplies	Paper	Sunday, October 09, 2022	5.98	19.136
South	Office Supplies	Paper	Sunday, October 09, 2022		
West	Office Supplies	Paper	Sunday, October 09, 2022		
Central	Office Supplies	Paper	Thursday, October 13, 2022	3.0044	8.288
East	Office Supplies	Paper	Thursday, October 13, 2022	18.2112	37.94
South	Office Supplies	Paper	Thursday, October 13, 2022		
West	Office Supplies	Paper	Thursday, October 13, 2022	26.276	55.48
Central	Office Supplies	Paper	Friday, October 14, 2022		
East	Office Supplies	Paper	Friday, October 14, 2022	54.8604	111.96
South	Office Supplies	Paper	Friday, October 14, 2022	48.4032	132.176
West	Office Supplies	Paper	Friday, October 14, 2022		
Central	Office Supplies	Paper	Saturday, October 15, 2022	6.2208	12.96
East	Office Supplies	Paper	Saturday, October 15, 2022		
South	Office Supplies	Paper	Saturday, October 15, 2022		
West	Office Supplies	Paper	Saturday, October 15, 2022	82.8064	177.4
Central	Office Supplies	Paper	Thursday, October 20, 2022	15.9425	51.016
East	Office Supplies	Paper	Thursday, October 20, 2022		
South	Office Supplies	Paper	Thursday, October 20, 2022		
West	Office Supplies	Paper	Thursday, October 20, 2022		
Central	Office Supplies	Paper	Friday, October 21, 2022		
East	Office Supplies	Paper	Friday, October 21, 2022		
South	Office Supplies	Paper	Friday, October 21, 2022		
West	Office Supplies	Paper	Friday, October 21, 2022	28.812	58.8
Central	Office Supplies	Paper	Saturday, October 22, 2022		
East	Office Supplies	Paper	Saturday, October 22, 2022		
South	Office Supplies	Paper	Saturday, October 22, 2022		
West	Office Supplies	Paper	Saturday, October 22, 2022	3.2064	6.68
Central	Office Supplies	Paper	Sunday, October 23, 2022	17.8152	54.816
East	Office Supplies	Paper	Sunday, October 23, 2022	178.318	379.4
South	Office Supplies	Paper	Sunday, October 23, 2022		
West	Office Supplies	Paper	Sunday, October 23, 2022		
Central	Office Supplies	Paper	Monday, October 24, 2022	5.4432	15.552
East	Office Supplies	Paper	Monday, October 24, 2022		
South	Office Supplies	Paper	Monday, October 24, 2022		
West	Office Supplies	Paper	Monday, October 24, 2022		
Central	Office Supplies	Paper	Friday, October 28, 2022		
East	Office Supplies	Paper	Friday, October 28, 2022	42.8688	89.31
South	Office Supplies	Paper	Friday, October 28, 2022		
West	Office Supplies	Paper	Friday, October 28, 2022	25.48	50.96
Central	Office Supplies	Paper	Monday, October 31, 2022		
East	Office Supplies	Paper	Monday, October 31, 2022		
South	Office Supplies	Paper	Monday, October 31, 2022	11.2224	32.064
West	Office Supplies	Paper	Monday, October 31, 2022		
Central	Office Supplies	Paper	Thursday, November 03, 2022	3.3524	9.248
East	Office Supplies	Paper	Thursday, November 03, 2022		
South	Office Supplies	Paper	Thursday, November 03, 2022		
West	Office Supplies	Paper	Thursday, November 03, 2022	217.2924	450.27
Central	Office Supplies	Paper	Friday, November 04, 2022		
East	Office Supplies	Paper	Friday, November 04, 2022		
South	Office Supplies	Paper	Friday, November 04, 2022		
West	Office Supplies	Paper	Friday, November 04, 2022	40.7572	102.008
Central	Office Supplies	Paper	Sunday, November 06, 2022		
East	Office Supplies	Paper	Sunday, November 06, 2022		
South	Office Supplies	Paper	Sunday, November 06, 2022	43.708	124.88
West	Office Supplies	Paper	Sunday, November 06, 2022		
Central	Office Supplies	Paper	Monday, November 07, 2022		
East	Office Supplies	Paper	Monday, November 07, 2022	6.2208	12.96
South	Office Supplies	Paper	Monday, November 07, 2022		
West	Office Supplies	Paper	Monday, November 07, 2022	6.321	12.9
Central	Office Supplies	Paper	Thursday, November 10, 2022		
East	Office Supplies	Paper	Thursday, November 10, 2022	52.5397	147.544
South	Office Supplies	Paper	Thursday, November 10, 2022		
West	Office Supplies	Paper	Thursday, November 10, 2022	76.9108	161.51
Central	Office Supplies	Paper	Saturday, November 12, 2022	8.991	19.98
East	Office Supplies	Paper	Saturday, November 12, 2022		
South	Office Supplies	Paper	Saturday, November 12, 2022		
West	Office Supplies	Paper	Saturday, November 12, 2022		
Central	Office Supplies	Paper	Sunday, November 13, 2022		
East	Office Supplies	Paper	Sunday, November 13, 2022	78.6828	217.056
South	Office Supplies	Paper	Sunday, November 13, 2022		
West	Office Supplies	Paper	Sunday, November 13, 2022		
Central	Office Supplies	Paper	Monday, November 14, 2022		
East	Office Supplies	Paper	Monday, November 14, 2022	7.567	16.45
South	Office Supplies	Paper	Monday, November 14, 2022	2.376	5.28
West	Office Supplies	Paper	Monday, November 14, 2022		
Central	Office Supplies	Paper	Thursday, November 17, 2022	5.5216	15.232
East	Office Supplies	Paper	Thursday, November 17, 2022		
South	Office Supplies	Paper	Thursday, November 17, 2022		
West	Office Supplies	Paper	Thursday, November 17, 2022		
Central	Office Supplies	Paper	Friday, November 18, 2022	6.6312	19.648
East	Office Supplies	Paper	Friday, November 18, 2022		
South	Office Supplies	Paper	Friday, November 18, 2022		
West	Office Supplies	Paper	Friday, November 18, 2022		
Central	Office Supplies	Paper	Saturday, November 19, 2022	3.6288	10.368
East	Office Supplies	Paper	Saturday, November 19, 2022	20.585	44.75
South	Office Supplies	Paper	Saturday, November 19, 2022		
West	Office Supplies	Paper	Saturday, November 19, 2022		
Central	Office Supplies	Paper	Sunday, November 20, 2022	155.07	323.63
East	Office Supplies	Paper	Sunday, November 20, 2022	5.1012	15.696
South	Office Supplies	Paper	Sunday, November 20, 2022		
West	Office Supplies	Paper	Sunday, November 20, 2022		
Central	Office Supplies	Paper	Monday, November 21, 2022	33.2766	78.892
East	Office Supplies	Paper	Monday, November 21, 2022	6.3504	12.96
South	Office Supplies	Paper	Monday, November 21, 2022		
West	Office Supplies	Paper	Monday, November 21, 2022	15.552	32.4
Central	Office Supplies	Paper	Thursday, November 24, 2022	23.235	74.352
East	Office Supplies	Paper	Thursday, November 24, 2022	8.7748	18.04
South	Office Supplies	Paper	Thursday, November 24, 2022	3.4216	10.528
West	Office Supplies	Paper	Thursday, November 24, 2022	7.745	24.784
Central	Office Supplies	Paper	Friday, November 25, 2022		
East	Office Supplies	Paper	Friday, November 25, 2022		
South	Office Supplies	Paper	Friday, November 25, 2022	1.651	5.08
West	Office Supplies	Paper	Friday, November 25, 2022		
Central	Office Supplies	Paper	Saturday, November 26, 2022		
East	Office Supplies	Paper	Saturday, November 26, 2022	6.4128	13.36
South	Office Supplies	Paper	Saturday, November 26, 2022	34.7802	70.98
West	Office Supplies	Paper	Saturday, November 26, 2022		
Central	Office Supplies	Paper	Sunday, November 27, 2022		
East	Office Supplies	Paper	Sunday, November 27, 2022	112.8671	230.87
South	Office Supplies	Paper	Sunday, November 27, 2022		
West	Office Supplies	Paper	Sunday, November 27, 2022		
Central	Office Supplies	Paper	Wednesday, November 30, 2022	23.0096	47.12
East	Office Supplies	Paper	Wednesday, November 30, 2022		
South	Office Supplies	Paper	Wednesday, November 30, 2022		
West	Office Supplies	Paper	Wednesday, November 30, 2022		
Central	Office Supplies	Paper	Thursday, December 01, 2022	11.7208	23.92
East	Office Supplies	Paper	Thursday, December 01, 2022		
South	Office Supplies	Paper	Thursday, December 01, 2022		
West	Office Supplies	Paper	Thursday, December 01, 2022	22.992	47.9
Central	Office Supplies	Paper	Friday, December 02, 2022	9.63	30.816
East	Office Supplies	Paper	Friday, December 02, 2022	26.9304	54.96
South	Office Supplies	Paper	Friday, December 02, 2022		
West	Office Supplies	Paper	Friday, December 02, 2022	32.267	66.38
Central	Office Supplies	Paper	Saturday, December 03, 2022		
East	Office Supplies	Paper	Saturday, December 03, 2022	84.0512	182.72
South	Office Supplies	Paper	Saturday, December 03, 2022		
West	Office Supplies	Paper	Saturday, December 03, 2022		
Central	Office Supplies	Paper	Sunday, December 04, 2022		
East	Office Supplies	Paper	Sunday, December 04, 2022	19.8744	40.56
South	Office Supplies	Paper	Sunday, December 04, 2022		
West	Office Supplies	Paper	Sunday, December 04, 2022	50.328	104.85
Central	Office Supplies	Paper	Monday, December 05, 2022		
East	Office Supplies	Paper	Monday, December 05, 2022	2.3406	4.98
South	Office Supplies	Paper	Monday, December 05, 2022		
West	Office Supplies	Paper	Monday, December 05, 2022		
Central	Office Supplies	Paper	Tuesday, December 06, 2022		
East	Office Supplies	Paper	Tuesday, December 06, 2022		
South	Office Supplies	Paper	Tuesday, December 06, 2022		
West	Office Supplies	Paper	Tuesday, December 06, 2022	221.5006	470.58
Central	Office Supplies	Paper	Thursday, December 08, 2022		
East	Office Supplies	Paper	Thursday, December 08, 2022	3.4398	10.584
South	Office Supplies	Paper	Thursday, December 08, 2022		
West	Office Supplies	Paper	Thursday, December 08, 2022	21.7728	45.36
Central	Office Supplies	Paper	Friday, December 09, 2022	3.2872	9.392
East	Office Supplies	Paper	Friday, December 09, 2022		
South	Office Supplies	Paper	Friday, December 09, 2022		
West	Office Supplies	Paper	Friday, December 09, 2022		
Central	Office Supplies	Paper	Saturday, December 10, 2022		
East	Office Supplies	Paper	Saturday, December 10, 2022	41.3496	87.84
South	Office Supplies	Paper	Saturday, December 10, 2022		
West	Office Supplies	Paper	Saturday, December 10, 2022	92.6928	204.2
Central	Office Supplies	Paper	Sunday, December 11, 2022		
East	Office Supplies	Paper	Sunday, December 11, 2022		
South	Office Supplies	Paper	Sunday, December 11, 2022		
West	Office Supplies	Paper	Sunday, December 11, 2022	13.941	30.98
Central	Office Supplies	Paper	Monday, December 12, 2022		
East	Office Supplies	Paper	Monday, December 12, 2022		
South	Office Supplies	Paper	Monday, December 12, 2022	23.0864	49.12
West	Office Supplies	Paper	Monday, December 12, 2022		
Central	Office Supplies	Paper	Wednesday, December 14, 2022		
East	Office Supplies	Paper	Wednesday, December 14, 2022	6.7252	14.62
South	Office Supplies	Paper	Wednesday, December 14, 2022		
West	Office Supplies	Paper	Wednesday, December 14, 2022		
Central	Office Supplies	Paper	Thursday, December 15, 2022		
East	Office Supplies	Paper	Thursday, December 15, 2022		
South	Office Supplies	Paper	Thursday, December 15, 2022	9.3312	19.44
West	Office Supplies	Paper	Thursday, December 15, 2022		
Central	Office Supplies	Paper	Saturday, December 17, 2022	18.144	51.84
East	Office Supplies	Paper	Saturday, December 17, 2022		
South	Office Supplies	Paper	Saturday, December 17, 2022		
West	Office Supplies	Paper	Saturday, December 17, 2022		
Central	Office Supplies	Paper	Sunday, December 18, 2022		
East	Office Supplies	Paper	Sunday, December 18, 2022		
South	Office Supplies	Paper	Sunday, December 18, 2022		
West	Office Supplies	Paper	Sunday, December 18, 2022	22.448	50.528
Central	Office Supplies	Paper	Tuesday, December 20, 2022	15.594	33.9
East	Office Supplies	Paper	Tuesday, December 20, 2022		
South	Office Supplies	Paper	Tuesday, December 20, 2022		
West	Office Supplies	Paper	Tuesday, December 20, 2022		
Central	Office Supplies	Paper	Friday, December 23, 2022		
East	Office Supplies	Paper	Friday, December 23, 2022	2.6892	7.968
South	Office Supplies	Paper	Friday, December 23, 2022		
West	Office Supplies	Paper	Friday, December 23, 2022	41.2032	85.84
Central	Office Supplies	Paper	Saturday, December 24, 2022		
East	Office Supplies	Paper	Saturday, December 24, 2022		
South	Office Supplies	Paper	Saturday, December 24, 2022		
West	Office Supplies	Paper	Saturday, December 24, 2022	16.032	33.4
Central	Office Supplies	Paper	Sunday, December 25, 2022		
East	Office Supplies	Paper	Sunday, December 25, 2022		
South	Office Supplies	Paper	Sunday, December 25, 2022	49.9704	106.32
West	Office Supplies	Paper	Sunday, December 25, 2022	21.7728	45.36
Central	Office Supplies	Paper	Monday, December 26, 2022		
East	Office Supplies	Paper	Monday, December 26, 2022		
South	Office Supplies	Paper	Monday, December 26, 2022		
West	Office Supplies	Paper	Monday, December 26, 2022	15.594	33.9
Central	Office Supplies	Paper	Tuesday, December 27, 2022	11.0288	34.048
East	Office Supplies	Paper	Tuesday, December 27, 2022		
South	Office Supplies	Paper	Tuesday, December 27, 2022		
West	Office Supplies	Paper	Tuesday, December 27, 2022		
Central	Office Supplies	Paper	Thursday, December 29, 2022	67.4424	186.048
East	Office Supplies	Paper	Thursday, December 29, 2022		
South	Office Supplies	Paper	Thursday, December 29, 2022	21.9632	62.752
West	Office Supplies	Paper	Thursday, December 29, 2022		
Central	Office Supplies	Paper	Friday, December 30, 2022		
East	Office Supplies	Paper	Friday, December 30, 2022		
South	Office Supplies	Paper	Friday, December 30, 2022	25.2784	72.224
West	Office Supplies	Paper	Friday, December 30, 2022		
Central	Office Supplies	Paper	Saturday, December 31, 2022		
East	Office Supplies	Paper	Saturday, December 31, 2022		
South	Office Supplies	Paper	Saturday, December 31, 2022	8.218	23.48
West	Office Supplies	Paper	Saturday, December 31, 2022		
Central	Office Supplies	Paper	Tuesday, January 03, 2023		
East	Office Supplies	Paper	Tuesday, January 03, 2023		
South	Office Supplies	Paper	Tuesday, January 03, 2023		
West	Office Supplies	Paper	Tuesday, January 03, 2023	18.6624	38.88
Central	Office Supplies	Paper	Thursday, January 12, 2023		
East	Office Supplies	Paper	Thursday, January 12, 2023	19.2384	40.08
South	Office Supplies	Paper	Thursday, January 12, 2023		
West	Office Supplies	Paper	Thursday, January 12, 2023		
Central	Office Supplies	Paper	Friday, January 13, 2023	15.552	32.4
East	Office Supplies	Paper	Friday, January 13, 2023		
South	Office Supplies	Paper	Friday, January 13, 2023		
West	Office Supplies	Paper	Friday, January 13, 2023		
Central	Office Supplies	Paper	Saturday, January 14, 2023	5.5566	11.34
East	Office Supplies	Paper	Saturday, January 14, 2023		
South	Office Supplies	Paper	Saturday, January 14, 2023	12.7008	36.288
West	Office Supplies	Paper	Saturday, January 14, 2023	69.705	154.9
Central	Office Supplies	Paper	Sunday, January 15, 2023		
East	Office Supplies	Paper	Sunday, January 15, 2023	5.842	12.7
South	Office Supplies	Paper	Sunday, January 15, 2023		
