Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Segment,Superstore 2023.State,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
Central,Office Supplies,Appliances,Home Office,Wisconsin,273.2756,946.66
East,Office Supplies,Appliances,Home Office,Wisconsin,,
South,Office Supplies,Appliances,Home Office,Wisconsin,,
West,Office Supplies,Appliances,Home Office,Wisconsin,,
Central,Office Supplies,Appliances,Home Office,Florida,,
East,Office Supplies,Appliances,Home Office,Florida,,
South,Office Supplies,Appliances,Home Office,Florida,70.4478,925.176
West,Office Supplies,Appliances,Home Office,Florida,,
Central,Office Supplies,Appliances,Home Office,Oklahoma,255.2997,881.7
East,Office Supplies,Appliances,Home Office,Oklahoma,,
South,Office Supplies,Appliances,Home Office,Oklahoma,,
West,Office Supplies,Appliances,Home Office,Oklahoma,,
Central,Office Supplies,Appliances,Home Office,Pennsylvania,,
East,Office Supplies,Appliances,Home Office,Pennsylvania,51.9732,545.808
South,Office Supplies,Appliances,Home Office,Pennsylvania,,
West,Office Supplies,Appliances,Home Office,Pennsylvania,,
Central,Office Supplies,Appliances,Home Office,Maryland,,
East,Office Supplies,Appliances,Home Office,Maryland,103.2284,355.96
South,Office Supplies,Appliances,Home Office,Maryland,,
West,Office Supplies,Appliances,Home Office,Maryland,,
Central,Office Supplies,Appliances,Home Office,Texas,-761.5915,317.336
East,Office Supplies,Appliances,Home Office,Texas,,
South,Office Supplies,Appliances,Home Office,Texas,,
West,Office Supplies,Appliances,Home Office,Texas,,
Central,Office Supplies,Appliances,Home Office,Colorado,,
East,Office Supplies,Appliances,Home Office,Colorado,,
South,Office Supplies,Appliances,Home Office,Colorado,,
West,Office Supplies,Appliances,Home Office,Colorado,29.491,253.352
Central,Office Supplies,Appliances,Home Office,Massachusetts,,
East,Office Supplies,Appliances,Home Office,Massachusetts,68.8464,245.88
South,Office Supplies,Appliances,Home Office,Massachusetts,,
West,Office Supplies,Appliances,Home Office,Massachusetts,,
Central,Office Supplies,Appliances,Home Office,Washington,,
East,Office Supplies,Appliances,Home Office,Washington,,
South,Office Supplies,Appliances,Home Office,Washington,,
West,Office Supplies,Appliances,Home Office,Washington,66.3264,236.88
Central,Office Supplies,Appliances,Home Office,Arizona,,
East,Office Supplies,Appliances,Home Office,Arizona,,
South,Office Supplies,Appliances,Home Office,Arizona,,
West,Office Supplies,Appliances,Home Office,Arizona,23.6364,236.192
Central,Office Supplies,Appliances,Home Office,Idaho,,
East,Office Supplies,Appliances,Home Office,Idaho,,
South,Office Supplies,Appliances,Home Office,Idaho,,
West,Office Supplies,Appliances,Home Office,Idaho,66.0736,227.84
Central,Office Supplies,Appliances,Home Office,Indiana,56.511,209.3
East,Office Supplies,Appliances,Home Office,Indiana,,
South,Office Supplies,Appliances,Home Office,Indiana,,
West,Office Supplies,Appliances,Home Office,Indiana,,
Central,Office Supplies,Appliances,Home Office,Virginia,,
East,Office Supplies,Appliances,Home Office,Virginia,,
South,Office Supplies,Appliances,Home Office,Virginia,54.4068,189.16
West,Office Supplies,Appliances,Home Office,Virginia,,
Central,Office Supplies,Appliances,Home Office,New Jersey,,
East,Office Supplies,Appliances,Home Office,New Jersey,40.4683,152.99
South,Office Supplies,Appliances,Home Office,New Jersey,,
West,Office Supplies,Appliances,Home Office,New Jersey,,
Central,Office Supplies,Appliances,Home Office,Oregon,,
East,Office Supplies,Appliances,Home Office,Oregon,,
South,Office Supplies,Appliances,Home Office,Oregon,,
West,Office Supplies,Appliances,Home Office,Oregon,8.7168,87.168
Central,Office Supplies,Appliances,Home Office,Illinois,-191.619,70.97
East,Office Supplies,Appliances,Home Office,Illinois,,
South,Office Supplies,Appliances,Home Office,Illinois,,
West,Office Supplies,Appliances,Home Office,Illinois,,
Central,Office Supplies,Appliances,Home Office,Delaware,,
East,Office Supplies,Appliances,Home Office,Delaware,11.0544,39.48
South,Office Supplies,Appliances,Home Office,Delaware,,
West,Office Supplies,Appliances,Home Office,Delaware,,
Central,Office Supplies,Paper,Consumer,California,,
East,Office Supplies,Paper,Consumer,California,,
South,Office Supplies,Paper,Consumer,California,,
West,Office Supplies,Paper,Consumer,California,3740.6319,7890.74
Central,Office Supplies,Paper,Consumer,New York,,
East,Office Supplies,Paper,Consumer,New York,1936.0091,4088.72
South,Office Supplies,Paper,Consumer,New York,,
West,Office Supplies,Paper,Consumer,New York,,
Central,Office Supplies,Paper,Consumer,Texas,1292.8953,3744.616
East,Office Supplies,Paper,Consumer,Texas,,
South,Office Supplies,Paper,Consumer,Texas,,
West,Office Supplies,Paper,Consumer,Texas,,
Central,Office Supplies,Paper,Consumer,North Carolina,,
East,Office Supplies,Paper,Consumer,North Carolina,,
South,Office Supplies,Paper,Consumer,North Carolina,683.8607,1962.984
West,Office Supplies,Paper,Consumer,North Carolina,,
Central,Office Supplies,Paper,Consumer,Washington,,
East,Office Supplies,Paper,Consumer,Washington,,
South,Office Supplies,Paper,Consumer,Washington,,
West,Office Supplies,Paper,Consumer,Washington,795.6753,1687.64
Central,Office Supplies,Paper,Consumer,Illinois,481.3064,1415.984
East,Office Supplies,Paper,Consumer,Illinois,,
South,Office Supplies,Paper,Consumer,Illinois,,
West,Office Supplies,Paper,Consumer,Illinois,,
Central,Office Supplies,Paper,Consumer,Florida,,
East,Office Supplies,Paper,Consumer,Florida,,
South,Office Supplies,Paper,Consumer,Florida,480.5774,1379.584
West,Office Supplies,Paper,Consumer,Florida,,
Central,Office Supplies,Paper,Consumer,Georgia,,
East,Office Supplies,Paper,Consumer,Georgia,,
South,Office Supplies,Paper,Consumer,Georgia,661.7033,1369.45
West,Office Supplies,Paper,Consumer,Georgia,,
Central,Office Supplies,Paper,Consumer,Arizona,,
East,Office Supplies,Paper,Consumer,Arizona,,
South,Office Supplies,Paper,Consumer,Arizona,,
West,Office Supplies,Paper,Consumer,Arizona,382.4518,1136.008
Central,Office Supplies,Paper,Consumer,Tennessee,,
East,Office Supplies,Paper,Consumer,Tennessee,,
South,Office Supplies,Paper,Consumer,Tennessee,297.2785,865.104
West,Office Supplies,Paper,Consumer,Tennessee,,
Central,Office Supplies,Paper,Consumer,Pennsylvania,,
East,Office Supplies,Paper,Consumer,Pennsylvania,276.3826,799.568
South,Office Supplies,Paper,Consumer,Pennsylvania,,
West,Office Supplies,Paper,Consumer,Pennsylvania,,
Central,Office Supplies,Paper,Consumer,Ohio,,
East,Office Supplies,Paper,Consumer,Ohio,266.0804,774.64
South,Office Supplies,Paper,Consumer,Ohio,,
West,Office Supplies,Paper,Consumer,Ohio,,
Central,Office Supplies,Paper,Consumer,Indiana,337.2345,715.86
East,Office Supplies,Paper,Consumer,Indiana,,
South,Office Supplies,Paper,Consumer,Indiana,,
West,Office Supplies,Paper,Consumer,Indiana,,
Central,Office Supplies,Paper,Consumer,Connecticut,,
East,Office Supplies,Paper,Consumer,Connecticut,335.3786,695.92
South,Office Supplies,Paper,Consumer,Connecticut,,
West,Office Supplies,Paper,Consumer,Connecticut,,
Central,Office Supplies,Paper,Consumer,Virginia,,
East,Office Supplies,Paper,Consumer,Virginia,,
South,Office Supplies,Paper,Consumer,Virginia,307.4964,656.84
West,Office Supplies,Paper,Consumer,Virginia,,
Central,Office Supplies,Paper,Consumer,Massachusetts,,
East,Office Supplies,Paper,Consumer,Massachusetts,302.8902,635.1
South,Office Supplies,Paper,Consumer,Massachusetts,,
West,Office Supplies,Paper,Consumer,Massachusetts,,
Central,Office Supplies,Paper,Consumer,New Jersey,,
East,Office Supplies,Paper,Consumer,New Jersey,292.7267,609.45
South,Office Supplies,Paper,Consumer,New Jersey,,
West,Office Supplies,Paper,Consumer,New Jersey,,
Central,Office Supplies,Paper,Consumer,Arkansas,,
East,Office Supplies,Paper,Consumer,Arkansas,,
South,Office Supplies,Paper,Consumer,Arkansas,287.517,601
West,Office Supplies,Paper,Consumer,Arkansas,,
Central,Office Supplies,Paper,Consumer,Utah,,
East,Office Supplies,Paper,Consumer,Utah,,
South,Office Supplies,Paper,Consumer,Utah,,
West,Office Supplies,Paper,Consumer,Utah,276.8166,573.18
Central,Office Supplies,Paper,Consumer,Colorado,,
East,Office Supplies,Paper,Consumer,Colorado,,
South,Office Supplies,Paper,Consumer,Colorado,,
West,Office Supplies,Paper,Consumer,Colorado,179.4737,539.512
Central,Office Supplies,Paper,Consumer,Oregon,,
East,Office Supplies,Paper,Consumer,Oregon,,
South,Office Supplies,Paper,Consumer,Oregon,,
West,Office Supplies,Paper,Consumer,Oregon,173.8431,525.208
Central,Office Supplies,Paper,Consumer,Maryland,,
East,Office Supplies,Paper,Consumer,Maryland,226.0529,463.24
South,Office Supplies,Paper,Consumer,Maryland,,
West,Office Supplies,Paper,Consumer,Maryland,,
Central,Office Supplies,Paper,Consumer,Michigan,178.6023,382.64
East,Office Supplies,Paper,Consumer,Michigan,,
South,Office Supplies,Paper,Consumer,Michigan,,
West,Office Supplies,Paper,Consumer,Michigan,,
Central,Office Supplies,Paper,Consumer,Mississippi,,
East,Office Supplies,Paper,Consumer,Mississippi,,
South,Office Supplies,Paper,Consumer,Mississippi,161.9368,330.88
West,Office Supplies,Paper,Consumer,Mississippi,,
Central,Office Supplies,Paper,Consumer,Delaware,,
East,Office Supplies,Paper,Consumer,Delaware,156.7706,328.87
South,Office Supplies,Paper,Consumer,Delaware,,
West,Office Supplies,Paper,Consumer,Delaware,,
Central,Office Supplies,Paper,Consumer,Kentucky,,
East,Office Supplies,Paper,Consumer,Kentucky,,
South,Office Supplies,Paper,Consumer,Kentucky,147.3983,316.67
West,Office Supplies,Paper,Consumer,Kentucky,,
Central,Office Supplies,Paper,Consumer,Kansas,141.444,289.44
East,Office Supplies,Paper,Consumer,Kansas,,
South,Office Supplies,Paper,Consumer,Kansas,,
West,Office Supplies,Paper,Consumer,Kansas,,
Central,Office Supplies,Paper,Consumer,Wisconsin,104.61,223.16
East,Office Supplies,Paper,Consumer,Wisconsin,,
South,Office Supplies,Paper,Consumer,Wisconsin,,
West,Office Supplies,Paper,Consumer,Wisconsin,,
Central,Office Supplies,Paper,Consumer,Nebraska,100.2306,210.03
East,Office Supplies,Paper,Consumer,Nebraska,,
South,Office Supplies,Paper,Consumer,Nebraska,,
West,Office Supplies,Paper,Consumer,Nebraska,,
Central,Office Supplies,Paper,Consumer,Iowa,75.4442,159.04
East,Office Supplies,Paper,Consumer,Iowa,,
South,Office Supplies,Paper,Consumer,Iowa,,
West,Office Supplies,Paper,Consumer,Iowa,,
Central,Office Supplies,Paper,Consumer,Oklahoma,71.0754,151.26
East,Office Supplies,Paper,Consumer,Oklahoma,,
South,Office Supplies,Paper,Consumer,Oklahoma,,
West,Office Supplies,Paper,Consumer,Oklahoma,,
Central,Office Supplies,Paper,Consumer,Missouri,70.8594,146.97
East,Office Supplies,Paper,Consumer,Missouri,,
South,Office Supplies,Paper,Consumer,Missouri,,
West,Office Supplies,Paper,Consumer,Missouri,,
Central,Office Supplies,Paper,Consumer,Minnesota,60.9356,125.02
East,Office Supplies,Paper,Consumer,Minnesota,,
South,Office Supplies,Paper,Consumer,Minnesota,,
West,Office Supplies,Paper,Consumer,Minnesota,,
Central,Office Supplies,Paper,Consumer,Rhode Island,,
East,Office Supplies,Paper,Consumer,Rhode Island,49.3124,106.98
South,Office Supplies,Paper,Consumer,Rhode Island,,
West,Office Supplies,Paper,Consumer,Rhode Island,,
Central,Office Supplies,Paper,Consumer,Vermont,,
East,Office Supplies,Paper,Consumer,Vermont,43.334,92.2
South,Office Supplies,Paper,Consumer,Vermont,,
West,Office Supplies,Paper,Consumer,Vermont,,
Central,Office Supplies,Paper,Consumer,Nevada,,
East,Office Supplies,Paper,Consumer,Nevada,,
South,Office Supplies,Paper,Consumer,Nevada,,
West,Office Supplies,Paper,Consumer,Nevada,34.7904,72.48
Central,Office Supplies,Paper,Consumer,Louisiana,,
East,Office Supplies,Paper,Consumer,Louisiana,,
South,Office Supplies,Paper,Consumer,Louisiana,27.9936,58.32
West,Office Supplies,Paper,Consumer,Louisiana,,
Central,Office Supplies,Paper,Consumer,New Mexico,,
East,Office Supplies,Paper,Consumer,New Mexico,,
South,Office Supplies,Paper,Consumer,New Mexico,,
West,Office Supplies,Paper,Consumer,New Mexico,25.0124,53.4
Central,Office Supplies,Paper,Consumer,South Carolina,,
East,Office Supplies,Paper,Consumer,South Carolina,,
South,Office Supplies,Paper,Consumer,South Carolina,17.9416,36.88
West,Office Supplies,Paper,Consumer,South Carolina,,
Central,Office Supplies,Paper,Consumer,New Hampshire,,
East,Office Supplies,Paper,Consumer,New Hampshire,17.22,34.44
South,Office Supplies,Paper,Consumer,New Hampshire,,
West,Office Supplies,Paper,Consumer,New Hampshire,,
Central,Office Supplies,Paper,Consumer,District of Columbia,,
East,Office Supplies,Paper,Consumer,District of Columbia,15.1732,32.14
South,Office Supplies,Paper,Consumer,District of Columbia,,
West,Office Supplies,Paper,Consumer,District of Columbia,,
Central,Office Supplies,Paper,Consumer,Alabama,,
East,Office Supplies,Paper,Consumer,Alabama,,
South,Office Supplies,Paper,Consumer,Alabama,11.6328,25.56
West,Office Supplies,Paper,Consumer,Alabama,,
Central,Office Supplies,Paper,Consumer,Idaho,,
East,Office Supplies,Paper,Consumer,Idaho,,
South,Office Supplies,Paper,Consumer,Idaho,,
West,Office Supplies,Paper,Consumer,Idaho,8.6436,17.64
Central,Office Supplies,Paper,Corporate,California,,
East,Office Supplies,Paper,Corporate,California,,
South,Office Supplies,Paper,Corporate,California,,
West,Office Supplies,Paper,Corporate,California,2372.2356,4987.43
Central,Office Supplies,Paper,Corporate,Texas,824.4686,2369.912
East,Office Supplies,Paper,Corporate,Texas,,
South,Office Supplies,Paper,Corporate,Texas,,
West,Office Supplies,Paper,Corporate,Texas,,
Central,Office Supplies,Paper,Corporate,New York,,
East,Office Supplies,Paper,Corporate,New York,1035.7429,2159.12
South,Office Supplies,Paper,Corporate,New York,,
West,Office Supplies,Paper,Corporate,New York,,
Central,Office Supplies,Paper,Corporate,Washington,,
East,Office Supplies,Paper,Corporate,Washington,,
South,Office Supplies,Paper,Corporate,Washington,,
West,Office Supplies,Paper,Corporate,Washington,646.5478,1356.48
Central,Office Supplies,Paper,Corporate,Michigan,518.5478,1087.31
East,Office Supplies,Paper,Corporate,Michigan,,
South,Office Supplies,Paper,Corporate,Michigan,,
West,Office Supplies,Paper,Corporate,Michigan,,
Central,Office Supplies,Paper,Corporate,Arizona,,
East,Office Supplies,Paper,Corporate,Arizona,,
South,Office Supplies,Paper,Corporate,Arizona,,
West,Office Supplies,Paper,Corporate,Arizona,368.217,1045.952
Central,Office Supplies,Paper,Corporate,Pennsylvania,,
East,Office Supplies,Paper,Corporate,Pennsylvania,334.1081,998.472
South,Office Supplies,Paper,Corporate,Pennsylvania,,
West,Office Supplies,Paper,Corporate,Pennsylvania,,
Central,Office Supplies,Paper,Corporate,Illinois,312.4876,935
East,Office Supplies,Paper,Corporate,Illinois,,
South,Office Supplies,Paper,Corporate,Illinois,,
West,Office Supplies,Paper,Corporate,Illinois,,
Central,Office Supplies,Paper,Corporate,Indiana,390.1486,826.41
East,Office Supplies,Paper,Corporate,Indiana,,
South,Office Supplies,Paper,Corporate,Indiana,,
West,Office Supplies,Paper,Corporate,Indiana,,
Central,Office Supplies,Paper,Corporate,Massachusetts,,
East,Office Supplies,Paper,Corporate,Massachusetts,353.9795,762.19
South,Office Supplies,Paper,Corporate,Massachusetts,,
West,Office Supplies,Paper,Corporate,Massachusetts,,
Central,Office Supplies,Paper,Corporate,New Jersey,,
East,Office Supplies,Paper,Corporate,New Jersey,359.4544,747.58
South,Office Supplies,Paper,Corporate,New Jersey,,
West,Office Supplies,Paper,Corporate,New Jersey,,
Central,Office Supplies,Paper,Corporate,Kentucky,,
East,Office Supplies,Paper,Corporate,Kentucky,,
South,Office Supplies,Paper,Corporate,Kentucky,351.8044,735.34
West,Office Supplies,Paper,Corporate,Kentucky,,
Central,Office Supplies,Paper,Corporate,Florida,,
East,Office Supplies,Paper,Corporate,Florida,,
South,Office Supplies,Paper,Corporate,Florida,240.0496,720.464
West,Office Supplies,Paper,Corporate,Florida,,
Central,Office Supplies,Paper,Corporate,North Carolina,,
East,Office Supplies,Paper,Corporate,North Carolina,,
