Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Furniture	United States	2016	November	6	-5.7366
Office Supplies	United States	2016	November	6	66.6148
Technology	United States	2016	November	6	
Furniture	United States	2016	November	7	88.6364
Office Supplies	United States	2016	November	7	188.7427
Technology	United States	2016	November	7	357.7461
Furniture	United States	2016	November	8	261.4956
Office Supplies	United States	2016	November	8	
Technology	United States	2016	November	8	
Furniture	United States	2016	November	9	
Office Supplies	United States	2016	November	9	
Technology	United States	2016	November	9	177.5889
Furniture	United States	2016	November	10	295.9822
Office Supplies	United States	2016	November	10	492.7838
Technology	United States	2016	November	10	292.7624
Furniture	United States	2016	November	11	260.3728
Office Supplies	United States	2016	November	11	138.1588
Technology	United States	2016	November	11	97.4863
Furniture	United States	2016	November	12	-50.8692
Office Supplies	United States	2016	November	12	193.6984
Technology	United States	2016	November	12	27.496
Furniture	United States	2016	November	13	21.7894
Office Supplies	United States	2016	November	13	174.5912
Technology	United States	2016	November	13	592.7896
Furniture	United States	2016	November	14	67.1056
Office Supplies	United States	2016	November	14	32.9076
Technology	United States	2016	November	14	324.0978
Furniture	United States	2016	November	15	-199.5076
Office Supplies	United States	2016	November	15	394.6446
Technology	United States	2016	November	15	67.8531
Furniture	United States	2016	November	16	
Office Supplies	United States	2016	November	16	16.156
Technology	United States	2016	November	16	
Furniture	United States	2016	November	17	
Office Supplies	United States	2016	November	17	22.2541
Technology	United States	2016	November	17	6.7176
Furniture	United States	2016	November	18	14.9936
Office Supplies	United States	2016	November	18	136.8052
Technology	United States	2016	November	18	629.3032
Furniture	United States	2016	November	19	0.8414
Office Supplies	United States	2016	November	19	85.7231
Technology	United States	2016	November	19	25.186
Furniture	United States	2016	November	20	-118.0046
Office Supplies	United States	2016	November	20	248.4638
Technology	United States	2016	November	20	378.3334
Furniture	United States	2016	November	21	7.0598
Office Supplies	United States	2016	November	21	56.7966
Technology	United States	2016	November	21	87.0972
Furniture	United States	2016	November	22	11.1664
Office Supplies	United States	2016	November	22	69.7994
Technology	United States	2016	November	22	-0.6008
Furniture	United States	2016	November	23	16.2796
Office Supplies	United States	2016	November	23	2.37
Technology	United States	2016	November	23	
Furniture	United States	2016	November	24	341.0816
Office Supplies	United States	2016	November	24	465.282
Technology	United States	2016	November	24	439.7425
Furniture	United States	2016	November	25	348.8433
Office Supplies	United States	2016	November	25	-207.0218
Technology	United States	2016	November	25	-6389.2184
Furniture	United States	2016	November	26	337.9528
Office Supplies	United States	2016	November	26	80.2262
Technology	United States	2016	November	26	1358.6967
Furniture	United States	2016	November	27	-103.9386
Office Supplies	United States	2016	November	27	240.0907
Technology	United States	2016	November	27	73.2723
Furniture	United States	2016	November	28	28.1313
Office Supplies	United States	2016	November	28	359.7758
Technology	United States	2016	November	28	-67.6041
Furniture	United States	2016	November	29	-302.72
Office Supplies	United States	2016	November	29	
Technology	United States	2016	November	29	16.7946
Furniture	United States	2016	November	30	35.0973
Office Supplies	United States	2016	November	30	47.8526
Technology	United States	2016	November	30	2.7144
Furniture	United States	2016	December	1	196.1623
Office Supplies	United States	2016	December	1	1289.4528
Technology	United States	2016	December	1	167.2497
Furniture	United States	2016	December	2	-108.4146
Office Supplies	United States	2016	December	2	930.6818
Technology	United States	2016	December	2	170.176
Furniture	United States	2016	December	3	108.0952
Office Supplies	United States	2016	December	3	297.781
Technology	United States	2016	December	3	659.98
Furniture	United States	2016	December	4	20.4822
Office Supplies	United States	2016	December	4	91.9206
Technology	United States	2016	December	4	34.386
Furniture	United States	2016	December	5	687.2788
Office Supplies	United States	2016	December	5	475.6634
Technology	United States	2016	December	5	305.7947
Furniture	United States	2016	December	6	
Office Supplies	United States	2016	December	6	828.1263
Technology	United States	2016	December	6	189.1088
Furniture	United States	2016	December	8	-134.1704
Office Supplies	United States	2016	December	8	108.7746
Technology	United States	2016	December	8	172.3661
Furniture	United States	2016	December	9	129.2052
Office Supplies	United States	2016	December	9	193.1715
Technology	United States	2016	December	9	17.6626
Furniture	United States	2016	December	10	384.3622
Office Supplies	United States	2016	December	10	627.4336
Technology	United States	2016	December	10	8.5025
Furniture	United States	2016	December	11	-174.4075
Office Supplies	United States	2016	December	11	162.1976
Technology	United States	2016	December	11	438.1821
Furniture	United States	2016	December	12	151.3851
Office Supplies	United States	2016	December	12	49.6713
Technology	United States	2016	December	12	281.0068
Furniture	United States	2016	December	13	41.7852
Office Supplies	United States	2016	December	13	5.457
Technology	United States	2016	December	13	24.9132
Furniture	United States	2016	December	14	247.987
Office Supplies	United States	2016	December	14	67.5543
Technology	United States	2016	December	14	
Furniture	United States	2016	December	15	-68.9733
Office Supplies	United States	2016	December	15	96.5919
Technology	United States	2016	December	15	
Furniture	United States	2016	December	16	7.049
Office Supplies	United States	2016	December	16	-3.0394
Technology	United States	2016	December	16	4.4541
Furniture	United States	2016	December	17	-325.572
Office Supplies	United States	2016	December	17	4985.7789
Technology	United States	2016	December	17	-6.21
Furniture	United States	2016	December	18	-71.715
Office Supplies	United States	2016	December	18	639.5787
Technology	United States	2016	December	18	159.6307
Furniture	United States	2016	December	19	-249.2576
Office Supplies	United States	2016	December	19	-2.1277
Technology	United States	2016	December	19	
Furniture	United States	2016	December	20	7.3788
Office Supplies	United States	2016	December	20	22.533
Technology	United States	2016	December	20	8.619
Furniture	United States	2016	December	22	221.112
Office Supplies	United States	2016	December	22	3.2744
Technology	United States	2016	December	22	3.757
Furniture	United States	2016	December	23	234.2568
Office Supplies	United States	2016	December	23	158.5047
Technology	United States	2016	December	23	615.4989
Furniture	United States	2016	December	24	226.3488
Office Supplies	United States	2016	December	24	-32.9818
Technology	United States	2016	December	24	130.1559
Furniture	United States	2016	December	25	1172.109
Office Supplies	United States	2016	December	25	88.8623
Technology	United States	2016	December	25	132.4248
Furniture	United States	2016	December	26	53.9163
Office Supplies	United States	2016	December	26	52.8932
Technology	United States	2016	December	26	49.1321
Furniture	United States	2016	December	27	-12.0784
Office Supplies	United States	2016	December	27	28.337
Technology	United States	2016	December	27	0.5
Furniture	United States	2016	December	29	84.3464
Office Supplies	United States	2016	December	29	108.1491
Technology	United States	2016	December	29	
Furniture	United States	2016	December	30	0
Office Supplies	United States	2016	December	30	146.8632
Technology	United States	2016	December	30	
Furniture	United States	2016	December	31	
Office Supplies	United States	2016	December	31	45.5653
Technology	United States	2016	December	31	22.6782
Furniture	United States	2017	January	1	-6.1993
Office Supplies	United States	2017	January	1	-175.2116
Technology	United States	2017	January	1	
Furniture	United States	2017	January	2	-169.637
Office Supplies	United States	2017	January	2	-15.3888
Technology	United States	2017	January	2	-22.0215
Furniture	United States	2017	January	3	
Office Supplies	United States	2017	January	3	704.28
Technology	United States	2017	January	3	
Furniture	United States	2017	January	6	
Office Supplies	United States	2017	January	6	15.5204
Technology	United States	2017	January	6	
Furniture	United States	2017	January	7	
Office Supplies	United States	2017	January	7	78.7232
Technology	United States	2017	January	7	679.996
Furniture	United States	2017	January	8	80.3682
Office Supplies	United States	2017	January	8	
Technology	United States	2017	January	8	
Furniture	United States	2017	January	9	
Office Supplies	United States	2017	January	9	-228.7425
Technology	United States	2017	January	9	
Furniture	United States	2017	January	12	15.8256
Office Supplies	United States	2017	January	12	-1117.3416
Technology	United States	2017	January	12	
Furniture	United States	2017	January	13	53.235
Office Supplies	United States	2017	January	13	153.4174
Technology	United States	2017	January	13	
Furniture	United States	2017	January	14	8.532
Office Supplies	United States	2017	January	14	133.1638
Technology	United States	2017	January	14	67.1121
Furniture	United States	2017	January	15	
Office Supplies	United States	2017	January	15	269.51
Technology	United States	2017	January	15	27.696
Furniture	United States	2017	January	16	65.7499
Office Supplies	United States	2017	January	16	2529.4531
Technology	United States	2017	January	16	
Furniture	United States	2017	January	19	-56.9829
Office Supplies	United States	2017	January	19	205.4672
Technology	United States	2017	January	19	-93.08
Furniture	United States	2017	January	20	2.3094
Office Supplies	United States	2017	January	20	13.1828
Technology	United States	2017	January	20	140.5398
Furniture	United States	2017	January	21	18.6956
Office Supplies	United States	2017	January	21	200.9612
Technology	United States	2017	January	21	399.5619
Furniture	United States	2017	January	22	
Office Supplies	United States	2017	January	22	81.3741
