Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2014,Corporate,North Carolina,United States,Wilmington,6,39.072
2015,Corporate,North Carolina,United States,Wilmington,,
2016,Corporate,North Carolina,United States,Wilmington,,
2017,Corporate,North Carolina,United States,Wilmington,,
2014,Corporate,North Carolina,United States,Wilson,,
2015,Corporate,North Carolina,United States,Wilson,,
2016,Corporate,North Carolina,United States,Wilson,7,191.808
2017,Corporate,North Carolina,United States,Wilson,,
2014,Corporate,Ohio,United States,Akron,,
2015,Corporate,Ohio,United States,Akron,,
2016,Corporate,Ohio,United States,Akron,9,787.044
2017,Corporate,Ohio,United States,Akron,7,1034.828
2014,Corporate,Ohio,United States,Bowling Green,,
2015,Corporate,Ohio,United States,Bowling Green,,
2016,Corporate,Ohio,United States,Bowling Green,,
2017,Corporate,Ohio,United States,Bowling Green,11,1126.294
2014,Corporate,Ohio,United States,Cincinnati,,
2015,Corporate,Ohio,United States,Cincinnati,,
2016,Corporate,Ohio,United States,Cincinnati,16,889.38
2017,Corporate,Ohio,United States,Cincinnati,4,94.78399999999999
2014,Corporate,Ohio,United States,Cleveland,,
2015,Corporate,Ohio,United States,Cleveland,,
2016,Corporate,Ohio,United States,Cleveland,,
2017,Corporate,Ohio,United States,Cleveland,10,144.904
2014,Corporate,Ohio,United States,Columbus,57,2535.782
2015,Corporate,Ohio,United States,Columbus,14,369.674
2016,Corporate,Ohio,United States,Columbus,19,1252.636
2017,Corporate,Ohio,United States,Columbus,38,856.226
2014,Corporate,Ohio,United States,Cuyahoga Falls,,
2015,Corporate,Ohio,United States,Cuyahoga Falls,6,8.352
2016,Corporate,Ohio,United States,Cuyahoga Falls,,
2017,Corporate,Ohio,United States,Cuyahoga Falls,,
2014,Corporate,Ohio,United States,Dublin,,
2015,Corporate,Ohio,United States,Dublin,,
2016,Corporate,Ohio,United States,Dublin,,
2017,Corporate,Ohio,United States,Dublin,6,1057.446
2014,Corporate,Ohio,United States,Elyria,,
2015,Corporate,Ohio,United States,Elyria,,
2016,Corporate,Ohio,United States,Elyria,,
2017,Corporate,Ohio,United States,Elyria,1,1.8240000000000003
2014,Corporate,Ohio,United States,Fairfield,6,795.4080000000001
2015,Corporate,Ohio,United States,Fairfield,,
2016,Corporate,Ohio,United States,Fairfield,8,537.6160000000001
2017,Corporate,Ohio,United States,Fairfield,,
2014,Corporate,Ohio,United States,Kent,,
2015,Corporate,Ohio,United States,Kent,,
2016,Corporate,Ohio,United States,Kent,6,103.96799999999999
2017,Corporate,Ohio,United States,Kent,,
2014,Corporate,Ohio,United States,Lakewood,,
2015,Corporate,Ohio,United States,Lakewood,,
2016,Corporate,Ohio,United States,Lakewood,2,661.176
2017,Corporate,Ohio,United States,Lakewood,26,280.116
2014,Corporate,Ohio,United States,Lancaster,,
2015,Corporate,Ohio,United States,Lancaster,,
2016,Corporate,Ohio,United States,Lancaster,3,2.907
2017,Corporate,Ohio,United States,Lancaster,7,265.07200000000006
2014,Corporate,Ohio,United States,Lorain,8,1421.664
2015,Corporate,Ohio,United States,Lorain,,
2016,Corporate,Ohio,United States,Lorain,9,402.645
2017,Corporate,Ohio,United States,Lorain,,
2014,Corporate,Ohio,United States,Marion,,
2015,Corporate,Ohio,United States,Marion,12,1568.8620000000003
2016,Corporate,Ohio,United States,Marion,,
2017,Corporate,Ohio,United States,Marion,6,168
2014,Corporate,Ohio,United States,Mason,7,94.26400000000001
2015,Corporate,Ohio,United States,Mason,,
2016,Corporate,Ohio,United States,Mason,,
2017,Corporate,Ohio,United States,Mason,,
2014,Corporate,Ohio,United States,Medina,,
2015,Corporate,Ohio,United States,Medina,21,1816.6960000000001
2016,Corporate,Ohio,United States,Medina,,
2017,Corporate,Ohio,United States,Medina,,
2014,Corporate,Ohio,United States,Newark,8,211.57600000000002
2015,Corporate,Ohio,United States,Newark,,
2016,Corporate,Ohio,United States,Newark,15,315.8960000000001
2017,Corporate,Ohio,United States,Newark,27,1469.6459999999997
2014,Corporate,Ohio,United States,Springfield,,
2015,Corporate,Ohio,United States,Springfield,6,637.27
2016,Corporate,Ohio,United States,Springfield,6,82.44
2017,Corporate,Ohio,United States,Springfield,28,1621.0230000000004
2014,Corporate,Ohio,United States,Toledo,,
2015,Corporate,Ohio,United States,Toledo,48,795.558
2016,Corporate,Ohio,United States,Toledo,7,259.048
2017,Corporate,Ohio,United States,Toledo,5,17.480000000000004
2014,Corporate,Ohio,United States,Troy,,
2015,Corporate,Ohio,United States,Troy,9,498.49199999999996
2016,Corporate,Ohio,United States,Troy,4,23.976
2017,Corporate,Ohio,United States,Troy,,
2014,Corporate,Oklahoma,United States,Broken Arrow,,
2015,Corporate,Oklahoma,United States,Broken Arrow,,
2016,Corporate,Oklahoma,United States,Broken Arrow,9,1604.7300000000002
2017,Corporate,Oklahoma,United States,Broken Arrow,,
2014,Corporate,Oklahoma,United States,Norman,,
2015,Corporate,Oklahoma,United States,Norman,,
2016,Corporate,Oklahoma,United States,Norman,4,63.88
2017,Corporate,Oklahoma,United States,Norman,,
2014,Corporate,Oklahoma,United States,Oklahoma City,,
2015,Corporate,Oklahoma,United States,Oklahoma City,,
2016,Corporate,Oklahoma,United States,Oklahoma City,8,94.94999999999999
2017,Corporate,Oklahoma,United States,Oklahoma City,,
2014,Corporate,Oklahoma,United States,Tulsa,,
2015,Corporate,Oklahoma,United States,Tulsa,,
2016,Corporate,Oklahoma,United States,Tulsa,18,806.1899999999999
2017,Corporate,Oklahoma,United States,Tulsa,,
2014,Corporate,Oregon,United States,Eugene,,
2015,Corporate,Oregon,United States,Eugene,,
2016,Corporate,Oregon,United States,Eugene,23,1465.032
2017,Corporate,Oregon,United States,Eugene,,
2014,Corporate,Oregon,United States,Gresham,,
2015,Corporate,Oregon,United States,Gresham,,
2016,Corporate,Oregon,United States,Gresham,4,403.168
2017,Corporate,Oregon,United States,Gresham,,
2014,Corporate,Oregon,United States,Hillsboro,,
2015,Corporate,Oregon,United States,Hillsboro,,
2016,Corporate,Oregon,United States,Hillsboro,,
2017,Corporate,Oregon,United States,Hillsboro,10,23.766000000000002
2014,Corporate,Oregon,United States,Medford,,
2015,Corporate,Oregon,United States,Medford,2,9.762
2016,Corporate,Oregon,United States,Medford,,
2017,Corporate,Oregon,United States,Medford,,
2014,Corporate,Oregon,United States,Portland,,
2015,Corporate,Oregon,United States,Portland,,
2016,Corporate,Oregon,United States,Portland,8,335.8
2017,Corporate,Oregon,United States,Portland,7,42.28000000000001
2014,Corporate,Oregon,United States,Redmond,,
2015,Corporate,Oregon,United States,Redmond,,
2016,Corporate,Oregon,United States,Redmond,,
2017,Corporate,Oregon,United States,Redmond,12,265.299
2014,Corporate,Oregon,United States,Salem,17,344.92
2015,Corporate,Oregon,United States,Salem,,
2016,Corporate,Oregon,United States,Salem,,
2017,Corporate,Oregon,United States,Salem,,
2014,Corporate,Oregon,United States,Springfield,4,64.864
2015,Corporate,Oregon,United States,Springfield,43,1475.133
2016,Corporate,Oregon,United States,Springfield,3,859.2
2017,Corporate,Oregon,United States,Springfield,21,1209.6760000000002
2014,Corporate,Oregon,United States,Tigard,,
2015,Corporate,Oregon,United States,Tigard,,
2016,Corporate,Oregon,United States,Tigard,10,65.07000000000001
2017,Corporate,Oregon,United States,Tigard,,
2014,Corporate,Pennsylvania,United States,Altoona,,
2015,Corporate,Pennsylvania,United States,Altoona,9,20.451
2016,Corporate,Pennsylvania,United States,Altoona,,
2017,Corporate,Pennsylvania,United States,Altoona,,
2014,Corporate,Pennsylvania,United States,Bethlehem,,
2015,Corporate,Pennsylvania,United States,Bethlehem,4,132.94
2016,Corporate,Pennsylvania,United States,Bethlehem,,
2017,Corporate,Pennsylvania,United States,Bethlehem,,
2014,Corporate,Pennsylvania,United States,Lancaster,6,44.91000000000001
2015,Corporate,Pennsylvania,United States,Lancaster,,
2016,Corporate,Pennsylvania,United States,Lancaster,,
2017,Corporate,Pennsylvania,United States,Lancaster,17,462.512
2014,Corporate,Pennsylvania,United States,Philadelphia,165,6352.806
2015,Corporate,Pennsylvania,United States,Philadelphia,99,4420.6179999999995
2016,Corporate,Pennsylvania,United States,Philadelphia,172,6869.597000000001
2017,Corporate,Pennsylvania,United States,Philadelphia,230,11247.822
2014,Corporate,Pennsylvania,United States,Reading,6,545.928
2015,Corporate,Pennsylvania,United States,Reading,2,15.008000000000003
2016,Corporate,Pennsylvania,United States,Reading,,
2017,Corporate,Pennsylvania,United States,Reading,,
2014,Corporate,Pennsylvania,United States,York,,
2015,Corporate,Pennsylvania,United States,York,,
2016,Corporate,Pennsylvania,United States,York,13,714.498
2017,Corporate,Pennsylvania,United States,York,6,103.48
2014,Corporate,Rhode Island,United States,Providence,,
2015,Corporate,Rhode Island,United States,Providence,9,599.8999999999999
2016,Corporate,Rhode Island,United States,Providence,2,12.96
2017,Corporate,Rhode Island,United States,Providence,9,986.1199999999999
2014,Corporate,Rhode Island,United States,Warwick,,
2015,Corporate,Rhode Island,United States,Warwick,,
2016,Corporate,Rhode Island,United States,Warwick,6,2111.92
2017,Corporate,Rhode Island,United States,Warwick,8,314.91999999999996
2014,Corporate,Rhode Island,United States,Woonsocket,,
2015,Corporate,Rhode Island,United States,Woonsocket,3,51.449999999999996
2016,Corporate,Rhode Island,United States,Woonsocket,,
2017,Corporate,Rhode Island,United States,Woonsocket,10,91.14
2014,Corporate,South Carolina,United States,Columbia,27,1295.26
2015,Corporate,South Carolina,United States,Columbia,3,186.69
2016,Corporate,South Carolina,United States,Columbia,26,199.18000000000004
2017,Corporate,South Carolina,United States,Columbia,,
2014,Corporate,South Carolina,United States,Florence,,
2015,Corporate,South Carolina,United States,Florence,,
2016,Corporate,South Carolina,United States,Florence,,
2017,Corporate,South Carolina,United States,Florence,15,813.21
2014,Corporate,South Carolina,United States,North Charleston,,
2015,Corporate,South Carolina,United States,North Charleston,,
2016,Corporate,South Carolina,United States,North Charleston,,
2017,Corporate,South Carolina,United States,North Charleston,2,14.76
2014,Corporate,South Carolina,United States,Summerville,,
2015,Corporate,South Carolina,United States,Summerville,,
2016,Corporate,South Carolina,United States,Summerville,,
2017,Corporate,South Carolina,United States,Summerville,10,406.93999999999994
2014,Corporate,South Dakota,United States,Rapid City,4,152.64000000000001
2015,Corporate,South Dakota,United States,Rapid City,,
2016,Corporate,South Dakota,United States,Rapid City,,
2017,Corporate,South Dakota,United States,Rapid City,,
2014,Corporate,South Dakota,United States,Sioux Falls,6,9.510000000000002
2015,Corporate,South Dakota,United States,Sioux Falls,,
2016,Corporate,South Dakota,United States,Sioux Falls,,
2017,Corporate,South Dakota,United States,Sioux Falls,22,1107.6799999999998
2014,Corporate,Tennessee,United States,Bristol,3,170.35200000000003
2015,Corporate,Tennessee,United States,Bristol,1,157.79400000000004
2016,Corporate,Tennessee,United States,Bristol,7,40.896
2017,Corporate,Tennessee,United States,Bristol,,
2014,Corporate,Tennessee,United States,Chattanooga,,
2015,Corporate,Tennessee,United States,Chattanooga,,
2016,Corporate,Tennessee,United States,Chattanooga,4,132.22400000000002
2017,Corporate,Tennessee,United States,Chattanooga,5,8.100000000000001
2014,Corporate,Tennessee,United States,Columbia,,
2015,Corporate,Tennessee,United States,Columbia,4,467.03999999999996
2016,Corporate,Tennessee,United States,Columbia,5,79.12
2017,Corporate,Tennessee,United States,Columbia,9,1893.786
2014,Corporate,Tennessee,United States,Jackson,,
2015,Corporate,Tennessee,United States,Jackson,11,692.472
2016,Corporate,Tennessee,United States,Jackson,,
2017,Corporate,Tennessee,United States,Jackson,,
2014,Corporate,Tennessee,United States,Knoxville,9,431.31000000000006
2015,Corporate,Tennessee,United States,Knoxville,,
2016,Corporate,Tennessee,United States,Knoxville,,
2017,Corporate,Tennessee,United States,Knoxville,10,342.23999999999995
2014,Corporate,Tennessee,United States,Murfreesboro,,
2015,Corporate,Tennessee,United States,Murfreesboro,26,306.9890000000001
2016,Corporate,Tennessee,United States,Murfreesboro,3,14.352000000000002
2017,Corporate,Tennessee,United States,Murfreesboro,1,15.991999999999999
2014,Corporate,Tennessee,United States,Smyrna,1,67.194
2015,Corporate,Tennessee,United States,Smyrna,11,670.001
2016,Corporate,Tennessee,United States,Smyrna,11,104.712
2017,Corporate,Tennessee,United States,Smyrna,,
2014,Corporate,Texas,United States,Amarillo,,
2015,Corporate,Texas,United States,Amarillo,,
2016,Corporate,Texas,United States,Amarillo,2,19.648
2017,Corporate,Texas,United States,Amarillo,2,205.33279999999996
2014,Corporate,Texas,United States,Baytown,,
2015,Corporate,Texas,United States,Baytown,2,10.368000000000002
2016,Corporate,Texas,United States,Baytown,,
2017,Corporate,Texas,United States,Baytown,,
2014,Corporate,Texas,United States,Beaumont,,
2015,Corporate,Texas,United States,Beaumont,,
2016,Corporate,Texas,United States,Beaumont,,
2017,Corporate,Texas,United States,Beaumont,2,12.768
2014,Corporate,Texas,United States,Brownsville,5,247.78400000000002
2015,Corporate,Texas,United States,Brownsville,,
2016,Corporate,Texas,United States,Brownsville,,
2017,Corporate,Texas,United States,Brownsville,,
2014,Corporate,Texas,United States,Bryan,,
2015,Corporate,Texas,United States,Bryan,,
2016,Corporate,Texas,United States,Bryan,12,550.8159999999999
2017,Corporate,Texas,United States,Bryan,,
2014,Corporate,Texas,United States,Cedar Hill,,
2015,Corporate,Texas,United States,Cedar Hill,,
2016,Corporate,Texas,United States,Cedar Hill,,
2017,Corporate,Texas,United States,Cedar Hill,3,115.296
2014,Corporate,Texas,United States,Conroe,,
2015,Corporate,Texas,United States,Conroe,,
2016,Corporate,Texas,United States,Conroe,9,111.67200000000001
2017,Corporate,Texas,United States,Conroe,,
2014,Corporate,Texas,United States,Coppell,,
2015,Corporate,Texas,United States,Coppell,4,95.84
2016,Corporate,Texas,United States,Coppell,,
2017,Corporate,Texas,United States,Coppell,,
2014,Corporate,Texas,United States,Corpus Christi,30,146.192
2015,Corporate,Texas,United States,Corpus Christi,,
2016,Corporate,Texas,United States,Corpus Christi,,
2017,Corporate,Texas,United States,Corpus Christi,,
2014,Corporate,Texas,United States,Dallas,35,1153.638
2015,Corporate,Texas,United States,Dallas,31,1898.2910000000002
2016,Corporate,Texas,United States,Dallas,39,1201.748
2017,Corporate,Texas,United States,Dallas,87,3461.0361999999996
2014,Corporate,Texas,United States,Deer Park,,
2015,Corporate,Texas,United States,Deer Park,,
2016,Corporate,Texas,United States,Deer Park,6,6.923999999999998
2017,Corporate,Texas,United States,Deer Park,,
