Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0004,689902.375259,531687.619022,520096.46667999995,735545.5288089999,600408.4375474999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0004,664058.327185,385411.0505297,606058.3804980001,530156.812578,489074.83592579997
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0004,531758.5575337001,675423.39423,648505.5604500001,610939.566665,795162.486968
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0005,618786.5583789999,636980.1826599999,636684.0408739999,766050.7242900002,559489.174203
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0005,537226.3478482,656981.40399,461842.09929499996,710060.21057,678708.0217
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0005,566844.7385190001,595848.0511343001,603173.061666,367952.309359,729668.508075
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0006,474787.768847,660897.489472,643178.26006,597367.5874699999,510601.38366
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0006,779182.3942649999,695664.1383400001,644856.7892969999,792004.803363,473961.226093
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0006,708451.0305799999,422925.81749800005,564554.448482,567167.492918,487572.46657199995
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0007,684976.78239,654526.03703,640161.3514004,748491.50617,514622.118625
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0007,552550.577652,706098.3287800001,567619.46768,596229.774294,545489.166494
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0007,511043.013021,599232.03615,424825.596701,700379.0694869999,675737.446299
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0000,723070.634684,672226.248982,613123.6158659998,620484.7332499999,710537.40972
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0000,579233.495166,601642.2554,522031.7973300001,597741.650444,720109.57745
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0000,436426.04467500007,614640.57092,492901.97241499997,792123.848924,642322.1027439999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0001,745996.1949729999,605349.270895,533757.5630369999,531183.1304479999,496065.039237
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0001,431626.677465,617721.651329,622365.56492,507071.88300619996,433981.140481
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0001,679841.9416703,517993.29111799994,644464.29365,567134.992453,862257.9770300001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0002,555603.5850280001,552446.7093699999,640332.9944800001,675473.2206950001,461559.47453700006
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0002,694492.80682,576139.060462,812295.6652000002,445504.17070200003,627278.381286
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0002,554232.9110115999,611276.239723,605407.55746,499884.526921,809352.7896899999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0003,647001.796855,772354.090422,633719.9211100001,750888.8263800001,528529.914401
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0003,648837.5314170001,559697.118547,627862.240918,605410.5995501,567066.8098289999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0003,649473.02898,575698.007694,523907.6588869999,665486.68,571638.191598
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0004,590588.2505556,528834.4917649999,609116.833296,515781.25065700006,600778.0023180001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0004,566478.250283,532271.5706880001,468067.59029200004,640979.295267,638496.5873
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0004,544730.599373,818936.71683,678307.6549600001,467097.18310200004,541700.30838
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0005,711350.403252,563174.855121,659225.9611679999,343703.649993,505218.27078699996
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0005,492911.79822,714807.20152,593588.444861,606092.2063386999,310130.077605
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0005,484466.41708999994,523799.63814379997,586422.769531,521026.44833900005,474440.0317042001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0006,574714.214316,568976.720204,509647.30336599995,673002.505881,625286.4415000001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0006,488933.08781399997,634658.54049,739500.9218,505455.56896500004,411933.31620969996
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0006,594854.13283,591946.455316,669528.7562119999,679822.781541,785320.6161000002
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0007,542334.083937,527101.671722,646012.669348,601915.1501299998,448573.140238
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0007,668104.69589,599276.019907,591424.409488,363903.64216000005,832931.443438
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0003,Sales.0007,415456.02242000005,591047.227973,643061.270957,659403.8131619999,479891.820178
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0000,580375.0273888,532753.9952359999,395126.82820419996,619706.3658700001,489874.346687
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0000,729757.836753,590820.64949,594240.1150939999,465627.697066,660726.5068000001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0000,408280.95461300004,494816.78193199995,655986.95156,543365.096547,621971.9509730001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0001,607690.8465460001,539137.0697999999,597738.805776,569567.9667149999,643045.401299
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0001,452261.632478,441245.75272900006,724116.2746339999,614151.3706747001,544043.7031220001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0001,668773.7009429999,540214.23628,564278.41336,549963.086841,528337.0965929
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0002,695800.3104600001,761911.736291,667660.5146499999,707237.015398,629016.219
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0002,528579.7808320001,535150.37352,551599.4985399998,486401.25669,593130.94989
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0002,564357.3336740001,608246.21576,704359.628945,612277.356093,767503.428177
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0003,422830.07430599997,631767.949927,711833.1711899999,670823.4997230001,521136.0418429999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0003,733171.79459,480568.002824,471861.1891814,546216.578653,723754.01838
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0003,485763.69504099997,789107.57968,642996.8622069999,728436.193443,647237.692019
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0004,644752.70512,786279.7765100001,556722.80854,672907.5347038999,536852.825998
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0004,556831.2658200001,696790.114055,618037.10799,608373.5819059999,711943.99419
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0004,715518.9012430001,585071.6479089999,550260.158222,607197.515157,548238.382038
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0005,796316.251986,474940.30741400004,612142.4362900001,740367.290741,421804.20938499994
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0005,581490.435133,455454.51394300006,505943.4510001,426511.753898,451985.5100500001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0005,657105.17586,625459.535617,657036.66653,400261.92366699997,461638.25794999994
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0006,731978.80247,655985.0853500001,689558.6149,563355.510941,552340.268264
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0006,597088.897585,439065.02995099995,517893.00168,508588.79854100005,686539.2071700001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0006,563402.3080109999,443946.0489705999,714007.6141400001,705188.334017,544888.874627
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0007,737756.89278,612861.784241,422094.20861100004,587056.418543,722712.37947
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0007,465255.90745000006,664415.335809,797294.1722699999,574136.014263,563480.3408631999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0004,Sales.0007,416911.0850017,526626.8213300001,698411.332663,723966.61266,592435.8286449999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0000,544151.806727,701564.820719,598871.9998,745865.24813,657509.6949400001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0000,519227.63785299996,609739.7945994999,585985.481193,654145.494096,638391.79489
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0000,707846.0978164,640896.41394,539680.7143410001,564905.545602,571965.775775
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0001,477211.93611999997,684248.711252,541951.0658105,879168.4368499999,522907.94146000006
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0001,463874.262751,732713.4947980001,511720.97378899995,553330.302624,545574.1099830001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0001,594441.5198801999,497328.93857000006,508426.99059500004,567663.545808,680772.0945212999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0002,762176.45031,567268.5752869999,531659.9756609,619583.119557,640762.9976900001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0002,595926.54874,582120.4047419999,600668.0705299999,680206.3662159999,501954.21138199995
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0002,441296.42816549994,658575.80855,746264.8252510002,427804.823363,635922.63235
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0003,584366.4936210001,421342.16073759994,662720.2442116998,602528.196503,631855.7731700001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0003,617875.5086899999,592428.9792662,680659.5045819,541758.7805100001,560389.774831
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0003,585532.6510699999,659536.79375,766173.267371,794491.1118350001,366385.457135
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0004,474378.7200629999,693019.5773003,574312.62189,615617.3914199999,576758.40631
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0004,638583.44051,420570.84474699997,538243.869071,544846.298547,634169.889176
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0004,567935.919934,602747.368511,530285.325522,739813.756769,694262.902482
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0005,697869.866777,629487.3955270001,683271.9983300001,565966.360197,607061.513215
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0005,737921.03022,731352.475066,569920.9741390999,667454.9702118,804090.283293
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0005,387398.98075,567921.28938,463257.7274212999,540770.808683,577098.05948
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0006,628146.3034699999,836807.55576,777353.97507,536035.024554,712614.518686
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0006,506908.54721399996,570373.0817,562713.8293859999,537624.987115,665590.8252030001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0006,549679.470217,603557.635302,709141.5519699999,411328.52451489994,445637.39678500005
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0007,689004.05144,551303.45703,573851.322115,658111.6960450001,547960.599488
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0007,435002.697531,528025.8754201,840551.1970899999,732187.2494580001,496809.1493541
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0000,Sales.0007,567390.1798026001,516531.09479000006,732430.9924919999,544577.283782,737161.08626
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0000,493376.090524,607791.465612,606855.2891899999,601310.7803100001,551586.089894
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0000,593939.30322,496857.59230300004,476681.2657899999,703710.5608999999,588219.418122
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0000,610440.5949169998,683739.9055100001,671058.239859,741659.9797344999,515107.65491100005
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0001,563466.0331170001,586095.7970024,674557.189837,705821.8342599999,603973.710807
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0001,531389.210836,675073.4040699999,600226.7321289999,559385.8859869998,603500.8713400001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0001,531420.623274,606770.2601290001,556067.061344,710246.315691,572300.450212
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0002,546717.061363,306421.38028,717541.949055,699451.892727,673170.393562
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0002,580786.235933,634640.94366,510922.873114,488771.20858200005,513109.20079
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0002,564323.584096,566682.4436839999,542353.5070100001,401272.89700199995,545922.656871
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0003,567421.607497,612332.737082,520207.975921,680878.3536899999,621449.02709
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0003,492759.9990865999,512304.8772509999,481782.89359,796833.9605200001,656049.35611
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0003,347282.233695,722142.3326600001,701783.6502400001,485086.697867,466423.23754710006
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0004,350129.2705404,597868.595,546317.0545619001,543804.3517959999,592736.0707939999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0004,720254.9149600001,625959.0022989999,685928.15337,585775.83005,659123.8307889999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0004,508780.527467,405135.073391,625429.90249,576058.190884,598007.154946
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0005,688026.20196,833463.57993,540085.678052,574932.7936099999,607913.167762
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0005,599736.30113,516101.5411556,464158.54513439996,819600.8273500002,566652.1771559999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0002,Performance.0001,Sales.0005,618275.3799879999,668132.046395,907903.3829800002,538478.1226209999,743631.414181
