Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Order Date,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
Central,Office Supplies,Paper,10 November 2020,12.906,28.68
East,Office Supplies,Paper,10 November 2020,,
South,Office Supplies,Paper,10 November 2020,,
West,Office Supplies,Paper,10 November 2020,28.008,62.24
Central,Office Supplies,Paper,11 November 2020,102.9703,284.056
East,Office Supplies,Paper,11 November 2020,131.5053,270.27
South,Office Supplies,Paper,11 November 2020,,
West,Office Supplies,Paper,11 November 2020,55.764,123.92
Central,Office Supplies,Paper,12 November 2020,12.7008,36.288
East,Office Supplies,Paper,12 November 2020,,
South,Office Supplies,Paper,12 November 2020,,
West,Office Supplies,Paper,12 November 2020,5.8604,11.96
Central,Office Supplies,Paper,14 November 2020,7.2576,20.736
East,Office Supplies,Paper,14 November 2020,5.2256,11.36
South,Office Supplies,Paper,14 November 2020,15.552,32.4
West,Office Supplies,Paper,14 November 2020,,
Central,Office Supplies,Paper,15 November 2020,,
East,Office Supplies,Paper,15 November 2020,,
South,Office Supplies,Paper,15 November 2020,7.78,24.896
West,Office Supplies,Paper,15 November 2020,,
Central,Office Supplies,Paper,16 November 2020,14.256,31.68
East,Office Supplies,Paper,16 November 2020,,
South,Office Supplies,Paper,16 November 2020,,
West,Office Supplies,Paper,16 November 2020,,
Central,Office Supplies,Paper,17 November 2020,,
East,Office Supplies,Paper,17 November 2020,21.11,46.888
South,Office Supplies,Paper,17 November 2020,,
West,Office Supplies,Paper,17 November 2020,352.296,733.95
Central,Office Supplies,Paper,18 November 2020,,
East,Office Supplies,Paper,18 November 2020,,
South,Office Supplies,Paper,18 November 2020,,
West,Office Supplies,Paper,18 November 2020,22.4238,57.788
Central,Office Supplies,Paper,19 November 2020,,
East,Office Supplies,Paper,19 November 2020,1.9845,5.88
South,Office Supplies,Paper,19 November 2020,,
West,Office Supplies,Paper,19 November 2020,79.8912,166.44
Central,Office Supplies,Paper,20 November 2020,,
East,Office Supplies,Paper,20 November 2020,12.4416,25.92
South,Office Supplies,Paper,20 November 2020,,
West,Office Supplies,Paper,20 November 2020,,
Central,Office Supplies,Paper,21 November 2020,,
East,Office Supplies,Paper,21 November 2020,,
South,Office Supplies,Paper,21 November 2020,301.968,629.1
West,Office Supplies,Paper,21 November 2020,9.2476,19.54
Central,Office Supplies,Paper,22 November 2020,,
East,Office Supplies,Paper,22 November 2020,,
South,Office Supplies,Paper,22 November 2020,4.8804,9.96
West,Office Supplies,Paper,22 November 2020,24.219,53.82
Central,Office Supplies,Paper,24 November 2020,77.1576,160.08
East,Office Supplies,Paper,24 November 2020,,
South,Office Supplies,Paper,24 November 2020,,
West,Office Supplies,Paper,24 November 2020,12.4416,25.92
Central,Office Supplies,Paper,25 November 2020,5.1012,15.696
East,Office Supplies,Paper,25 November 2020,,
South,Office Supplies,Paper,25 November 2020,,
West,Office Supplies,Paper,25 November 2020,12.3096,26.76
Central,Office Supplies,Paper,26 November 2020,,
East,Office Supplies,Paper,26 November 2020,,
South,Office Supplies,Paper,26 November 2020,,
West,Office Supplies,Paper,26 November 2020,52.6352,112.472
Central,Office Supplies,Paper,28 November 2020,,
East,Office Supplies,Paper,28 November 2020,,
South,Office Supplies,Paper,28 November 2020,40.4012,85.96
West,Office Supplies,Paper,28 November 2020,,
Central,Office Supplies,Paper,01 December 2020,,
East,Office Supplies,Paper,01 December 2020,12.7008,36.288
South,Office Supplies,Paper,01 December 2020,,
West,Office Supplies,Paper,01 December 2020,,
Central,Office Supplies,Paper,02 December 2020,,
East,Office Supplies,Paper,02 December 2020,73.41,146.82
South,Office Supplies,Paper,02 December 2020,7.1628,15.24
West,Office Supplies,Paper,02 December 2020,,
Central,Office Supplies,Paper,03 December 2020,12.4416,25.92
East,Office Supplies,Paper,03 December 2020,,
South,Office Supplies,Paper,03 December 2020,,
West,Office Supplies,Paper,03 December 2020,,
Central,Office Supplies,Paper,05 December 2020,,
East,Office Supplies,Paper,05 December 2020,41.3397,115.848
South,Office Supplies,Paper,05 December 2020,,
West,Office Supplies,Paper,05 December 2020,23.0864,49.12
Central,Office Supplies,Paper,06 December 2020,,
East,Office Supplies,Paper,06 December 2020,,
South,Office Supplies,Paper,06 December 2020,13.7176,42.208
West,Office Supplies,Paper,06 December 2020,,
Central,Office Supplies,Paper,07 December 2020,,
East,Office Supplies,Paper,07 December 2020,,
South,Office Supplies,Paper,07 December 2020,48.5392,105.52
West,Office Supplies,Paper,07 December 2020,80.7912,164.88
Central,Office Supplies,Paper,08 December 2020,,
East,Office Supplies,Paper,08 December 2020,,
South,Office Supplies,Paper,08 December 2020,,
West,Office Supplies,Paper,08 December 2020,24.6416,56.048
Central,Office Supplies,Paper,09 December 2020,6.6976,19.136
East,Office Supplies,Paper,09 December 2020,,
South,Office Supplies,Paper,09 December 2020,,
West,Office Supplies,Paper,09 December 2020,16.9932,34.68
Central,Office Supplies,Paper,10 December 2020,,
East,Office Supplies,Paper,10 December 2020,5.2256,11.36
South,Office Supplies,Paper,10 December 2020,,
West,Office Supplies,Paper,10 December 2020,54.4672,117.28
Central,Office Supplies,Paper,13 December 2020,,
East,Office Supplies,Paper,13 December 2020,,
South,Office Supplies,Paper,13 December 2020,,
West,Office Supplies,Paper,13 December 2020,41.5104,90.24
Central,Office Supplies,Paper,16 December 2020,65.2328,150.488
East,Office Supplies,Paper,16 December 2020,,
South,Office Supplies,Paper,16 December 2020,,
West,Office Supplies,Paper,16 December 2020,,
Central,Office Supplies,Paper,19 December 2020,5.4432,15.552
East,Office Supplies,Paper,19 December 2020,,
South,Office Supplies,Paper,19 December 2020,,
West,Office Supplies,Paper,19 December 2020,,
Central,Office Supplies,Paper,20 December 2020,,
East,Office Supplies,Paper,20 December 2020,,
South,Office Supplies,Paper,20 December 2020,9.072,25.92
West,Office Supplies,Paper,20 December 2020,80.312,230.368
Central,Office Supplies,Paper,22 December 2020,44.9616,124.032
East,Office Supplies,Paper,22 December 2020,,
South,Office Supplies,Paper,22 December 2020,,
West,Office Supplies,Paper,22 December 2020,,
Central,Office Supplies,Paper,23 December 2020,1.8144,5.184
East,Office Supplies,Paper,23 December 2020,,
South,Office Supplies,Paper,23 December 2020,15.9348,45.528
West,Office Supplies,Paper,23 December 2020,,
Central,Office Supplies,Paper,24 December 2020,,
East,Office Supplies,Paper,24 December 2020,,
South,Office Supplies,Paper,24 December 2020,3.4684,9.568
West,Office Supplies,Paper,24 December 2020,,
Central,Office Supplies,Paper,26 December 2020,,
East,Office Supplies,Paper,26 December 2020,6.1641,18.264
South,Office Supplies,Paper,26 December 2020,,
West,Office Supplies,Paper,26 December 2020,,
Central,Office Supplies,Paper,27 December 2020,,
East,Office Supplies,Paper,27 December 2020,,
South,Office Supplies,Paper,27 December 2020,11.7208,23.92
West,Office Supplies,Paper,27 December 2020,5.778,12.84
Central,Office Supplies,Paper,28 December 2020,,
East,Office Supplies,Paper,28 December 2020,66.6272,141.76
South,Office Supplies,Paper,28 December 2020,,
West,Office Supplies,Paper,28 December 2020,,
Central,Office Supplies,Paper,29 December 2020,,
East,Office Supplies,Paper,29 December 2020,,
South,Office Supplies,Paper,29 December 2020,,
West,Office Supplies,Paper,29 December 2020,9.504,21.12
Central,Office Supplies,Paper,31 December 2020,,
East,Office Supplies,Paper,31 December 2020,98.9726,210.58
South,Office Supplies,Paper,31 December 2020,,
West,Office Supplies,Paper,31 December 2020,,
Central,Office Supplies,Paper,02 January 2021,,
East,Office Supplies,Paper,02 January 2021,9.6192,20.04
South,Office Supplies,Paper,02 January 2021,,
West,Office Supplies,Paper,02 January 2021,,
Central,Office Supplies,Paper,03 January 2021,3.6288,10.368
East,Office Supplies,Paper,03 January 2021,,
South,Office Supplies,Paper,03 January 2021,,
West,Office Supplies,Paper,03 January 2021,,
Central,Office Supplies,Paper,04 January 2021,19.95,39.9
East,Office Supplies,Paper,04 January 2021,,
South,Office Supplies,Paper,04 January 2021,,
West,Office Supplies,Paper,04 January 2021,,
Central,Office Supplies,Paper,06 January 2021,,
East,Office Supplies,Paper,06 January 2021,,
South,Office Supplies,Paper,06 January 2021,,
West,Office Supplies,Paper,06 January 2021,9.25,29.6
Central,Office Supplies,Paper,09 January 2021,,
East,Office Supplies,Paper,09 January 2021,,
South,Office Supplies,Paper,09 January 2021,74.1989,157.87
West,Office Supplies,Paper,09 January 2021,,
Central,Office Supplies,Paper,23 January 2021,,
East,Office Supplies,Paper,23 January 2021,,
South,Office Supplies,Paper,23 January 2021,,
West,Office Supplies,Paper,23 January 2021,13.9392,29.04
Central,Office Supplies,Paper,26 January 2021,,
East,Office Supplies,Paper,26 January 2021,,
South,Office Supplies,Paper,26 January 2021,,
West,Office Supplies,Paper,26 January 2021,84.0512,182.72
Central,Office Supplies,Paper,30 January 2021,5.0064,14.304
East,Office Supplies,Paper,30 January 2021,,
South,Office Supplies,Paper,30 January 2021,,
West,Office Supplies,Paper,30 January 2021,,
Central,Office Supplies,Paper,31 January 2021,6.2208,12.96
East,Office Supplies,Paper,31 January 2021,,
South,Office Supplies,Paper,31 January 2021,,
West,Office Supplies,Paper,31 January 2021,,
Central,Office Supplies,Paper,06 February 2021,,
East,Office Supplies,Paper,06 February 2021,,
South,Office Supplies,Paper,06 February 2021,13.455,29.9
West,Office Supplies,Paper,06 February 2021,,
Central,Office Supplies,Paper,07 February 2021,,
East,Office Supplies,Paper,07 February 2021,,
South,Office Supplies,Paper,07 February 2021,6.3504,12.96
West,Office Supplies,Paper,07 February 2021,,
Central,Office Supplies,Paper,08 February 2021,4.293,9.54
East,Office Supplies,Paper,08 February 2021,,
South,Office Supplies,Paper,08 February 2021,,
West,Office Supplies,Paper,08 February 2021,,
Central,Office Supplies,Paper,15 February 2021,,
East,Office Supplies,Paper,15 February 2021,,
South,Office Supplies,Paper,15 February 2021,,
West,Office Supplies,Paper,15 February 2021,15.744,32.8
Central,Office Supplies,Paper,16 February 2021,,
East,Office Supplies,Paper,16 February 2021,16.146,35.88
South,Office Supplies,Paper,16 February 2021,,
West,Office Supplies,Paper,16 February 2021,17.3148,36.84
Central,Office Supplies,Paper,21 February 2021,,
East,Office Supplies,Paper,21 February 2021,,
South,Office Supplies,Paper,21 February 2021,,
West,Office Supplies,Paper,21 February 2021,23.0864,49.12
Central,Office Supplies,Paper,25 February 2021,,
East,Office Supplies,Paper,25 February 2021,10.224,22.72
South,Office Supplies,Paper,25 February 2021,,
West,Office Supplies,Paper,25 February 2021,,
Central,Office Supplies,Paper,08 March 2021,,
East,Office Supplies,Paper,08 March 2021,9.3312,19.44
South,Office Supplies,Paper,08 March 2021,,
West,Office Supplies,Paper,08 March 2021,,
Central,Office Supplies,Paper,14 March 2021,,
East,Office Supplies,Paper,14 March 2021,,
South,Office Supplies,Paper,14 March 2021,,
West,Office Supplies,Paper,14 March 2021,9.3312,19.44
Central,Office Supplies,Paper,19 March 2021,23.7742,65.584
East,Office Supplies,Paper,19 March 2021,,
South,Office Supplies,Paper,19 March 2021,4.8924,14.496
West,Office Supplies,Paper,19 March 2021,126.185,261.8
Central,Office Supplies,Paper,20 March 2021,24.8832,51.84
East,Office Supplies,Paper,20 March 2021,,
South,Office Supplies,Paper,20 March 2021,,
West,Office Supplies,Paper,20 March 2021,,
Central,Office Supplies,Paper,21 March 2021,,
East,Office Supplies,Paper,21 March 2021,,
South,Office Supplies,Paper,21 March 2021,96.0232,295.456
West,Office Supplies,Paper,21 March 2021,,
Central,Office Supplies,Paper,22 March 2021,,
East,Office Supplies,Paper,22 March 2021,,
South,Office Supplies,Paper,22 March 2021,,
West,Office Supplies,Paper,22 March 2021,48.5392,105.52
Central,Office Supplies,Paper,23 March 2021,,
East,Office Supplies,Paper,23 March 2021,,
South,Office Supplies,Paper,23 March 2021,,
West,Office Supplies,Paper,23 March 2021,109.1856,226.08
Central,Office Supplies,Paper,26 March 2021,,
East,Office Supplies,Paper,26 March 2021,12.51,40.032
South,Office Supplies,Paper,26 March 2021,23.235,74.352
West,Office Supplies,Paper,26 March 2021,,
Central,Office Supplies,Paper,28 March 2021,,
East,Office Supplies,Paper,28 March 2021,7.1436,20.784
South,Office Supplies,Paper,28 March 2021,,
West,Office Supplies,Paper,28 March 2021,16.032,33.4
Central,Office Supplies,Paper,29 March 2021,,
East,Office Supplies,Paper,29 March 2021,8.1144,17.64
South,Office Supplies,Paper,29 March 2021,,
West,Office Supplies,Paper,29 March 2021,104.481,222.51
Central,Office Supplies,Paper,30 March 2021,8.526,23.52
East,Office Supplies,Paper,30 March 2021,,
South,Office Supplies,Paper,30 March 2021,,
West,Office Supplies,Paper,30 March 2021,,
Central,Office Supplies,Paper,31 March 2021,35.6613,98.376
East,Office Supplies,Paper,31 March 2021,,
South,Office Supplies,Paper,31 March 2021,,
West,Office Supplies,Paper,31 March 2021,,
Central,Office Supplies,Paper,06 April 2021,2.8884,7.968
East,Office Supplies,Paper,06 April 2021,,
South,Office Supplies,Paper,06 April 2021,16.1838,47.952
West,Office Supplies,Paper,06 April 2021,,
Central,Office Supplies,Paper,07 April 2021,,
East,Office Supplies,Paper,07 April 2021,12.4416,25.92
South,Office Supplies,Paper,07 April 2021,,
West,Office Supplies,Paper,07 April 2021,,
Central,Office Supplies,Paper,11 April 2021,,
East,Office Supplies,Paper,11 April 2021,,
South,Office Supplies,Paper,11 April 2021,,
West,Office Supplies,Paper,11 April 2021,24.2696,52.76
Central,Office Supplies,Paper,13 April 2021,,
East,Office Supplies,Paper,13 April 2021,,
South,Office Supplies,Paper,13 April 2021,,
West,Office Supplies,Paper,13 April 2021,28.7016,85.92
Central,Office Supplies,Paper,17 April 2021,,
East,Office Supplies,Paper,17 April 2021,,
South,Office Supplies,Paper,17 April 2021,,
West,Office Supplies,Paper,17 April 2021,5.8604,11.96
Central,Office Supplies,Paper,18 April 2021,5.4432,15.552
East,Office Supplies,Paper,18 April 2021,,
South,Office Supplies,Paper,18 April 2021,,
West,Office Supplies,Paper,18 April 2021,27.882,61.96
Central,Office Supplies,Paper,20 April 2021,44.046,117.456
East,Office Supplies,Paper,20 April 2021,,
South,Office Supplies,Paper,20 April 2021,6.2208,12.96
West,Office Supplies,Paper,20 April 2021,,
Central,Office Supplies,Paper,29 April 2021,,
East,Office Supplies,Paper,29 April 2021,2.8884,7.968
South,Office Supplies,Paper,29 April 2021,,
West,Office Supplies,Paper,29 April 2021,,
Central,Office Supplies,Paper,30 April 2021,,
East,Office Supplies,Paper,30 April 2021,3.1104,6.48
South,Office Supplies,Paper,30 April 2021,,
West,Office Supplies,Paper,30 April 2021,,
Central,Office Supplies,Paper,03 May 2021,,
East,Office Supplies,Paper,03 May 2021,2.8884,7.968
South,Office Supplies,Paper,03 May 2021,,
West,Office Supplies,Paper,03 May 2021,,
Central,Office Supplies,Paper,07 May 2021,5.3784,15.936
East,Office Supplies,Paper,07 May 2021,,
South,Office Supplies,Paper,07 May 2021,21.0128,45.68
West,Office Supplies,Paper,07 May 2021,,
Central,Office Supplies,Paper,08 May 2021,,
East,Office Supplies,Paper,08 May 2021,27.5424,57.38
South,Office Supplies,Paper,08 May 2021,,
West,Office Supplies,Paper,08 May 2021,,
Central,Office Supplies,Paper,12 May 2021,41.5688,127.904
East,Office Supplies,Paper,12 May 2021,,
South,Office Supplies,Paper,12 May 2021,,
West,Office Supplies,Paper,12 May 2021,17.334,38.52
Central,Office Supplies,Paper,17 May 2021,4.9308,14.088
East,Office Supplies,Paper,17 May 2021,,
South,Office Supplies,Paper,17 May 2021,,
West,Office Supplies,Paper,17 May 2021,,
Central,Office Supplies,Paper,18 May 2021,,
East,Office Supplies,Paper,18 May 2021,,
South,Office Supplies,Paper,18 May 2021,,
West,Office Supplies,Paper,18 May 2021,5.3214,10.86
Central,Office Supplies,Paper,25 May 2021,11.7334,32.368
East,Office Supplies,Paper,25 May 2021,,
South,Office Supplies,Paper,25 May 2021,,
West,Office Supplies,Paper,25 May 2021,,
