Date.Month,Date.Fiscal Quarter,Date.Fiscal Year,Product.Category,Product.Subcategory,Customer.Country-Region,Avg(Sales.Unit Price),Sum(Sales.Sales Amount),Sum(Bullet_Report.Total Sales)
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,United Kingdom,1681.335,40352.04,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,United Kingdom,1908.2177,59154.75,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,United Kingdom,1655.085,59583.06,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,United Kingdom,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,United States,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,United States,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,United States,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,United States,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,United States,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,United States,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,United States,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,United States,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,United States,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,United States,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,United States,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,United States,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,United States,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,United States,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,United States,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,United States,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,United States,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,United States,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,United States,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,United States,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,United States,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,United States,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,United States,2384.07,2384.07,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,United States,1564.0693,43793.94,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,United States,1647.585,46132.38,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,United States,1505.6513,48180.84,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,United States,1810.0695,72402.78,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,United States,1872.3508,91745.19,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,United States,1740.3119,144445.89,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,United States,1798.2155,104296.5,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,United States,1977.2234,150268.98,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,United States,1926.5916,123301.86,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,United States,1927.4913,152271.81,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,United States,1845.9836,155062.62,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,United States,1839.4074,158189.04,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,United States,,,
2017 Jul,FY2018 Q1,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 May,FY2018 Q4,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Bib-Shorts,[Not Applicable],,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.9065,17240.3562,933216056.6900003
2018 Aug,FY2019 Q1,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.8786,26180.5388,933216056.6900003
2018 Sep,FY2019 Q1,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.8099,23143.9972,933216056.6900003
2018 Oct,FY2019 Q2,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.9549,10659.5315,933216056.6900003
2018 Nov,FY2019 Q2,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.994,11338.74,933216056.6900003
2018 Dec,FY2019 Q2,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.9573,13299.5501,933216056.6900003
2019 Jan,FY2019 Q3,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.994,6533.274,933216056.6900003
2019 Feb,FY2019 Q3,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.994,8477.058,933216056.6900003
2019 Mar,FY2019 Q3,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.994,6533.274,933216056.6900003
2019 Apr,FY2019 Q4,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.9635,11361.4535,933216056.6900003
2019 May,FY2019 Q4,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.9706,17138.8115,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Clothing,Bib-Shorts,[Not Applicable],53.8226,14833.1238,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2019 Aug,FY2020 Q1,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2019 Sep,FY2020 Q1,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2019 Oct,FY2020 Q2,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2019 Nov,FY2020 Q2,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2019 Dec,FY2020 Q2,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 Jan,FY2020 Q3,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 Feb,FY2020 Q3,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 Mar,FY2020 Q3,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 Apr,FY2020 Q4,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 May,FY2020 Q4,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2020 Jun,FY2020 Q4,FY2020,Clothing,Bib-Shorts,[Not Applicable],,,
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,[Not Applicable],5.1865,207.46,933216056.6900003
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,[Not Applicable],5.1801,530.6583,933216056.6900003
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,[Not Applicable],5.1865,710.5505,933216056.6900003
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,[Not Applicable],5.1813,1238.2038,933216056.6900003
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,[Not Applicable],5.1865,129.6625,933216056.6900003
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,[Not Applicable],5.1827,790.5296,933216056.6900003
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,[Not Applicable],5.1865,248.952,933216056.6900003
2018 May,FY2018 Q4,FY2018,Clothing,Caps,[Not Applicable],5.1687,633.7695,933216056.6900003
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,[Not Applicable],5.1865,591.261,933216056.6900003
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,[Not Applicable],5.1393,1081.6147,933216056.6900003
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,[Not Applicable],5.1433,1731.0468,933216056.6900003
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,[Not Applicable],5.1121,1119.706,933216056.6900003
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,[Not Applicable],5.1865,798.721,933216056.6900003
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,[Not Applicable],5.1832,1158.4979,933216056.6900003
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,[Not Applicable],5.1491,1103.8528,933216056.6900003
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,[Not Applicable],5.1865,440.8525,933216056.6900003
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,[Not Applicable],5.1865,700.1775,933216056.6900003
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,[Not Applicable],5.1796,639.8479,933216056.6900003
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,[Not Applicable],5.1811,754.2241,933216056.6900003
2019 May,FY2019 Q4,FY2019,Clothing,Caps,[Not Applicable],5.1686,1244.1337,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,[Not Applicable],5.1649,926.1219,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,[Not Applicable],5.2495,1277.7883,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,[Not Applicable],5.3372,2143.8597,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,[Not Applicable],5.3188,1848.3945,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,[Not Applicable],5.3426,1012.1077,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,[Not Applicable],5.3707,1539.9726,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,[Not Applicable],5.362,1273.4713,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,[Not Applicable],5.3862,649.265,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,[Not Applicable],5.394,636.492,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,[Not Applicable],5.3715,794.8275,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,[Not Applicable],5.3281,1067.5625,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,[Not Applicable],5.3659,1363.1753,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,[Not Applicable],5.3689,1154.5857,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,Australia,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,Australia,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,Australia,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,Australia,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,Australia,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,Australia,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,Australia,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,Australia,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,Australia,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,Australia,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,Australia,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,Australia,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,Australia,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,Australia,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,Australia,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,Australia,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,Australia,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,Australia,,,
2019 May,FY2019 Q4,FY2019,Clothing,Caps,Australia,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,Australia,8.99,89.9,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,Australia,8.99,287.68,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,Australia,8.99,341.62,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,Australia,8.99,233.74,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,Australia,8.99,251.72,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,Australia,8.99,314.65,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,Australia,8.99,377.58,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,Australia,8.99,494.45,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,Australia,8.99,350.61,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,Australia,8.99,251.72,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,Australia,8.99,323.64,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,Australia,8.99,359.6,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,Australia,8.99,134.85,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,Canada,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,Canada,,,
2019 May,FY2019 Q4,FY2019,Clothing,Caps,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,Canada,8.99,17.98,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,Canada,8.99,188.79,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,Canada,8.99,116.87,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,Canada,8.99,107.88,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,Canada,8.99,161.82,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,Canada,8.99,179.8,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,Canada,8.99,206.77,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,Canada,8.99,197.78,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,Canada,8.99,152.83,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,Canada,8.99,206.77,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,Canada,8.99,215.76,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,Canada,8.99,260.71,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,Canada,8.99,161.82,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,France,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,France,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,France,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,France,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,France,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,France,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,France,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,France,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,France,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,France,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,France,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,France,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,France,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,France,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,France,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,France,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,France,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,France,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,France,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,France,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,France,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,France,,,
2019 May,FY2019 Q4,FY2019,Clothing,Caps,France,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,France,8.99,44.95,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,France,8.99,143.84,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,France,8.99,152.83,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,France,8.99,116.87,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,France,8.99,161.82,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,France,8.99,260.71,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,France,8.99,134.85,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,France,8.99,197.78,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,France,8.99,206.77,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,France,8.99,251.72,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,France,8.99,143.84,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,France,8.99,215.76,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,France,8.99,98.89,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,Germany,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,Germany,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,Germany,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,Germany,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,Germany,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,Germany,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,Germany,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,Germany,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,Germany,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,Germany,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,Germany,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,Germany,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,Germany,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,Germany,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,Germany,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,Germany,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,Germany,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,Germany,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,Germany,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,Germany,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,Germany,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,Germany,,,
2019 May,FY2019 Q4,FY2019,Clothing,Caps,Germany,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,Germany,8.99,53.94,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,Germany,8.99,161.82,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,Germany,8.99,161.82,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,Germany,8.99,188.79,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,Germany,8.99,188.79,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,Germany,8.99,206.77,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,Germany,8.99,197.78,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,Germany,8.99,188.79,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,Germany,8.99,269.7,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,Germany,8.99,233.74,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,Germany,8.99,260.71,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,Germany,8.99,314.65,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,Germany,8.99,62.93,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,United Kingdom,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,United Kingdom,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,United Kingdom,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,United Kingdom,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,United Kingdom,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,United Kingdom,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,United Kingdom,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,United Kingdom,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,United Kingdom,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,United Kingdom,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,United Kingdom,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,United Kingdom,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,United Kingdom,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,United Kingdom,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,United Kingdom,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,United Kingdom,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,United Kingdom,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,United Kingdom,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,United Kingdom,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,United Kingdom,,,
2019 Mar,FY2019 Q3,FY2019,Clothing,Caps,United Kingdom,,,
2019 Apr,FY2019 Q4,FY2019,Clothing,Caps,United Kingdom,,,
2019 May,FY2019 Q4,FY2019,Clothing,Caps,United Kingdom,,,
2019 Jun,FY2019 Q4,FY2019,Clothing,Caps,United Kingdom,8.99,98.89,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Clothing,Caps,United Kingdom,8.99,242.73,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Clothing,Caps,United Kingdom,8.99,224.75,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Clothing,Caps,United Kingdom,8.99,269.7,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Clothing,Caps,United Kingdom,8.99,206.77,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Clothing,Caps,United Kingdom,8.99,278.69,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Clothing,Caps,United Kingdom,8.99,278.69,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Clothing,Caps,United Kingdom,8.99,278.69,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Clothing,Caps,United Kingdom,8.99,242.73,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Clothing,Caps,United Kingdom,8.99,269.7,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Clothing,Caps,United Kingdom,8.99,179.8,933216056.6900003
2020 May,FY2020 Q4,FY2020,Clothing,Caps,United Kingdom,8.99,323.64,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Clothing,Caps,United Kingdom,8.99,71.92,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Clothing,Caps,United States,,,
2017 Aug,FY2018 Q1,FY2018,Clothing,Caps,United States,,,
2017 Sep,FY2018 Q1,FY2018,Clothing,Caps,United States,,,
2017 Oct,FY2018 Q2,FY2018,Clothing,Caps,United States,,,
2017 Nov,FY2018 Q2,FY2018,Clothing,Caps,United States,,,
2017 Dec,FY2018 Q2,FY2018,Clothing,Caps,United States,,,
2018 Jan,FY2018 Q3,FY2018,Clothing,Caps,United States,,,
2018 Feb,FY2018 Q3,FY2018,Clothing,Caps,United States,,,
2018 Mar,FY2018 Q3,FY2018,Clothing,Caps,United States,,,
2018 Apr,FY2018 Q4,FY2018,Clothing,Caps,United States,,,
2018 May,FY2018 Q4,FY2018,Clothing,Caps,United States,,,
2018 Jun,FY2018 Q4,FY2018,Clothing,Caps,United States,,,
2018 Jul,FY2019 Q1,FY2019,Clothing,Caps,United States,,,
2018 Aug,FY2019 Q1,FY2019,Clothing,Caps,United States,,,
2018 Sep,FY2019 Q1,FY2019,Clothing,Caps,United States,,,
2018 Oct,FY2019 Q2,FY2019,Clothing,Caps,United States,,,
2018 Nov,FY2019 Q2,FY2019,Clothing,Caps,United States,,,
2018 Dec,FY2019 Q2,FY2019,Clothing,Caps,United States,,,
2019 Jan,FY2019 Q3,FY2019,Clothing,Caps,United States,,,
2019 Feb,FY2019 Q3,FY2019,Clothing,Caps,United States,,,
