Superstore 2023.Region,Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Sales)
Central,Office Supplies,"Thursday, August 05, 2021",57.89
East,Office Supplies,"Thursday, August 05, 2021",
South,Office Supplies,"Thursday, August 05, 2021",
West,Office Supplies,"Thursday, August 05, 2021",
Central,Office Supplies,"Friday, August 06, 2021",125.67
East,Office Supplies,"Friday, August 06, 2021",
South,Office Supplies,"Friday, August 06, 2021",
West,Office Supplies,"Friday, August 06, 2021",
Central,Office Supplies,"Saturday, August 07, 2021",28.4
East,Office Supplies,"Saturday, August 07, 2021",184.38
South,Office Supplies,"Saturday, August 07, 2021",25.06
West,Office Supplies,"Saturday, August 07, 2021",22.456
Central,Office Supplies,"Sunday, August 08, 2021",
East,Office Supplies,"Sunday, August 08, 2021",601.44
South,Office Supplies,"Sunday, August 08, 2021",
West,Office Supplies,"Sunday, August 08, 2021",13.888
Central,Office Supplies,"Monday, August 09, 2021",24.18
East,Office Supplies,"Monday, August 09, 2021",1557.998
South,Office Supplies,"Monday, August 09, 2021",4.608
West,Office Supplies,"Monday, August 09, 2021",
Central,Office Supplies,"Tuesday, August 10, 2021",139.69
East,Office Supplies,"Tuesday, August 10, 2021",
South,Office Supplies,"Tuesday, August 10, 2021",
West,Office Supplies,"Tuesday, August 10, 2021",133.472
Central,Office Supplies,"Wednesday, August 11, 2021",
East,Office Supplies,"Wednesday, August 11, 2021",11.96
South,Office Supplies,"Wednesday, August 11, 2021",
West,Office Supplies,"Wednesday, August 11, 2021",
Central,Office Supplies,"Friday, August 13, 2021",11.36
East,Office Supplies,"Friday, August 13, 2021",422.856
South,Office Supplies,"Friday, August 13, 2021",70.32
West,Office Supplies,"Friday, August 13, 2021",50.8
Central,Office Supplies,"Sunday, August 15, 2021",
East,Office Supplies,"Sunday, August 15, 2021",
South,Office Supplies,"Sunday, August 15, 2021",
West,Office Supplies,"Sunday, August 15, 2021",393.36
Central,Office Supplies,"Monday, August 16, 2021",
East,Office Supplies,"Monday, August 16, 2021",71.814
South,Office Supplies,"Monday, August 16, 2021",
West,Office Supplies,"Monday, August 16, 2021",320.368
Central,Office Supplies,"Tuesday, August 17, 2021",
East,Office Supplies,"Tuesday, August 17, 2021",52.2
South,Office Supplies,"Tuesday, August 17, 2021",
West,Office Supplies,"Tuesday, August 17, 2021",46.56
Central,Office Supplies,"Saturday, August 21, 2021",
East,Office Supplies,"Saturday, August 21, 2021",828.544
South,Office Supplies,"Saturday, August 21, 2021",53.28
West,Office Supplies,"Saturday, August 21, 2021",169.12
Central,Office Supplies,"Sunday, August 22, 2021",
East,Office Supplies,"Sunday, August 22, 2021",66.632
South,Office Supplies,"Sunday, August 22, 2021",
West,Office Supplies,"Sunday, August 22, 2021",
Central,Office Supplies,"Monday, August 23, 2021",59.848
East,Office Supplies,"Monday, August 23, 2021",
South,Office Supplies,"Monday, August 23, 2021",890.52
West,Office Supplies,"Monday, August 23, 2021",
Central,Office Supplies,"Tuesday, August 24, 2021",1726.236
East,Office Supplies,"Tuesday, August 24, 2021",442.416
South,Office Supplies,"Tuesday, August 24, 2021",
West,Office Supplies,"Tuesday, August 24, 2021",7.152
Central,Office Supplies,"Wednesday, August 25, 2021",3.798
East,Office Supplies,"Wednesday, August 25, 2021",
South,Office Supplies,"Wednesday, August 25, 2021",
West,Office Supplies,"Wednesday, August 25, 2021",105.96
Central,Office Supplies,"Friday, August 27, 2021",
East,Office Supplies,"Friday, August 27, 2021",
South,Office Supplies,"Friday, August 27, 2021",
West,Office Supplies,"Friday, August 27, 2021",639.974
Central,Office Supplies,"Saturday, August 28, 2021",
East,Office Supplies,"Saturday, August 28, 2021",470.36
South,Office Supplies,"Saturday, August 28, 2021",
West,Office Supplies,"Saturday, August 28, 2021",1662.53
Central,Office Supplies,"Tuesday, August 31, 2021",20.96
East,Office Supplies,"Tuesday, August 31, 2021",
South,Office Supplies,"Tuesday, August 31, 2021",
West,Office Supplies,"Tuesday, August 31, 2021",195.56
Central,Office Supplies,"Wednesday, September 01, 2021",
East,Office Supplies,"Wednesday, September 01, 2021",1203.36
South,Office Supplies,"Wednesday, September 01, 2021",
West,Office Supplies,"Wednesday, September 01, 2021",19.12
Central,Office Supplies,"Friday, September 03, 2021",7.5
East,Office Supplies,"Friday, September 03, 2021",1013.046
South,Office Supplies,"Friday, September 03, 2021",200.984
West,Office Supplies,"Friday, September 03, 2021",37.808
Central,Office Supplies,"Saturday, September 04, 2021",
East,Office Supplies,"Saturday, September 04, 2021",7.656
South,Office Supplies,"Saturday, September 04, 2021",299.54
West,Office Supplies,"Saturday, September 04, 2021",9.762
Central,Office Supplies,"Sunday, September 05, 2021",126.7
East,Office Supplies,"Sunday, September 05, 2021",
South,Office Supplies,"Sunday, September 05, 2021",
West,Office Supplies,"Sunday, September 05, 2021",28.752
Central,Office Supplies,"Monday, September 06, 2021",
East,Office Supplies,"Monday, September 06, 2021",8.39
South,Office Supplies,"Monday, September 06, 2021",57.304
West,Office Supplies,"Monday, September 06, 2021",6.096
Central,Office Supplies,"Tuesday, September 07, 2021",
East,Office Supplies,"Tuesday, September 07, 2021",112.001
South,Office Supplies,"Tuesday, September 07, 2021",140.736
West,Office Supplies,"Tuesday, September 07, 2021",671.93
Central,Office Supplies,"Wednesday, September 08, 2021",
East,Office Supplies,"Wednesday, September 08, 2021",
South,Office Supplies,"Wednesday, September 08, 2021",
West,Office Supplies,"Wednesday, September 08, 2021",68.28
Central,Office Supplies,"Friday, September 10, 2021",14.94
East,Office Supplies,"Friday, September 10, 2021",346.86
South,Office Supplies,"Friday, September 10, 2021",
West,Office Supplies,"Friday, September 10, 2021",405.4
Central,Office Supplies,"Saturday, September 11, 2021",
East,Office Supplies,"Saturday, September 11, 2021",1242.05
South,Office Supplies,"Saturday, September 11, 2021",
West,Office Supplies,"Saturday, September 11, 2021",455.85
Central,Office Supplies,"Sunday, September 12, 2021",
East,Office Supplies,"Sunday, September 12, 2021",205.86
South,Office Supplies,"Sunday, September 12, 2021",
West,Office Supplies,"Sunday, September 12, 2021",
Central,Office Supplies,"Monday, September 13, 2021",7.824
East,Office Supplies,"Monday, September 13, 2021",2.412
South,Office Supplies,"Monday, September 13, 2021",83.022
West,Office Supplies,"Monday, September 13, 2021",234.732
Central,Office Supplies,"Tuesday, September 14, 2021",25.9
East,Office Supplies,"Tuesday, September 14, 2021",1004.16
South,Office Supplies,"Tuesday, September 14, 2021",269.49
West,Office Supplies,"Tuesday, September 14, 2021",
Central,Office Supplies,"Wednesday, September 15, 2021",215.18
East,Office Supplies,"Wednesday, September 15, 2021",243.592
South,Office Supplies,"Wednesday, September 15, 2021",40.224
West,Office Supplies,"Wednesday, September 15, 2021",
Central,Office Supplies,"Thursday, September 16, 2021",
East,Office Supplies,"Thursday, September 16, 2021",
South,Office Supplies,"Thursday, September 16, 2021",31.12
West,Office Supplies,"Thursday, September 16, 2021",
Central,Office Supplies,"Friday, September 17, 2021",6.588
East,Office Supplies,"Friday, September 17, 2021",429.974
South,Office Supplies,"Friday, September 17, 2021",
West,Office Supplies,"Friday, September 17, 2021",57.432
Central,Office Supplies,"Saturday, September 18, 2021",
East,Office Supplies,"Saturday, September 18, 2021",743.9
South,Office Supplies,"Saturday, September 18, 2021",
West,Office Supplies,"Saturday, September 18, 2021",678.98
Central,Office Supplies,"Sunday, September 19, 2021",
East,Office Supplies,"Sunday, September 19, 2021",
South,Office Supplies,"Sunday, September 19, 2021",
West,Office Supplies,"Sunday, September 19, 2021",31.36
Central,Office Supplies,"Monday, September 20, 2021",2.808
East,Office Supplies,"Monday, September 20, 2021",123.528
South,Office Supplies,"Monday, September 20, 2021",1664.132
West,Office Supplies,"Monday, September 20, 2021",45.584
Central,Office Supplies,"Tuesday, September 21, 2021",25.99
East,Office Supplies,"Tuesday, September 21, 2021",
South,Office Supplies,"Tuesday, September 21, 2021",1198.24
West,Office Supplies,"Tuesday, September 21, 2021",207.64
Central,Office Supplies,"Wednesday, September 22, 2021",
East,Office Supplies,"Wednesday, September 22, 2021",55.6
South,Office Supplies,"Wednesday, September 22, 2021",795.908
West,Office Supplies,"Wednesday, September 22, 2021",61.44
Central,Office Supplies,"Friday, September 24, 2021",15.24
East,Office Supplies,"Friday, September 24, 2021",144.512
South,Office Supplies,"Friday, September 24, 2021",
West,Office Supplies,"Friday, September 24, 2021",1240.072
Central,Office Supplies,"Saturday, September 25, 2021",128.744
East,Office Supplies,"Saturday, September 25, 2021",169.206
South,Office Supplies,"Saturday, September 25, 2021",22.549
West,Office Supplies,"Saturday, September 25, 2021",30.08
Central,Office Supplies,"Sunday, September 26, 2021",2.08
East,Office Supplies,"Sunday, September 26, 2021",234.6
South,Office Supplies,"Sunday, September 26, 2021",
West,Office Supplies,"Sunday, September 26, 2021",1141.609
Central,Office Supplies,"Monday, September 27, 2021",57.4
East,Office Supplies,"Monday, September 27, 2021",
South,Office Supplies,"Monday, September 27, 2021",154.9
West,Office Supplies,"Monday, September 27, 2021",274.49
Central,Office Supplies,"Tuesday, September 28, 2021",
East,Office Supplies,"Tuesday, September 28, 2021",293.52
South,Office Supplies,"Tuesday, September 28, 2021",
West,Office Supplies,"Tuesday, September 28, 2021",420.08
Central,Office Supplies,"Friday, October 01, 2021",2.992
East,Office Supplies,"Friday, October 01, 2021",22.45
South,Office Supplies,"Friday, October 01, 2021",
West,Office Supplies,"Friday, October 01, 2021",139.424
Central,Office Supplies,"Saturday, October 02, 2021",
East,Office Supplies,"Saturday, October 02, 2021",199.69
South,Office Supplies,"Saturday, October 02, 2021",7.38
West,Office Supplies,"Saturday, October 02, 2021",404.164
Central,Office Supplies,"Sunday, October 03, 2021",
East,Office Supplies,"Sunday, October 03, 2021",47.078
South,Office Supplies,"Sunday, October 03, 2021",
West,Office Supplies,"Sunday, October 03, 2021",
Central,Office Supplies,"Monday, October 04, 2021",
East,Office Supplies,"Monday, October 04, 2021",20.736
South,Office Supplies,"Monday, October 04, 2021",
West,Office Supplies,"Monday, October 04, 2021",26.96
Central,Office Supplies,"Tuesday, October 05, 2021",
East,Office Supplies,"Tuesday, October 05, 2021",77.55
South,Office Supplies,"Tuesday, October 05, 2021",75.04
West,Office Supplies,"Tuesday, October 05, 2021",
Central,Office Supplies,"Friday, October 08, 2021",3.44
East,Office Supplies,"Friday, October 08, 2021",
South,Office Supplies,"Friday, October 08, 2021",
West,Office Supplies,"Friday, October 08, 2021",
Central,Office Supplies,"Saturday, October 09, 2021",357.273
East,Office Supplies,"Saturday, October 09, 2021",23.92
South,Office Supplies,"Saturday, October 09, 2021",81.302
West,Office Supplies,"Saturday, October 09, 2021",
Central,Office Supplies,"Sunday, October 10, 2021",8.016
East,Office Supplies,"Sunday, October 10, 2021",
South,Office Supplies,"Sunday, October 10, 2021",1801.632
West,Office Supplies,"Sunday, October 10, 2021",76.41
Central,Office Supplies,"Monday, October 11, 2021",
East,Office Supplies,"Monday, October 11, 2021",
South,Office Supplies,"Monday, October 11, 2021",22.368
West,Office Supplies,"Monday, October 11, 2021",
Central,Office Supplies,"Tuesday, October 12, 2021",12.56
East,Office Supplies,"Tuesday, October 12, 2021",71.74
South,Office Supplies,"Tuesday, October 12, 2021",
West,Office Supplies,"Tuesday, October 12, 2021",81.96
Central,Office Supplies,"Friday, October 15, 2021",13.768
East,Office Supplies,"Friday, October 15, 2021",
South,Office Supplies,"Friday, October 15, 2021",
West,Office Supplies,"Friday, October 15, 2021",
Central,Office Supplies,"Sunday, October 17, 2021",
East,Office Supplies,"Sunday, October 17, 2021",
South,Office Supplies,"Sunday, October 17, 2021",
West,Office Supplies,"Sunday, October 17, 2021",77.88
Central,Office Supplies,"Monday, October 18, 2021",73.164
East,Office Supplies,"Monday, October 18, 2021",
South,Office Supplies,"Monday, October 18, 2021",
West,Office Supplies,"Monday, October 18, 2021",17.94
Central,Office Supplies,"Tuesday, October 19, 2021",40
East,Office Supplies,"Tuesday, October 19, 2021",34.44
South,Office Supplies,"Tuesday, October 19, 2021",
West,Office Supplies,"Tuesday, October 19, 2021",1640.7
Central,Office Supplies,"Wednesday, October 20, 2021",
East,Office Supplies,"Wednesday, October 20, 2021",24.56
South,Office Supplies,"Wednesday, October 20, 2021",
West,Office Supplies,"Wednesday, October 20, 2021",
Central,Office Supplies,"Friday, October 22, 2021",5.176
East,Office Supplies,"Friday, October 22, 2021",
South,Office Supplies,"Friday, October 22, 2021",9.952
West,Office Supplies,"Friday, October 22, 2021",
Central,Office Supplies,"Saturday, October 23, 2021",103.104
East,Office Supplies,"Saturday, October 23, 2021",
South,Office Supplies,"Saturday, October 23, 2021",10.688
West,Office Supplies,"Saturday, October 23, 2021",26.952
Central,Office Supplies,"Sunday, October 24, 2021",29.512
East,Office Supplies,"Sunday, October 24, 2021",
South,Office Supplies,"Sunday, October 24, 2021",
West,Office Supplies,"Sunday, October 24, 2021",
Central,Office Supplies,"Monday, October 25, 2021",
East,Office Supplies,"Monday, October 25, 2021",
South,Office Supplies,"Monday, October 25, 2021",
West,Office Supplies,"Monday, October 25, 2021",139.81
Central,Office Supplies,"Tuesday, October 26, 2021",
East,Office Supplies,"Tuesday, October 26, 2021",
South,Office Supplies,"Tuesday, October 26, 2021",
West,Office Supplies,"Tuesday, October 26, 2021",1221.029
Central,Office Supplies,"Thursday, October 28, 2021",
East,Office Supplies,"Thursday, October 28, 2021",
South,Office Supplies,"Thursday, October 28, 2021",47.3
West,Office Supplies,"Thursday, October 28, 2021",
Central,Office Supplies,"Friday, October 29, 2021",
East,Office Supplies,"Friday, October 29, 2021",
South,Office Supplies,"Friday, October 29, 2021",
West,Office Supplies,"Friday, October 29, 2021",244.24
Central,Office Supplies,"Saturday, October 30, 2021",
East,Office Supplies,"Saturday, October 30, 2021",
South,Office Supplies,"Saturday, October 30, 2021",182.91
West,Office Supplies,"Saturday, October 30, 2021",
Central,Office Supplies,"Sunday, October 31, 2021",70.12
East,Office Supplies,"Sunday, October 31, 2021",82.74
South,Office Supplies,"Sunday, October 31, 2021",
West,Office Supplies,"Sunday, October 31, 2021",1013.34
Central,Office Supplies,"Monday, November 01, 2021",
East,Office Supplies,"Monday, November 01, 2021",16.688
South,Office Supplies,"Monday, November 01, 2021",
West,Office Supplies,"Monday, November 01, 2021",7.88
Central,Office Supplies,"Tuesday, November 02, 2021",29.372
East,Office Supplies,"Tuesday, November 02, 2021",
South,Office Supplies,"Tuesday, November 02, 2021",197.72
West,Office Supplies,"Tuesday, November 02, 2021",129.44
Central,Office Supplies,"Wednesday, November 03, 2021",6.608
East,Office Supplies,"Wednesday, November 03, 2021",
South,Office Supplies,"Wednesday, November 03, 2021",
West,Office Supplies,"Wednesday, November 03, 2021",
Central,Office Supplies,"Friday, November 05, 2021",19.824
East,Office Supplies,"Friday, November 05, 2021",59.762
South,Office Supplies,"Friday, November 05, 2021",387.136
West,Office Supplies,"Friday, November 05, 2021",161.152
Central,Office Supplies,"Saturday, November 06, 2021",
East,Office Supplies,"Saturday, November 06, 2021",
South,Office Supplies,"Saturday, November 06, 2021",
West,Office Supplies,"Saturday, November 06, 2021",11.481
Central,Office Supplies,"Sunday, November 07, 2021",394.772
East,Office Supplies,"Sunday, November 07, 2021",57.88
South,Office Supplies,"Sunday, November 07, 2021",1361.631
West,Office Supplies,"Sunday, November 07, 2021",
Central,Office Supplies,"Monday, November 08, 2021",10.476
