New Report.CO_DIV_FIP NO,Min(New Report.SHIPMENT_TYPE)
TE/FR/3763/2023,40FCL
TE/FR/3764/2022,40FCL
TE/FR/3764/2023,40FCL
TE/FR/3765/2022,40FCL
TE/FR/3765/2023,40FCL
TE/FR/3766/2022,LCL
TE/FR/3766/2023,20FCL
TE/FR/3767/2022,40FCL
TE/FR/3767/2023,40FCL
TE/FR/3768/2022,40FCL
TE/FR/3768/2023,LCL
TE/FR/3769/2022,40FCL
TE/FR/3769/2023,LCL
TE/FR/377/2022,20FCL
TE/FR/3770/2022,LCL
TE/FR/3770/2023,20FCL
TE/FR/3771/2022,LCL
TE/FR/3772/2023,LCL
TE/FR/3773/2022,LCL
TE/FR/3773/2023,LCL
TE/FR/3774/2023,20FCL
TE/FR/3775/2022,LCL
TE/FR/3776/2022,LCL
TE/FR/3776/2023,40FCL
TE/FR/3777/2022,LCL
TE/FR/3777/2023,40FCL
TE/FR/3778/2022,LCL
TE/FR/3778/2023,LCL
TE/FR/3779/2022,LCL
TE/FR/3779/2023,40FCL
TE/FR/378/2022,LCL
TE/FR/378/2023,LCL
TE/FR/3780/2022,20FCL
TE/FR/3780/2023,40FCL
TE/FR/3781/2022,40GP
TE/FR/3781/2023,40FCL
TE/FR/3782/2023,40FCL
TE/FR/3783/2023,40FCL
TE/FR/3784/2022,LCL
TE/FR/3784/2023,LCL
TE/FR/3785/2022,40FCL
TE/FR/3785/2023,LCL
TE/FR/3786/2022,40FCL
TE/FR/3786/2023,40FCL
TE/FR/3787/2022,40FCL
TE/FR/3787/2023,LCL
TE/FR/3788/2022,40FCL
TE/FR/3788/2023,40FCL
TE/FR/3789/2022,40FCL
TE/FR/3789/2023,40FCL
TE/FR/379/2022,LCL
TE/FR/379/2023,20FCL
TE/FR/3790/2022,40FCL
TE/FR/3790/2023,40FCL
TE/FR/3791/2022,40FCL
TE/FR/3791/2023,40FCL
TE/FR/3792/2023,40FCL
TE/FR/3793/2023,40FCL
TE/FR/3794/2022,LCL
TE/FR/3794/2023,40FCL
TE/FR/3795/2022,LCL
TE/FR/3795/2023,40FCL
TE/FR/3796/2022,LCL
TE/FR/3796/2023,40FCL
TE/FR/3797/2022,LCL
TE/FR/3797/2023,40FCL
TE/FR/38/2022,40FCL
TE/FR/38/2023,LCL
TE/FR/38/2024,40FCL
TE/FR/380/2022,LCL
TE/FR/380/2023,40FCL
TE/FR/380/2024,40FCL
TE/FR/3800/2022,20FCL
TE/FR/3800/2023,LCL
TE/FR/3801/2022,40FCL
TE/FR/3802/2022,40FCL
TE/FR/3802/2023,LCL
TE/FR/3803/2022,40FCL
TE/FR/3804/2022,40FCL
TE/FR/3804/2023,LCL
TE/FR/3805/2022,40FCL
TE/FR/3805/2023,40FCL
TE/FR/3806/2023,40FCL
TE/FR/3807/2022,40FCL
TE/FR/3807/2023,40FCL
TE/FR/3808/2022,40FCL
TE/FR/3808/2023,40FCL
TE/FR/3809/2022,40FCL
TE/FR/3809/2023,40FCL
TE/FR/381/2022,40FCL
TE/FR/3810/2022,40FCL
TE/FR/3810/2023,40FCL
TE/FR/3811/2022,40FCL
TE/FR/3811/2023,40FCL
TE/FR/3812/2022,LCL
TE/FR/3812/2023,40FCL
TE/FR/3813/2022,LCL
TE/FR/3813/2023,40FCL
TE/FR/3814/2023,LCL
TE/FR/3815/2022,40FCL
TE/FR/3815/2023,LCL
TE/FR/3816/2022,40FCL
TE/FR/3816/2023,LCL
TE/FR/3817/2022,40FCL
TE/FR/3818/2022,40FCL
TE/FR/3818/2023,20FCL
TE/FR/3819/2022,LCL
TE/FR/3819/2023,40FCL
TE/FR/382/2022,LCL
TE/FR/382/2023,40FCL
TE/FR/3820/2022,20FCL
TE/FR/3820/2023,20FCL
TE/FR/3821/2023,40FCL
TE/FR/3822/2022,LCL
TE/FR/3822/2023,LCL
TE/FR/3823/2023,LCL
TE/FR/3824/2023,LCL
TE/FR/3825/2023,LCL
TE/FR/3826/2023,20FCL
TE/FR/3827/2023,40FCL
TE/FR/3828/2022,40FCL
TE/FR/3828/2023,LCL
TE/FR/3829/2023,20FCL
TE/FR/383/2022,40FCL
TE/FR/383/2024,LCL
TE/FR/3830/2022,40FCL
TE/FR/3830/2023,LCL
TE/FR/3831/2022,LCL
TE/FR/3831/2023,40FCL
TE/FR/3832/2023,40FCL
TE/FR/3833/2023,40FCL
TE/FR/3834/2022,LCL
TE/FR/3834/2023,40FCL
TE/FR/3835/2023,40FCL
TE/FR/3837/2022,LCL
TE/FR/3837/2023,40FCL
TE/FR/3838/2022,LCL
TE/FR/3838/2023,40FCL
TE/FR/3839/2023,40FCL
TE/FR/384/2022,40FCL
TE/FR/384/2024,40FCL
TE/FR/3840/2022,LCL
TE/FR/3840/2023,40FCL
TE/FR/3841/2022,20FCL
TE/FR/3841/2023,LCL
TE/FR/3842/2022,40FCL
TE/FR/3842/2023,40FCL
TE/FR/3843/2022,40FCL
TE/FR/3843/2023,40FCL
TE/FR/3844/2022,LCL
TE/FR/3844/2023,40FCL
TE/FR/3845/2022,LCL
TE/FR/3845/2023,40FCL
TE/FR/3846/2022,40FCL
TE/FR/3846/2023,40FCL
TE/FR/3847/2022,LCL
TE/FR/3847/2023,40FCL
TE/FR/3848/2023,LCL
TE/FR/3849/2022,LCL
TE/FR/3849/2023,LCL
TE/FR/385/2022,LCL
TE/FR/3850/2022,40FCL
TE/FR/3850/2023,40FCL
TE/FR/3851/2022,40FCL
TE/FR/3851/2023,LCL
TE/FR/3852/2023,40FCL
TE/FR/3853/2022,LCL
TE/FR/3853/2023,LCL
TE/FR/3854/2022,LCL
TE/FR/3855/2023,40FCL
TE/FR/3858/2023,40FCL
TE/FR/3859/2022,LCL
TE/FR/3859/2023,LCL
TE/FR/386/2022,40FCL
TE/FR/3860/2022,LCL
TE/FR/3861/2023,40FCL
TE/FR/3862/2023,40FCL
TE/FR/3863/2022,LCL
TE/FR/3863/2023,40FCL
TE/FR/3867/2023,40FCL
TE/FR/3870/2022,LCL
TE/FR/3870/2023,40FCL
TE/FR/3871/2023,40FCL
TE/FR/3872/2023,40FCL
TE/FR/3873/2022,20FCL
TE/FR/3874/2022,LCL
TE/FR/3874/2023,40FCL
TE/FR/3875/2023,40FCL
TE/FR/3876/2022,LCL
TE/FR/3876/2023,LCL
TE/FR/3877/2022,LCL
TE/FR/3879/2022,40FCL
TE/FR/3879/2023,LCL
TE/FR/388/2022,40FCL
TE/FR/388/2024,40FCL
TE/FR/3880/2023,LCL
TE/FR/3881/2022,LCL
TE/FR/3881/2023,LCL
TE/FR/3882/2022,LCL
TE/FR/3882/2023,LCL
TE/FR/3883/2022,20FCL
TE/FR/3883/2023,LCL
TE/FR/3884/2022,LCL
TE/FR/3884/2023,LCL
TE/FR/3885/2023,40FCL
TE/FR/3886/2023,40FCL
TE/FR/3887/2022,LCL
TE/FR/3887/2023,40FCL
TE/FR/3888/2022,LCL
TE/FR/3888/2023,LCL
TE/FR/3889/2022,20FCL
TE/FR/389/2022,40FCL
TE/FR/389/2024,40FCL
TE/FR/3890/2022,20FCL
TE/FR/3891/2022,20FCL
TE/FR/3891/2023,LCL
TE/FR/3892/2022,20FCL
TE/FR/3893/2022,20FCL
TE/FR/3894/2022,40FCL
TE/FR/3894/2023,40FCL
TE/FR/3895/2022,40FCL
TE/FR/3895/2023,LCL
TE/FR/3896/2022,40FCL
TE/FR/3896/2023,40FCL
TE/FR/3897/2022,40FCL
TE/FR/3897/2023,40FCL
TE/FR/3898/2022,LCL
TE/FR/3898/2023,40FCL
TE/FR/3899/2023,40FCL
TE/FR/39/2022,40FCL
TE/FR/39/2023,20FCL
TE/FR/39/2024,40FCL
TE/FR/390/2022,40FCL
TE/FR/390/2024,40FCL
TE/FR/3900/2022,40FCL
TE/FR/3900/2023,40FCL
TE/FR/3901/2022,LCL
TE/FR/3902/2022,40FCL
TE/FR/3902/2023,LCL
TE/FR/3903/2022,40FCL
TE/FR/3903/2023,LCL
TE/FR/3904/2022,40FCL
TE/FR/3905/2022,40FCL
TE/FR/3905/2023,40FCL
TE/FR/3906/2022,40FCL
TE/FR/3906/2023,40FCL
TE/FR/3907/2022,40FCL
TE/FR/3907/2023,20FCL
TE/FR/3908/2022,40FCL
TE/FR/3909/2022,40FCL
TE/FR/391/2022,40FCL
TE/FR/391/2023,40FCL
TE/FR/391/2024,40FCL
TE/FR/3910/2022,40FCL
TE/FR/3912/2023,20FCL
TE/FR/3913/2022,40FCL
TE/FR/3913/2023,LCL
TE/FR/3914/2023,20FCL
TE/FR/3915/2023,40FCL
TE/FR/3916/2023,40FCL
TE/FR/3917/2022,LCL
TE/FR/3917/2023,40FCL
TE/FR/3918/2022,LCL
TE/FR/3918/2023,40FCL
TE/FR/3919/2023,40FCL
TE/FR/392/2022,40FCL
TE/FR/392/2023,LCL
TE/FR/392/2024,40FCL
TE/FR/3922/2023,LCL
TE/FR/3924/2022,40FCL
TE/FR/3924/2023,40FCL
TE/FR/3925/2023,40FCL
TE/FR/3926/2022,LCL
TE/FR/3926/2023,40FCL
TE/FR/3927/2022,LCL
TE/FR/3928/2022,LCL
TE/FR/3929/2022,LCL
TE/FR/393/2022,20FCL
TE/FR/393/2024,40FCL
TE/FR/3930/2023,40FCL
TE/FR/3931/2023,40FCL
TE/FR/3932/2023,40FCL
TE/FR/3933/2023,40FCL
TE/FR/3936/2023,LCL
TE/FR/3938/2023,40FCL
TE/FR/3939/2023,40FCL
TE/FR/394/2023,40FCL
TE/FR/3946/2023,LCL
TE/FR/3948/2023,LCL
TE/FR/3949/2023,LCL
TE/FR/3950/2023,40FCL
TE/FR/3954/2023,40FCL
TE/FR/3956/2023,LCL
TE/FR/3958/2023,20FCL
TE/FR/3959/2023,40FCL
TE/FR/396/2022,LCL
TE/FR/396/2023,40FCL
TE/FR/3960/2023,40FCL
TE/FR/3961/2023,40FCL
TE/FR/3963/2023,40FCL
TE/FR/3964/2023,40FCL
TE/FR/3965/2023,40FCL
TE/FR/3966/2023,40FCL
TE/FR/3967/2023,LCL
TE/FR/3968/2023,LCL
TE/FR/397/2022,40FCL
TE/FR/397/2023,40FCL
TE/FR/397/2024,40FCL
TE/FR/3972/2023,40FCL
TE/FR/3973/2023,40FCL
TE/FR/3974/2023,40FCL
TE/FR/3975/2023,40FCL
TE/FR/3978/2023,40FCL
TE/FR/398/2022,40FCL
TE/FR/398/2023,40FCL
TE/FR/398/2024,40FCL
TE/FR/3980/2023,40FCL
TE/FR/3981/2023,40FCL
TE/FR/3982/2023,LCL
TE/FR/3983/2023,40FCL
TE/FR/3984/2023,LCL
TE/FR/3985/2023,LCL
TE/FR/3986/2023,20FCL
TE/FR/3989/2023,LCL
TE/FR/399/2022,20FCL
TE/FR/399/2023,40FCL
TE/FR/399/2024,40FCL
TE/FR/3990/2023,40FCL
TE/FR/3991/2023,40FCL
TE/FR/3992/2023,40FCL
TE/FR/3993/2023,40FCL
TE/FR/3994/2023,40FCL
TE/FR/3995/2023,40FCL
TE/FR/3996/2023,40FCL
TE/FR/3997/2023,40FCL
TE/FR/3998/2023,40FCL
TE/FR/3999/2023,20FCL
TE/FR/4/2022,40FCL
TE/FR/4/2024,LCL
TE/FR/40/2022,40FCL
TE/FR/40/2023,LCL
TE/FR/40/2024,LCL
TE/FR/400/2022,40FCL
TE/FR/400/2023,40FCL
TE/FR/400/2024,20FCL
TE/FR/4000/2023,LCL
TE/FR/4008/2023,40FCL
TE/FR/4009/2023,40FCL
TE/FR/401/2022,40FCL
TE/FR/401/2023,40FCL
TE/FR/401/2024,20FCL
TE/FR/4010/2023,40FCL
TE/FR/4011/2023,40FCL
TE/FR/4015/2023,LCL
TE/FR/4016/2023,40FCL
TE/FR/4017/2023,40FCL
TE/FR/4018/2023,40FCL
TE/FR/4019/2023,40FCL
TE/FR/402/2022,40FCL
TE/FR/402/2023,40FCL
TE/FR/402/2024,20FCL
TE/FR/4020/2023,40FCL
TE/FR/4021/2023,40FCL
TE/FR/4022/2023,40FCL
TE/FR/4023/2023,40FCL
TE/FR/4024/2023,40FCL
TE/FR/4025/2023,40FCL
TE/FR/4026/2023,40FCL
TE/FR/4027/2023,20FCL
TE/FR/4028/2023,LCL
TE/FR/4029/2023,LCL
TE/FR/403/2022,40FCL
TE/FR/403/2023,40FCL
TE/FR/403/2024,40FCL
TE/FR/4033/2023,40FCL
TE/FR/4034/2023,40FCL
TE/FR/4035/2023,40FCL
TE/FR/4036/2023,LCL
TE/FR/4037/2023,LCL
TE/FR/4038/2023,40FCL
TE/FR/4039/2023,40FCL
TE/FR/404/2022,40FCL
TE/FR/404/2023,40FCL
TE/FR/4040/2023,40FCL
TE/FR/4041/2023,LCL
TE/FR/4042/2023,LCL
TE/FR/4043/2023,LCL
TE/FR/4044/2023,40FCL
TE/FR/4045/2023,LCL
TE/FR/4047/2023,LCL
TE/FR/4048/2023,40FCL
TE/FR/4049/2023,40FCL
TE/FR/405/2022,20FCL
TE/FR/405/2023,40FCL
TE/FR/4050/2023,40FCL
TE/FR/4051/2023,40FCL
TE/FR/406/2023,40FCL
TE/FR/406/2024,40FCL
TE/FR/4060/2023,LCL
TE/FR/4061/2023,LCL
TE/FR/4063/2023,LCL
TE/FR/4064/2023,20FCL
TE/FR/4065/2023,20FCL
TE/FR/4066/2023,LCL
TE/FR/4067/2023,LCL
TE/FR/4068/2023,LCL
TE/FR/4069/2023,LCL
TE/FR/407/2023,40FCL
TE/FR/4071/2023,LCL
TE/FR/4072/2023,40FCL
TE/FR/4073/2023,40FCL
TE/FR/4074/2023,40FCL
TE/FR/4075/2023,40FCL
TE/FR/4076/2023,40FCL
TE/FR/4077/2023,40FCL
TE/FR/4078/2023,40FCL
TE/FR/4079/2023,40FCL
TE/FR/408/2023,40FCL
TE/FR/4080/2023,40FCL
TE/FR/4081/2023,40FCL
TE/FR/4083/2023,40FCL
TE/FR/4084/2023,40FCL
TE/FR/4085/2023,40FCL
TE/FR/4088/2023,LCL
TE/FR/4089/2023,40FCL
TE/FR/409/2023,40FCL
TE/FR/409/2024,40FCL
TE/FR/4090/2023,40FCL
TE/FR/4091/2023,LCL
TE/FR/4092/2023,40FCL
TE/FR/4095/2023,20FCL
TE/FR/4096/2023,40FCL
TE/FR/4098/2023,20FCL
TE/FR/4099/2023,20FCL
TE/FR/41/2022,LCL
TE/FR/41/2023,20FCL
TE/FR/410/2022,20FCL
TE/FR/410/2023,40FCL
TE/FR/410/2024,40FCL
TE/FR/4100/2023,40FCL
TE/FR/4101/2023,40FCL
TE/FR/4102/2023,40FCL
TE/FR/4103/2023,40FCL
TE/FR/4107/2023,40FCL
TE/FR/4108/2023,40FCL
TE/FR/411/2022,20FCL
TE/FR/411/2023,40FCL
TE/FR/411/2024,40FCL
TE/FR/4110/2023,20FCL
TE/FR/4118/2023,LCL
TE/FR/412/2022,20FCL
TE/FR/412/2023,40FCL
TE/FR/412/2024,40FCL
TE/FR/4121/2023,20FCL
TE/FR/4122/2023,20FCL
TE/FR/4127/2023,40FCL
TE/FR/4129/2023,40FCL
TE/FR/413/2022,20FCL
TE/FR/413/2023,40FCL
TE/FR/413/2024,40FCL
TE/FR/4130/2023,40FCL
TE/FR/4131/2023,40FCL
TE/FR/4132/2023,LCL
TE/FR/4135/2023,LCL
TE/FR/4136/2023,LCL
TE/FR/4137/2023,LCL
TE/FR/414/2022,20FCL
TE/FR/414/2023,40FCL
TE/FR/414/2024,40FCL
TE/FR/4140/2023,40FCL
TE/FR/4143/2023,40FCL
TE/FR/4144/2023,40FCL
TE/FR/4145/2023,LCL
TE/FR/4146/2023,LCL
TE/FR/4147/2023,LCL
TE/FR/415/2024,LCL
TE/FR/4153/2023,LCL
TE/FR/4154/2023,LCL
TE/FR/4155/2023,LCL
TE/FR/416/2022,40FCL
TE/FR/416/2024,40FCL
TE/FR/417/2022,40FCL
TE/FR/417/2023,LCL
TE/FR/417/2024,40FCL
TE/FR/418/2022,40FCL
TE/FR/418/2023,40FCL
TE/FR/418/2024,40FCL
TE/FR/419/2022,40FCL
TE/FR/419/2024,40FCL
TE/FR/42/2022,40FCL
TE/FR/42/2023,LCL
TE/FR/42/2024,LCL
TE/FR/420/2023,40FCL
TE/FR/420/2024,40FCL
TE/FR/421/2022,LCL
TE/FR/421/2024,LCL
TE/FR/422/2022,40FCL
TE/FR/422/2023,40FCL
TE/FR/422/2024,LCL
TE/FR/423/2022,LCL
TE/FR/425/2022,40FCL
TE/FR/425/2023,LCL
TE/FR/426/2022,LCL
TE/FR/426/2023,LCL
TE/FR/426/2024,40FCL
TE/FR/427/2022,20FCL
TE/FR/427/2023,LCL
TE/FR/428/2022,20FCL
TE/FR/428/2023,LCL
TE/FR/428/2024,40FCL
TE/FR/429/2022,LCL
TE/FR/429/2024,LCL
TE/FR/43/2022,LCL
TE/FR/43/2023,LCL
TE/FR/430/2022,LCL
TE/FR/430/2024,LCL
TE/FR/431/2022,LCL
TE/FR/431/2024,40FCL
TE/FR/432/2022,LCL
TE/FR/432/2023,LCL
TE/FR/433/2023,40FCL
TE/FR/433/2024,LCL
TE/FR/434/2022,LCL
TE/FR/434/2023,40FCL
TE/FR/434/2024,LCL
TE/FR/435/2021,20FCL
TE/FR/435/2022,20FCL
TE/FR/435/2023,LCL
TE/FR/436/2023,20FCL
TE/FR/437/2023,LCL
TE/FR/437/2024,LCL
TE/FR/438/2022,40FCL
TE/FR/439/2022,40FCL
TE/FR/439/2023,LCL
TE/FR/44/2022,40FCL
TE/FR/44/2023,LCL
TE/FR/440/2022,40FCL
TE/FR/440/2023,LCL
TE/FR/440/2024,LCL
TE/FR/441/2022,40FCL
TE/FR/441/2023,20FCL
TE/FR/441/2024,20FCL
TE/FR/442/2022,20FCL
TE/FR/442/2023,20FCL
TE/FR/442/2024,40FCL
TE/FR/443/2022,LCL
TE/FR/443/2023,40FCL
TE/FR/443/2024,40FCL
TE/FR/444/2022,LCL
TE/FR/444/2023,40FCL
TE/FR/445/2022,40FCL
TE/FR/445/2023,LCL
TE/FR/446/2023,40FCL
TE/FR/447/2022,LCL
TE/FR/447/2023,40FCL
TE/FR/448/2022,40FCL
TE/FR/448/2023,40FCL
TE/FR/449/2022,LCL
TE/FR/449/2023,40FCL
TE/FR/45/2022,40FCL
TE/FR/45/2023,LCL
TE/FR/45/2024,40FCL
TE/FR/450/2022,40FCL
TE/FR/450/2023,40FCL
TE/FR/451/2022,40FCL
TE/FR/451/2023,40FCL
TE/FR/451/2024,40FCL
TE/FR/452/2022,40FCL
TE/FR/452/2023,40FCL
TE/FR/452/2024,40FCL
TE/FR/453/2022,20FCL
TE/FR/453/2024,40FCL
TE/FR/454/2022,40FCL
TE/FR/454/2024,40FCL
TE/FR/455/2022,LCL
TE/FR/455/2023,LCL
TE/FR/455/2024,40FCL
TE/FR/456/2023,40FCL
TE/FR/456/2024,40FCL
TE/FR/457/2022,LCL
TE/FR/457/2023,40FCL
TE/FR/457/2024,40FCL
TE/FR/458/2022,LCL
TE/FR/458/2023,40FCL
TE/FR/458/2024,40FCL
TE/FR/459/2022,40FCL
TE/FR/459/2023,40FCL
TE/FR/459/2024,40FCL
TE/FR/4594/2021,40FCL
TE/FR/46/2022,40FCL
TE/FR/46/2023,40FCL
TE/FR/46/2024,40FCL
TE/FR/460/2022,20FCL
TE/FR/460/2023,40FCL
TE/FR/460/2024,40FCL
TE/FR/461/2022,20FCL
TE/FR/461/2023,40FCL
TE/FR/461/2024,40FCL
TE/FR/462/2022,20FCL
TE/FR/462/2023,40FCL
TE/FR/462/2024,40FCL
TE/FR/463/2022,20FCL
TE/FR/463/2023,40GP
TE/FR/463/2024,40FCL
TE/FR/464/2022,LCL
TE/FR/464/2023,40FCL
TE/FR/464/2024,40FCL
TE/FR/465/2022,40FCL
TE/FR/465/2023,40FCL
TE/FR/465/2024,40FCL
TE/FR/466/2022,40FCL
TE/FR/466/2023,40FCL
TE/FR/466/2024,LCL
TE/FR/467/2022,40FCL
TE/FR/467/2023,40FCL
TE/FR/467/2024,40FCL
TE/FR/468/2022,20FCL
TE/FR/468/2023,40FCL
TE/FR/468/2024,40FCL
TE/FR/469/2022,40FCL
TE/FR/469/2024,40FCL
TE/FR/47/2022,LCL
TE/FR/47/2023,LCL
TE/FR/47/2024,40FCL
TE/FR/470/2021,LCL
TE/FR/470/2022,LCL
TE/FR/470/2024,LCL
TE/FR/471/2022,20FCL
TE/FR/471/2024,LCL
TE/FR/472/2024,40FCL
TE/FR/473/2022,40FCL
TE/FR/473/2023,40FCL
TE/FR/473/2024,20FCL
TE/FR/474/2023,40FCL
TE/FR/475/2022,LCL
TE/FR/475/2023,40FCL
TE/FR/476/2022,LCL
TE/FR/476/2023,40FCL
TE/FR/476/2024,LCL
TE/FR/477/2022,20FCL
TE/FR/477/2023,40FCL
TE/FR/477/2024,LCL
TE/FR/478/2022,40FCL
TE/FR/478/2023,40FCL
TE/FR/478/2024,LCL
TE/FR/479/2022,LCL
TE/FR/479/2023,40FCL
TE/FR/48/2022,40FCL
TE/FR/48/2023,20FCL
TE/FR/48/2024,40FCL
TE/FR/480/2023,40FCL
TE/FR/480/2024,LCL
TE/FR/481/2022,LCL
TE/FR/481/2023,40FCL
TE/FR/481/2024,LCL
TE/FR/482/2024,LCL
TE/FR/483/2022,20FCL
TE/FR/484/2024,LCL
TE/FR/485/2022,20FCL
TE/FR/485/2023,LCL
TE/FR/486/2022,20FCL
TE/FR/486/2023,20FCL
TE/FR/487/2022,20FCL
TE/FR/487/2024,20FCL
TE/FR/488/2022,20FCL
TE/FR/489/2022,20FCL
TE/FR/489/2023,40FCL
TE/FR/49/2022,40FCL
TE/FR/49/2023,20FCL
TE/FR/49/2024,40FCL
TE/FR/490/2022,20FCL
TE/FR/490/2023,LCL
TE/FR/490/2024,LCL
TE/FR/491/2022,20FCL
TE/FR/491/2023,40FCL
TE/FR/492/2023,40FCL
TE/FR/492/2024,40FCL
TE/FR/493/2024,LCL
TE/FR/494/2022,LCL
TE/FR/494/2023,40FCL
TE/FR/495/2022,LCL
TE/FR/495/2023,LCL
TE/FR/495/2024,LCL
TE/FR/496/2022,LCL
TE/FR/496/2023,40FCL
TE/FR/496/2024,40FCL
TE/FR/497/2022,20FCL
TE/FR/497/2024,40FCL
TE/FR/498/2023,40FCL
TE/FR/498/2024,40FCL
TE/FR/499/2022,20FCL
TE/FR/499/2024,40FCL
TE/FR/5/2022,LCL
TE/FR/5/2024,LCL
TE/FR/50/2022,40FCL
TE/FR/50/2023,20FCL
TE/FR/50/2024,40FCL
TE/FR/500/2022,20FCL
TE/FR/500/2023,40FCL
TE/FR/500/2024,LCL
TE/FR/501/2022,40FCL
TE/FR/501/2023,40FCL
TE/FR/501/2024,40FCL
TE/FR/502/2022,20FCL
TE/FR/502/2023,40FCL
TE/FR/502/2024,LCL
TE/FR/5021/2021,20FCL
TE/FR/503/2023,40FCL
TE/FR/503/2024,20FCL
TE/FR/504/2022,20FCL
TE/FR/504/2023,40FCL
TE/FR/504/2024,LCL
TE/FR/505/2022,40FCL
TE/FR/505/2023,40FCL
TE/FR/505/2024,40FCL
TE/FR/506/2022,20FCL
TE/FR/506/2023,40FCL
TE/FR/506/2024,40FCL
TE/FR/5065/2021,40FCL
TE/FR/507/2022,20FCL
TE/FR/507/2023,40FCL
TE/FR/507/2024,40FCL
TE/FR/508/2022,20FCL
TE/FR/508/2023,40FCL
TE/FR/508/2024,40FCL
TE/FR/509/2022,20FCL
TE/FR/509/2023,LCL
TE/FR/509/2024,40FCL
TE/FR/51/2022,40FCL
TE/FR/51/2023,20FCL
TE/FR/51/2024,40FCL
TE/FR/510/2022,40FCL
TE/FR/511/2022,40FCL
TE/FR/512/2022,40FCL
TE/FR/512/2024,40FCL
TE/FR/513/2022,40FCL
TE/FR/513/2023,LCL
TE/FR/513/2024,40FCL
TE/FR/514/2022,40FCL
TE/FR/514/2023,LCL
TE/FR/514/2024,40FCL
TE/FR/515/2022,20FCL
TE/FR/515/2023,LCL
TE/FR/515/2024,40FCL
TE/FR/516/2022,LCL
TE/FR/516/2023,LCL
TE/FR/516/2024,40FCL
TE/FR/517/2022,20FCL
TE/FR/517/2023,LCL
TE/FR/518/2022,20FCL
TE/FR/518/2023,LCL
TE/FR/518/2024,40FCL
TE/FR/519/2022,LCL
TE/FR/519/2024,40FCL
TE/FR/52/2022,LCL
TE/FR/52/2023,20FCL
TE/FR/52/2024,40FCL
TE/FR/520/2022,LCL
TE/FR/520/2023,LCL
TE/FR/520/2024,40FCL
TE/FR/521/2022,LCL
TE/FR/521/2024,40FCL
TE/FR/5218/2021,40FCL
TE/FR/522/2022,LCL
TE/FR/522/2024,LCL
TE/FR/5228/2021,20FCL
TE/FR/5229/2021,LCL
TE/FR/523/2022,20GP
TE/FR/523/2024,LCL
TE/FR/524/2022,LCL
TE/FR/524/2023,LCL
TE/FR/524/2024,40FCL
TE/FR/525/2022,LCL
TE/FR/525/2024,40FCL
TE/FR/5256/2021,LCL
TE/FR/526/2022,40FCL
TE/FR/526/2024,40FCL
TE/FR/527/2022,40FCL
TE/FR/527/2023,LCL
TE/FR/528/2022,40FCL
TE/FR/528/2024,LCL
TE/FR/529/2022,20FCL
TE/FR/529/2023,LCL
TE/FR/529/2024,20FCL
TE/FR/5297/2021,LCL
TE/FR/53/2022,40FCL
TE/FR/53/2023,20FCL
TE/FR/53/2024,LCL
TE/FR/530/2022,20FCL
TE/FR/530/2023,LCL
TE/FR/530/2024,20FCL
TE/FR/531/2022,20FCL
TE/FR/531/2023,LCL
TE/FR/532/2022,40FCL
TE/FR/532/2023,LCL
TE/FR/533/2022,20FCL
TE/FR/533/2023,LCL
TE/FR/533/2024,LCL
TE/FR/534/2022,20FCL
TE/FR/534/2023,LCL
TE/FR/534/2024,LCL
TE/FR/535/2022,20FCL
TE/FR/535/2023,40FCL
TE/FR/535/2024,20FCL
TE/FR/536/2022,40FCL
TE/FR/536/2023,40FCL
TE/FR/5363/2021,LCL
TE/FR/5364/2021,LCL
TE/FR/5368/2021,LCL
TE/FR/537/2022,20FCL
TE/FR/537/2023,40FCL
TE/FR/5375/2021,40FCL
TE/FR/5376/2021,LCL
TE/FR/538/2022,20FCL
TE/FR/538/2023,40FCL
TE/FR/539/2022,20FCL
TE/FR/539/2023,40FCL
TE/FR/54/2022,40FCL
TE/FR/54/2023,20FCL
TE/FR/540/2021,LCL
TE/FR/540/2022,20FCL
TE/FR/540/2024,40FCL
TE/FR/541/2022,20FCL
TE/FR/541/2024,20FCL
TE/FR/542/2023,20FCL
TE/FR/542/2024,LCL
TE/FR/543/2022,20FCL
TE/FR/5435/2021,LCL
TE/FR/5439/2021,LCL
TE/FR/544/2022,40FCL
TE/FR/544/2023,LCL
TE/FR/5442/2021,20FCL
TE/FR/5443/2021,20FCL
TE/FR/545/2022,40FCL
TE/FR/545/2024,LCL
TE/FR/546/2022,40FCL
TE/FR/546/2024,LCL
TE/FR/5463/2021,20FCL
TE/FR/547/2022,40FCL
TE/FR/547/2023,40FCL
TE/FR/547/2024,LCL
TE/FR/548/2022,40FCL
TE/FR/548/2023,40FCL
TE/FR/548/2024,LCL
TE/FR/5485/2021,20FCL
TE/FR/549/2022,40FCL
TE/FR/549/2023,LCL
TE/FR/5490/2021,40FCL
TE/FR/5493/2021,LCL
TE/FR/55/2023,LCL
TE/FR/55/2024,LCL
TE/FR/550/2022,40FCL
TE/FR/550/2023,40FCL
TE/FR/551/2022,40FCL
TE/FR/551/2023,40FCL
TE/FR/552/2022,40FCL
TE/FR/552/2023,40FCL
TE/FR/5525/2021,LCL
TE/FR/553/2022,20FCL
TE/FR/553/2023,40FCL
TE/FR/553/2024,40FCL
TE/FR/554/2023,40FCL
TE/FR/554/2024,40FCL
TE/FR/555/2022,LCL
