Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2017,South,Jupiter,Office Supplies,0.15480000000000005,1
2014,South,Kenner,Office Supplies,,
2015,South,Kenner,Office Supplies,,
2016,South,Kenner,Office Supplies,4.681800000000001,2
2017,South,Kenner,Office Supplies,,
2014,South,Kenner,Technology,,
2015,South,Kenner,Technology,,
2016,South,Kenner,Technology,15.1158,2
2017,South,Kenner,Technology,,
2014,South,Kissimmee,Technology,,
2015,South,Kissimmee,Technology,,
2016,South,Kissimmee,Technology,,
2017,South,Kissimmee,Technology,84.59819999999988,2
2014,South,Knoxville,Furniture,-152.19389999999999,9
2015,South,Knoxville,Furniture,,
2016,South,Knoxville,Furniture,,
2017,South,Knoxville,Furniture,-1014.8732000000001,20
2014,South,Knoxville,Office Supplies,-2.005800000000005,11
2015,South,Knoxville,Office Supplies,,
2016,South,Knoxville,Office Supplies,21.576000000000008,9
2017,South,Knoxville,Office Supplies,-16.458999999999985,28
2014,South,Knoxville,Technology,,
2015,South,Knoxville,Technology,,
2016,South,Knoxville,Technology,,
2017,South,Knoxville,Technology,-1.119600000000009,4
2014,South,Lafayette,Furniture,,
2015,South,Lafayette,Furniture,177.60479999999995,7
2016,South,Lafayette,Furniture,,
2017,South,Lafayette,Furniture,474.21700000000004,21
2014,South,Lafayette,Office Supplies,24.983599999999996,10
2015,South,Lafayette,Office Supplies,,
2016,South,Lafayette,Office Supplies,21.227999999999998,5
2017,South,Lafayette,Office Supplies,52.82410000000002,10
2014,South,Lafayette,Technology,42.991400000000006,2
2015,South,Lafayette,Technology,,
2016,South,Lafayette,Technology,,
2017,South,Lafayette,Technology,248.44140000000002,6
2014,South,Lake Charles,Furniture,12.990000000000002,2
2015,South,Lake Charles,Furniture,,
2016,South,Lake Charles,Furniture,,
2017,South,Lake Charles,Furniture,,
2014,South,Lake Charles,Office Supplies,8.6112,3
2015,South,Lake Charles,Office Supplies,,
2016,South,Lake Charles,Office Supplies,,
2017,South,Lake Charles,Office Supplies,219.6546,11
2014,South,Lakeland,Furniture,6.877200000000002,6
2015,South,Lakeland,Furniture,-175.33620000000016,8
2016,South,Lakeland,Furniture,-255.5875000000001,7
2017,South,Lakeland,Furniture,47.88779999999998,6
2014,South,Lakeland,Office Supplies,-19.789800000000003,12
2015,South,Lakeland,Office Supplies,16.821199999999976,17
2016,South,Lakeland,Office Supplies,,
2017,South,Lakeland,Office Supplies,,
2014,South,Lakeland,Technology,171.54489999999996,7
2015,South,Lakeland,Technology,18.945899999999988,11
2016,South,Lakeland,Technology,,
2017,South,Lakeland,Technology,,
2014,South,Lebanon,Office Supplies,,
2015,South,Lebanon,Office Supplies,6.372,6
2016,South,Lebanon,Office Supplies,,
2017,South,Lebanon,Office Supplies,59.4355,5
2014,South,Lebanon,Technology,,
2015,South,Lebanon,Technology,,
2016,South,Lebanon,Technology,17.998199999999997,3
2017,South,Lebanon,Technology,,
2014,South,Little Rock,Furniture,9.102000000000002,6
2015,South,Little Rock,Furniture,,
2016,South,Little Rock,Furniture,,
2017,South,Little Rock,Furniture,,
2014,South,Little Rock,Office Supplies,65.3548,16
2015,South,Little Rock,Office Supplies,,
2016,South,Little Rock,Office Supplies,138.3258,18
2017,South,Little Rock,Office Supplies,231.68379999999996,24
2014,South,Little Rock,Technology,351.6874,11
2015,South,Little Rock,Technology,,
2016,South,Little Rock,Technology,210.02430000000004,12
2017,South,Little Rock,Technology,148.49099999999996,3
2014,South,Louisville,Furniture,,
2015,South,Louisville,Furniture,171.3252,11
2016,South,Louisville,Furniture,6.3744,2
2017,South,Louisville,Furniture,723.5305,19
2014,South,Louisville,Office Supplies,260.247,10
2015,South,Louisville,Office Supplies,137.2839,21
2016,South,Louisville,Office Supplies,42.867599999999996,7
2017,South,Louisville,Office Supplies,269.7643999999999,23
2014,South,Louisville,Technology,,
2015,South,Louisville,Technology,219.6951,29
2016,South,Louisville,Technology,,
2017,South,Louisville,Technology,144.8085,9
2014,South,Macon,Furniture,52.688,5
2015,South,Macon,Furniture,,
2016,South,Macon,Furniture,,
2017,South,Macon,Furniture,,
2014,South,Macon,Office Supplies,3.4368,2
2015,South,Macon,Office Supplies,45.6736,10
2016,South,Macon,Office Supplies,,
2017,South,Macon,Office Supplies,,
2014,South,Macon,Technology,43.055099999999996,7
2015,South,Macon,Technology,,
2016,South,Macon,Technology,,
2017,South,Macon,Technology,,
2014,South,Margate,Office Supplies,2.332799999999999,3
2015,South,Margate,Office Supplies,,
2016,South,Margate,Office Supplies,,
2017,South,Margate,Office Supplies,,
2014,South,Marietta,Furniture,,
2015,South,Marietta,Furniture,,
2016,South,Marietta,Furniture,52.97429999999999,3
2017,South,Marietta,Furniture,,
2014,South,Marietta,Office Supplies,27.9936,9
2015,South,Marietta,Office Supplies,2.7071999999999994,3
2016,South,Marietta,Office Supplies,372.1259999999999,9
2017,South,Marietta,Office Supplies,,
2014,South,Marietta,Technology,50.24250000000001,3
2015,South,Marietta,Technology,,
2016,South,Marietta,Technology,6.101999999999997,6
2017,South,Marietta,Technology,,
2014,South,Melbourne,Office Supplies,,
2015,South,Melbourne,Office Supplies,,
2016,South,Melbourne,Office Supplies,,
2017,South,Melbourne,Office Supplies,9.56160000000001,2
2014,South,Memphis,Furniture,70.19799999999992,2
2015,South,Memphis,Furniture,-109.62220000000003,15
2016,South,Memphis,Furniture,-237.0120000000001,6
2017,South,Memphis,Furniture,53.02839999999997,5
2014,South,Memphis,Office Supplies,3.6647999999999854,8
2015,South,Memphis,Office Supplies,23.208199999999994,25
2016,South,Memphis,Office Supplies,-0.7159999999999997,3
2017,South,Memphis,Office Supplies,-1282.2643999999996,50
2014,South,Memphis,Technology,,
2015,South,Memphis,Technology,,
2016,South,Memphis,Technology,,
2017,South,Memphis,Technology,0.4752000000000002,2
2014,South,Miami,Furniture,-106.66170000000001,6
2015,South,Miami,Furniture,-36.29400000000001,3
2016,South,Miami,Furniture,4.367099999999988,9
2017,South,Miami,Furniture,-57.86319999999999,8
2014,South,Miami,Office Supplies,-279.3466999999999,37
2015,South,Miami,Office Supplies,-1241.5911000000006,60
2016,South,Miami,Office Supplies,34.11080000000001,22
2017,South,Miami,Office Supplies,174.9667,25
2014,South,Miami,Technology,165.3065,17
2015,South,Miami,Technology,-9.567000000000004,10
2016,South,Miami,Technology,163.64350000000005,10
2017,South,Miami,Technology,38.55869999999999,8
2014,South,Miramar,Furniture,,
2015,South,Miramar,Furniture,,
2016,South,Miramar,Furniture,,
2017,South,Miramar,Furniture,-2.615200000000023,12
2014,South,Miramar,Office Supplies,,
2015,South,Miramar,Office Supplies,,
2016,South,Miramar,Office Supplies,,
2017,South,Miramar,Office Supplies,34.896199999999936,29
2014,South,Mobile,Furniture,2.7775999999999996,2
2015,South,Mobile,Furniture,506.9793999999999,9
2016,South,Mobile,Furniture,,
2017,South,Mobile,Furniture,,
2014,South,Mobile,Office Supplies,,
2015,South,Mobile,Office Supplies,,
2016,South,Mobile,Office Supplies,135.48239999999998,27
2017,South,Mobile,Office Supplies,,
2014,South,Mobile,Technology,,
2015,South,Mobile,Technology,0,3
2016,South,Mobile,Technology,1530.5898,11
2017,South,Mobile,Technology,,
2014,South,Monroe,Furniture,,
2015,South,Monroe,Furniture,41.43539999999997,6
2016,South,Monroe,Furniture,,
2017,South,Monroe,Furniture,50.48899999999996,7
2014,South,Monroe,Office Supplies,,
2015,South,Monroe,Office Supplies,47.9956,14
2016,South,Monroe,Office Supplies,70.6976,13
2017,South,Monroe,Office Supplies,2.6892000000000005,2
2014,South,Monroe,Technology,180.2656,11
2015,South,Monroe,Technology,51.73799999999999,12
2016,South,Monroe,Technology,8.352400000000001,4
2017,South,Monroe,Technology,242.96139999999994,4
2014,South,Montgomery,Furniture,70.96439999999998,6
2015,South,Montgomery,Furniture,47.56060000000001,10
2016,South,Montgomery,Furniture,,
2017,South,Montgomery,Furniture,3.4543999999999997,2
2014,South,Montgomery,Office Supplies,14.999699999999981,6
2015,South,Montgomery,Office Supplies,49.23,9
2016,South,Montgomery,Office Supplies,11.375,5
2017,South,Montgomery,Office Supplies,,
2014,South,Montgomery,Technology,362.68699999999995,5
2015,South,Montgomery,Technology,,
2016,South,Montgomery,Technology,274.3860000000001,5
2017,South,Montgomery,Technology,,
2014,South,Mount Pleasant,Furniture,87.35040000000004,6
2015,South,Mount Pleasant,Furniture,,
2016,South,Mount Pleasant,Furniture,,
2017,South,Mount Pleasant,Furniture,,
2014,South,Murfreesboro,Furniture,,
2015,South,Murfreesboro,Furniture,24.1996,5
2016,South,Murfreesboro,Furniture,,
2017,South,Murfreesboro,Furniture,0.999499999999999,1
2014,South,Murfreesboro,Office Supplies,,
2015,South,Murfreesboro,Office Supplies,-2.6915999999999984,11
2016,South,Murfreesboro,Office Supplies,5.2026,3
2017,South,Murfreesboro,Office Supplies,,
2014,South,Murfreesboro,Technology,,
2015,South,Murfreesboro,Technology,-12.021000000000011,10
2016,South,Murfreesboro,Technology,,
2017,South,Murfreesboro,Technology,,
2014,South,Murray,Furniture,,
2015,South,Murray,Furniture,,
2016,South,Murray,Furniture,74.8098,3
2017,South,Murray,Furniture,,
2014,South,Murray,Office Supplies,,
2015,South,Murray,Office Supplies,,
2016,South,Murray,Office Supplies,,
2017,South,Murray,Office Supplies,19.656000000000002,5
2014,South,Nashville,Furniture,,
2015,South,Nashville,Furniture,10.960199999999993,2
2016,South,Nashville,Furniture,14.546999999999995,3
2017,South,Nashville,Furniture,-18.873600000000003,6
2014,South,Nashville,Office Supplies,49.72859999999999,11
2015,South,Nashville,Office Supplies,-963.0649999999999,24
2016,South,Nashville,Office Supplies,21.978100000000012,20
2017,South,Nashville,Office Supplies,60.47059999999996,31
2014,South,Nashville,Technology,,
2015,South,Nashville,Technology,,
2016,South,Nashville,Technology,8.352400000000001,4
2017,South,Nashville,Technology,-21.58910000000006,13
2014,South,Newport News,Furniture,112.35079999999999,4
2015,South,Newport News,Furniture,,
2016,South,Newport News,Furniture,,
2017,South,Newport News,Furniture,,
2014,South,Newport News,Office Supplies,10.615399999999978,6
2015,South,Newport News,Office Supplies,14.6264,4
2016,South,Newport News,Office Supplies,117.55709999999999,10
2017,South,Newport News,Office Supplies,189.93479999999994,11
2014,South,Newport News,Technology,,
2015,South,Newport News,Technology,,
2016,South,Newport News,Technology,751.9624,8
2017,South,Newport News,Technology,,
2014,South,North Charleston,Furniture,,
2015,South,North Charleston,Furniture,,
2016,South,North Charleston,Furniture,,
2017,South,North Charleston,Furniture,4.280399999999998,2
2014,South,North Charleston,Office Supplies,,
2015,South,North Charleston,Office Supplies,5.389799999999994,3
2016,South,North Charleston,Office Supplies,,
2017,South,North Charleston,Office Supplies,,
2014,South,North Miami,Office Supplies,-1.8126000000000002,3
2015,South,North Miami,Office Supplies,4.8924,3
2016,South,North Miami,Office Supplies,,
2017,South,North Miami,Office Supplies,,
2014,South,Orlando,Furniture,,
2015,South,Orlando,Furniture,,
2016,South,Orlando,Furniture,10.858799999999974,2
2017,South,Orlando,Furniture,,
2014,South,Orlando,Office Supplies,-4.427999999999999,9
2015,South,Orlando,Office Supplies,,
2016,South,Orlando,Office Supplies,4.468499999999995,5
2017,South,Orlando,Office Supplies,19.458399999999997,14
2014,South,Orlando,Technology,,
2015,South,Orlando,Technology,10.895999999999987,3
2016,South,Orlando,Technology,24.476800000000004,4
2017,South,Orlando,Technology,311.99479999999994,2
2014,South,Ormond Beach,Office Supplies,,
2015,South,Ormond Beach,Office Supplies,,
2016,South,Ormond Beach,Office Supplies,,
2017,South,Ormond Beach,Office Supplies,-1.9656000000000002,3
2014,South,Owensboro,Office Supplies,6.63,3
2015,South,Owensboro,Office Supplies,21.0128,2
2016,South,Owensboro,Office Supplies,,
2017,South,Owensboro,Office Supplies,,
2014,South,Palm Coast,Furniture,21.359199999999994,5
2015,South,Palm Coast,Furniture,,
2016,South,Palm Coast,Furniture,,
2017,South,Palm Coast,Furniture,,
2014,South,Palm Coast,Office Supplies,-6.866999999999997,5
2015,South,Palm Coast,Office Supplies,,
2016,South,Palm Coast,Office Supplies,-5.699399999999997,6
2017,South,Palm Coast,Office Supplies,8.8624,4
2014,South,Pembroke Pines,Furniture,,
2015,South,Pembroke Pines,Furniture,-157.00949999999997,3
2016,South,Pembroke Pines,Furniture,,
2017,South,Pembroke Pines,Furniture,0,2
2014,South,Pembroke Pines,Office Supplies,,
2015,South,Pembroke Pines,Office Supplies,,
2016,South,Pembroke Pines,Office Supplies,-0.20879999999999743,11
2017,South,Pembroke Pines,Office Supplies,42.137799999999984,20
2014,South,Pembroke Pines,Technology,,
2015,South,Pembroke Pines,Technology,-1.049700000000005,3
2016,South,Pembroke Pines,Technology,,
2017,South,Pembroke Pines,Technology,43.68109999999998,8
2014,South,Pensacola,Office Supplies,,
2015,South,Pensacola,Office Supplies,,
2016,South,Pensacola,Office Supplies,-1.4760000000000004,3
2017,South,Pensacola,Office Supplies,,
2014,South,Pine Bluff,Office Supplies,,
2015,South,Pine Bluff,Office Supplies,,
2016,South,Pine Bluff,Office Supplies,,
2017,South,Pine Bluff,Office Supplies,6.2208000000000006,2
2014,South,Pine Bluff,Technology,,
2015,South,Pine Bluff,Technology,,
2016,South,Pine Bluff,Technology,,
2017,South,Pine Bluff,Technology,63.98399999999999,5
2014,South,Plantation,Furniture,,
2015,South,Plantation,Furniture,-50.29690000000006,15
2016,South,Plantation,Furniture,,
2017,South,Plantation,Furniture,,
2014,South,Plantation,Office Supplies,,
2015,South,Plantation,Office Supplies,-37.331999999999994,22
2016,South,Plantation,Office Supplies,,
2017,South,Plantation,Office Supplies,,
2014,South,Plantation,Technology,,
2015,South,Plantation,Technology,99.668,8
2016,South,Plantation,Technology,,
2017,South,Plantation,Technology,,
2014,South,Pompano Beach,Furniture,,
2015,South,Pompano Beach,Furniture,,
2016,South,Pompano Beach,Furniture,,
2017,South,Pompano Beach,Furniture,6.216000000000002,8
2014,South,Pompano Beach,Office Supplies,,
2015,South,Pompano Beach,Office Supplies,,
2016,South,Pompano Beach,Office Supplies,,
2017,South,Pompano Beach,Office Supplies,8.047999999999998,1
2014,South,Pompano Beach,Technology,,
2015,South,Pompano Beach,Technology,,
2016,South,Pompano Beach,Technology,,
2017,South,Pompano Beach,Technology,0.7424999999999999,3
2014,South,Port Orange,Office Supplies,,
2015,South,Port Orange,Office Supplies,,
2016,South,Port Orange,Office Supplies,,
2017,South,Port Orange,Office Supplies,2.9339999999999997,1
2014,South,Port Saint Lucie,Furniture,,
2015,South,Port Saint Lucie,Furniture,5.798000000000002,5
2016,South,Port Saint Lucie,Furniture,,
2017,South,Port Saint Lucie,Furniture,,
2014,South,Port Saint Lucie,Office Supplies,,
2015,South,Port Saint Lucie,Office Supplies,,
2016,South,Port Saint Lucie,Office Supplies,-2.245,2
2017,South,Port Saint Lucie,Office Supplies,0.8959999999999999,4
2014,South,Raleigh,Furniture,,
2015,South,Raleigh,Furniture,58.06890000000001,13
2016,South,Raleigh,Furniture,6.285599999999999,8
2017,South,Raleigh,Furniture,12.177999999999983,4
2014,South,Raleigh,Office Supplies,1.6762000000000001,1
2015,South,Raleigh,Office Supplies,2.644,6
2016,South,Raleigh,Office Supplies,-18.71040000000001,10
2017,South,Raleigh,Office Supplies,111.13500000000002,12
2014,South,Raleigh,Technology,42.69060000000002,4
2015,South,Raleigh,Technology,28.318499999999975,4
2016,South,Raleigh,Technology,228.3075999999998,15
2017,South,Raleigh,Technology,,
2014,South,Richmond,Furniture,,
2015,South,Richmond,Furniture,84.87419999999999,4
2016,South,Richmond,Furniture,236.44160000000002,8
2017,South,Richmond,Furniture,93.12159999999999,9
2014,South,Richmond,Office Supplies,509.2349,60
2015,South,Richmond,Office Supplies,316.6674999999999,29
2016,South,Richmond,Office Supplies,706.3044999999998,12
2017,South,Richmond,Office Supplies,685.6316999999998,83
2014,South,Richmond,Technology,193.15410000000006,8
2015,South,Richmond,Technology,,
2016,South,Richmond,Technology,,
2017,South,Richmond,Technology,859.9565,16
2014,South,Rock Hill,Office Supplies,3.7919999999999994,3
2015,South,Rock Hill,Office Supplies,,
2016,South,Rock Hill,Office Supplies,,
2017,South,Rock Hill,Office Supplies,,
2014,South,Rogers,Office Supplies,,
2015,South,Rogers,Office Supplies,,
