Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Sales)
2015,Home Office,West,Manteca,
2016,Home Office,West,Manteca,
2017,Home Office,West,Manteca,314.54999999999995
2014,Home Office,West,Meridian,
2015,Home Office,West,Meridian,
2016,Home Office,West,Meridian,
2017,Home Office,West,Meridian,307.74
2014,Home Office,West,Mesa,
2015,Home Office,West,Mesa,85.92000000000002
2016,Home Office,West,Mesa,
2017,Home Office,West,Mesa,44.784
2014,Home Office,West,Moreno Valley,107.34599999999999
2015,Home Office,West,Moreno Valley,
2016,Home Office,West,Moreno Valley,
2017,Home Office,West,Moreno Valley,
2014,Home Office,West,Murray,48.4
2015,Home Office,West,Murray,
2016,Home Office,West,Murray,
2017,Home Office,West,Murray,
2014,Home Office,West,North Las Vegas,14.56
2015,Home Office,West,North Las Vegas,
2016,Home Office,West,North Las Vegas,4685.076000000001
2017,Home Office,West,North Las Vegas,
2014,Home Office,West,Oakland,
2015,Home Office,West,Oakland,454.27200000000005
2016,Home Office,West,Oakland,34.58
2017,Home Office,West,Oakland,
2014,Home Office,West,Oceanside,
2015,Home Office,West,Oceanside,
2016,Home Office,West,Oceanside,12.9
2017,Home Office,West,Oceanside,
2014,Home Office,West,Orem,133.12800000000001
2015,Home Office,West,Orem,
2016,Home Office,West,Orem,
2017,Home Office,West,Orem,
2014,Home Office,West,Oxnard,
2015,Home Office,West,Oxnard,
2016,Home Office,West,Oxnard,1215.7200000000003
2017,Home Office,West,Oxnard,
2014,Home Office,West,Pasadena,
2015,Home Office,West,Pasadena,
2016,Home Office,West,Pasadena,
2017,Home Office,West,Pasadena,739.7360000000001
2014,Home Office,West,Peoria,
2015,Home Office,West,Peoria,101.004
2016,Home Office,West,Peoria,
2017,Home Office,West,Peoria,668.7439999999999
2014,Home Office,West,Phoenix,46.872
2015,Home Office,West,Phoenix,191.96800000000002
2016,Home Office,West,Phoenix,1759.299
2017,Home Office,West,Phoenix,7.857000000000002
2014,Home Office,West,Pico Rivera,
2015,Home Office,West,Pico Rivera,
2016,Home Office,West,Pico Rivera,
2017,Home Office,West,Pico Rivera,145.9
2014,Home Office,West,Portland,
2015,Home Office,West,Portland,
2016,Home Office,West,Portland,403.92
2017,Home Office,West,Portland,5.682000000000001
2014,Home Office,West,Provo,
2015,Home Office,West,Provo,
2016,Home Office,West,Provo,44.400000000000006
2017,Home Office,West,Provo,
2014,Home Office,West,Pueblo,
2015,Home Office,West,Pueblo,
2016,Home Office,West,Pueblo,801.5500000000001
2017,Home Office,West,Pueblo,
2014,Home Office,West,Redmond,
2015,Home Office,West,Redmond,
2016,Home Office,West,Redmond,12.32
2017,Home Office,West,Redmond,
2014,Home Office,West,Reno,480.654
2015,Home Office,West,Reno,
2016,Home Office,West,Reno,
2017,Home Office,West,Reno,
2014,Home Office,West,Riverside,
2015,Home Office,West,Riverside,
2016,Home Office,West,Riverside,51.18400000000001
2017,Home Office,West,Riverside,7.800000000000001
2014,Home Office,West,Roseville,
2015,Home Office,West,Roseville,2.48
2016,Home Office,West,Roseville,
2017,Home Office,West,Roseville,
2014,Home Office,West,Sacramento,
2015,Home Office,West,Sacramento,60.84
2016,Home Office,West,Sacramento,9.98
2017,Home Office,West,Sacramento,
2014,Home Office,West,Salem,
2015,Home Office,West,Salem,
2016,Home Office,West,Salem,610.418
2017,Home Office,West,Salem,8.432
2014,Home Office,West,Salinas,
2015,Home Office,West,Salinas,
2016,Home Office,West,Salinas,
2017,Home Office,West,Salinas,148.257
2014,Home Office,West,Salt Lake City,166.44
2015,Home Office,West,Salt Lake City,
2016,Home Office,West,Salt Lake City,219.11999999999998
2017,Home Office,West,Salt Lake City,
2014,Home Office,West,San Bernardino,
2015,Home Office,West,San Bernardino,110.528
2016,Home Office,West,San Bernardino,
2017,Home Office,West,San Bernardino,
2014,Home Office,West,San Diego,787.198
2015,Home Office,West,San Diego,3821.08
2016,Home Office,West,San Diego,1060.228
2017,Home Office,West,San Diego,2007.8439999999998
2014,Home Office,West,San Francisco,2401.653
2015,Home Office,West,San Francisco,1130.1200000000001
2016,Home Office,West,San Francisco,1211.9579999999996
2017,Home Office,West,San Francisco,4126.422
2014,Home Office,West,San Gabriel,2061.01
2015,Home Office,West,San Gabriel,
2016,Home Office,West,San Gabriel,
2017,Home Office,West,San Gabriel,
2014,Home Office,West,San Jose,76.14
2015,Home Office,West,San Jose,13.847999999999999
2016,Home Office,West,San Jose,29.120000000000005
2017,Home Office,West,San Jose,
2014,Home Office,West,Santa Ana,
2015,Home Office,West,Santa Ana,56.3
2016,Home Office,West,Santa Ana,20.16
2017,Home Office,West,Santa Ana,
2014,Home Office,West,Santa Barbara,
2015,Home Office,West,Santa Barbara,
2016,Home Office,West,Santa Barbara,3528.4880000000003
2017,Home Office,West,Santa Barbara,1.81
2014,Home Office,West,Santa Fe,
2015,Home Office,West,Santa Fe,8.4
2016,Home Office,West,Santa Fe,
2017,Home Office,West,Santa Fe,
2014,Home Office,West,Scottsdale,
2015,Home Office,West,Scottsdale,
2016,Home Office,West,Scottsdale,361.104
2017,Home Office,West,Scottsdale,
2014,Home Office,West,Seattle,4653.266
2015,Home Office,West,Seattle,5282.115999999999
2016,Home Office,West,Seattle,893.004
2017,Home Office,West,Seattle,13504.155999999999
2014,Home Office,West,Sparks,
2015,Home Office,West,Sparks,
2016,Home Office,West,Sparks,86.19999999999999
2017,Home Office,West,Sparks,
2014,Home Office,West,Spokane,
2015,Home Office,West,Spokane,
2016,Home Office,West,Spokane,
2017,Home Office,West,Spokane,136.26
2014,Home Office,West,Springfield,
2015,Home Office,West,Springfield,
2016,Home Office,West,Springfield,651.3629999999999
2017,Home Office,West,Springfield,87.688
2014,Home Office,West,Stockton,
2015,Home Office,West,Stockton,
2016,Home Office,West,Stockton,
2017,Home Office,West,Stockton,629.64
2014,Home Office,West,Thousand Oaks,
2015,Home Office,West,Thousand Oaks,32.75
2016,Home Office,West,Thousand Oaks,
2017,Home Office,West,Thousand Oaks,
2014,Home Office,West,Tigard,
2015,Home Office,West,Tigard,
2016,Home Office,West,Tigard,
2017,Home Office,West,Tigard,205.74400000000003
2014,Home Office,West,Tucson,259.136
2015,Home Office,West,Tucson,
2016,Home Office,West,Tucson,
2017,Home Office,West,Tucson,100.92200000000001
2014,Home Office,West,Vallejo,
2015,Home Office,West,Vallejo,
2016,Home Office,West,Vallejo,1064.624
2017,Home Office,West,Vallejo,
2014,Home Office,West,Vancouver,
2015,Home Office,West,Vancouver,
2016,Home Office,West,Vancouver,44.02
2017,Home Office,West,Vancouver,
2014,Home Office,West,Yuma,
2015,Home Office,West,Yuma,
2016,Home Office,West,Yuma,44.85600000000001
2017,Home Office,West,Yuma,599.9850000000001
